row,file,date,imageNo,image,multipleEmbNotes,strain,spn4,condition,transcript,cell_stage,total_no_RNA,No_RNA_clusters,No_RNA_in_clusters,fraction_RNA_in_clusters,avg_no_RNA_per_cluster
537,cpg-2.csv,211102,Image_11,211102_Image_11,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,cpg-2,8-11-cell,7540,152,3571,0.473607427,23.49342105
538,cpg-2.csv,211102,Image_22,211102_Image_22,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,cpg-2,8-11-cell,7164,173,3533,0.493160246,20.42196532
539,cpg-2.csv,211102,Image_27,211102_Image_27,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,cpg-2,8-11-cell,5970,181,2947,0.493634841,16.28176796
540,cpg-2.csv,211102,Image_28,211102_Image_28,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,cpg-2,8-11-cell,8360,250,3960,0.473684211,15.84
541,cpg-2.csv,211029,Image_06,211029_Image_06,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,cpg-2,12-15-cell,24460,721,13846,0.566067048,19.2038835
542,cpg-2.csv,211029,Image_11,211029_Image_11,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,cpg-2,12-15-cell,22515,744,11649,0.517388408,15.65725806
543,cpg-2.csv,211029,Image_23,211029_Image_23,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,cpg-2,12-15-cell,14577,610,7683,0.527063182,12.59508197
544,cpg-2.csv,211029,Image_24,211029_Image_24,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,cpg-2,12-15-cell,12796,388,6529,0.510237574,16.82731959
545,cpg-2.csv,211102,Image_06,211102_Image_06,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,cpg-2,12-15-cell,18178,687,5754,0.316536473,8.375545852
546,cpg-2.csv,211102,Image_07,211102_Image_07,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,cpg-2,12-15-cell,27876,907,16611,0.595888937,18.31422271
547,cpg-2.csv,211102,Image_19,211102_Image_19,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,cpg-2,12-15-cell,25807,690,17903,0.693726508,25.94637681
548,cpg-2.csv,211102,Image_32,211102_Image_32,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,cpg-2,12-15-cell,21802,710,14492,0.66470966,20.41126761
549,cpg-2.csv,211029,Image_03,211029_Image_03,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,cpg-2,12-15-cell,2791,47,1465,0.524901469,31.17021277
550,cpg-2.csv,211029,Image_09,211029_Image_09,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,cpg-2,12-15-cell,3129,53,1807,0.577500799,34.09433962
551,cpg-2.csv,211029,Image_15,211029_Image_15,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,cpg-2,12-15-cell,6861,147,3007,0.438274304,20.45578231
552,cpg-2.csv,211029,Image_16,211029_Image_16,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,cpg-2,12-15-cell,1027,15,619,0.602726388,41.26666667
553,cpg-2.csv,211102,Image_14,211102_Image_14,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,cpg-2,12-15-cell,2607,50,627,0.240506329,12.54
554,cpg-2.csv,211102,Image_15,211102_Image_15,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,cpg-2,12-15-cell,1079,16,583,0.540315107,36.4375
555,cpg-2.csv,211102,Image_18,211102_Image_18,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,cpg-2,12-15-cell,2143,29,607,0.283247783,20.93103448
556,cpg-2.csv,211102,Image_30,211102_Image_30,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,cpg-2,12-15-cell,3352,88,904,0.269689737,10.27272727
557,cpg-2.csv,211029,Image_01,211029_Image_01,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,cpg-2,16-28-cell,19962,706,11095,0.555806031,15.71529745
558,cpg-2.csv,211029,Image_03,211029_Image_03,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,cpg-2,16-28-cell,20195,711,10483,0.519088883,14.7440225
559,cpg-2.csv,211029,Image_10,211029_Image_10,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,cpg-2,16-28-cell,14992,611,6852,0.457043757,11.21440262
560,cpg-2.csv,211029,Image_18,211029_Image_18,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,cpg-2,16-28-cell,13531,511,7845,0.579779765,15.35225049
561,cpg-2.csv,211029,Image_12,211029_Image_12,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,cpg-2,16-28-cell,22953,699,12622,0.54990633,18.05722461
562,cpg-2.csv,211102,Image_05,211102_Image_05,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,cpg-2,16-28-cell,19352,557,4039,0.208712278,7.251346499
563,cpg-2.csv,211102,Image_08,211102_Image_08,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,cpg-2,16-28-cell,22103,836,10099,0.456906302,12.08014354
564,cpg-2.csv,211102,Image_10,211102_Image_10,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,cpg-2,16-28-cell,15867,568,8781,0.553412743,15.45950704
565,cpg-2.csv,211029,Image_01,211029_Image_01,NA,N2,spn4_wt,N2,cpg-2,4-cell,4608,114,1048,0.227430556,9.192982456
566,cpg-2.csv,211029,Image_03,211029_Image_03,NA,N2,spn4_wt,N2,cpg-2,4-cell,5846,146,1307,0.223571673,8.952054795
567,cpg-2.csv,211029,Image_05,211029_Image_05,NA,N2,spn4_wt,N2,cpg-2,4-cell,763,19,157,0.20576671,8.263157895
568,cpg-2.csv,211029,Image_07,211029_Image_07,NA,N2,spn4_wt,N2,cpg-2,4-cell,2495,65,707,0.283366733,10.87692308
569,cpg-2.csv,211102,Image_03,211102_Image_03,NA,N2,spn4_wt,N2,cpg-2,4-cell,4194,105,1342,0.319980925,12.78095238
570,cpg-2.csv,211102,Image_10,211102_Image_10,NA,N2,spn4_wt,N2,cpg-2,4-cell,6443,182,1889,0.293186404,10.37912088
571,cpg-2.csv,211102,Image_13,211102_Image_13,NA,N2,spn4_wt,N2,cpg-2,4-cell,2316,63,699,0.301813472,11.0952381
572,cpg-2.csv,211102,Image_15,211102_Image_15,NA,N2,spn4_wt,N2,cpg-2,4-cell,1987,42,353,0.177654756,8.404761905
573,cpg-2.csv,211029,Image_03,211029_Image_03,NA,N2,spn4_wt,N2,cpg-2,2-cell,15137,580,6272,0.414348946,10.8137931
574,cpg-2.csv,211029,Image_04,211029_Image_04,NA,N2,spn4_wt,N2,cpg-2,2-cell,19878,748,9243,0.464986417,12.35695187
575,cpg-2.csv,211029,Image_08,211029_Image_08_left,left,N2,spn4_wt,N2,cpg-2,2-cell,6412,192,1939,0.302401747,10.09895833
576,cpg-2.csv,211029,Image_08,211029_Image_08_right,right,N2,spn4_wt,N2,cpg-2,2-cell,10124,369,3506,0.346305808,9.501355014
577,cpg-2.csv,211102,Image_02,211102_Image_02,NA,N2,spn4_wt,N2,cpg-2,2-cell,6633,211,1985,0.299261269,9.407582938
578,cpg-2.csv,211102,Image_05,211102_Image_05,NA,N2,spn4_wt,N2,cpg-2,2-cell,9869,306,4033,0.408653359,13.17973856
579,cpg-2.csv,211102,Image_07,211102_Image_07,NA,N2,spn4_wt,N2,cpg-2,2-cell,13716,440,5384,0.392534267,12.23636364
580,cpg-2.csv,211102,Image_09,211102_Image_09,NA,N2,spn4_wt,N2,cpg-2,2-cell,21869,833,12097,0.553157437,14.52220888
581,cpg-2.csv,211029,Image_01,211029_Image_01,NA,N2,spn4_wt,N2,cpg-2,8-11-cell,1057,12,100,0.094607379,8.333333333
582,cpg-2.csv,211029,Image_03,211029_Image_03,NA,N2,spn4_wt,N2,cpg-2,8-11-cell,891,17,183,0.205387205,10.76470588
583,cpg-2.csv,211029,Image_05,211029_Image_05,NA,N2,spn4_wt,N2,cpg-2,8-11-cell,790,10,126,0.159493671,12.6
584,cpg-2.csv,211029,Image_09,211029_Image_09,NA,N2,spn4_wt,N2,cpg-2,8-11-cell,2249,51,594,0.264117386,11.64705882
585,cpg-2.csv,211102,Image_04,211102_Image_04,NA,N2,spn4_wt,N2,cpg-2,8-11-cell,1051,20,188,0.17887726,9.4
586,cpg-2.csv,211102,Image_08,211102_Image_08,NA,N2,spn4_wt,N2,cpg-2,8-11-cell,109,0,0,0,0
587,cpg-2.csv,211102,Image_12,211102_Image_12,NA,N2,spn4_wt,N2,cpg-2,8-11-cell,1108,17,203,0.183212996,11.94117647
588,cpg-2.csv,211102,Image_14,211102_Image_14,NA,N2,spn4_wt,N2,cpg-2,8-11-cell,2298,54,629,0.273716275,11.64814815
589,cpg-2.csv,211102,Image_16,211102_Image_16,NA,N2,spn4_wt,N2,cpg-2,8-11-cell,1056,18,191,0.180871212,10.61111111
590,cpg-2.csv,211029,Image_04,211029_Image_04,NA,N2,spn4_wt,N2,cpg-2,12-15-cell,414,11,117,0.282608696,10.63636364
591,cpg-2.csv,211029,Image_06,211029_Image_06,NA,N2,spn4_wt,N2,cpg-2,12-15-cell,407,11,192,0.471744472,17.45454545
592,cpg-2.csv,211029,Image_07,211029_Image_07,NA,N2,spn4_wt,N2,cpg-2,12-15-cell,608,21,201,0.330592105,9.571428571
593,cpg-2.csv,211029,Image_09,211029_Image_09,NA,N2,spn4_wt,N2,cpg-2,12-15-cell,364,7,98,0.269230769,14
594,cpg-2.csv,211102,Image_01,211102_Image_01,NA,N2,spn4_wt,N2,cpg-2,12-15-cell,1099,29,355,0.323020928,12.24137931
595,cpg-2.csv,211102,Image_06,211102_Image_06,NA,N2,spn4_wt,N2,cpg-2,12-15-cell,586,4,30,0.051194539,7.5
596,cpg-2.csv,211102,Image_11,211102_Image_11,NA,N2,spn4_wt,N2,cpg-2,12-15-cell,635,10,116,0.182677165,11.6
597,cpg-2.csv,211102,Image_17,211102_Image_17,NA,N2,spn4_wt,N2,cpg-2,12-15-cell,999,16,129,0.129129129,8.0625
598,cpg-2.csv,211029,Image_01,211029_Image_01,NA,N2,spn4_wt,N2,cpg-2,16-28-cell,340,7,124,0.364705882,17.71428571
599,cpg-2.csv,211029,Image_02,211029_Image_02_left,left,N2,spn4_wt,N2,cpg-2,16-28-cell,466,9,150,0.321888412,16.66666667
600,cpg-2.csv,211029,Image_02,211029_Image_02_right,right,N2,spn4_wt,N2,cpg-2,16-28-cell,226,6,80,0.353982301,13.33333333
601,cpg-2.csv,211029,Image_06,211029_Image_06,NA,N2,spn4_wt,N2,cpg-2,16-28-cell,247,9,107,0.433198381,11.88888889
602,cpg-2.csv,211029,Image_07,211029_Image_07,NA,N2,spn4_wt,N2,cpg-2,16-28-cell,342,7,185,0.540935673,26.42857143
603,cpg-2.csv,211102,Image_02,211102_Image_02,NA,N2,spn4_wt,N2,cpg-2,16-28-cell,663,6,120,0.180995475,20
604,cpg-2.csv,211102,Image_03,211102_Image_03,NA,N2,spn4_wt,N2,cpg-2,16-28-cell,347,6,77,0.221902017,12.83333333
605,cpg-2.csv,211102,Image_04,211102_Image_04,NA,N2,spn4_wt,N2,cpg-2,16-28-cell,447,10,155,0.346756152,15.5
606,egg-3.csv,211102,Image_01,211102_Image_01,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,4-cell,4031,42,298,0.073927065,7.095238095
607,egg-3.csv,211102,Image_04,211102_Image_04,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,4-cell,4270,55,425,0.099531616,7.727272727
608,egg-3.csv,211102,Image_07,211102_Image_07,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,4-cell,1884,33,258,0.136942675,7.818181818
609,egg-3.csv,211102,Image_08,211102_Image_08,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,4-cell,7731,190,1437,0.185875049,7.563157895
610,egg-3.csv,211102,Image_25,211102_Image_25,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,4-cell,2354,40,315,0.133814783,7.875
611,egg-3.csv,211102,Image_26,211102_Image_26,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,4-cell,3656,82,537,0.146881838,6.548780488
612,egg-3.csv,211102,Image_30,211102_Image_30,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,4-cell,4931,89,641,0.129993916,7.202247191
613,egg-3.csv,211105,Image_08,211105_Image_08,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,4-cell,5080,54,355,0.06988189,6.574074074
614,egg-3.csv,211102,Image_03,211102_Image_03,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,2-cell,5906,94,616,0.104300711,6.553191489
615,egg-3.csv,211102,Image_05,211102_Image_05,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,2-cell,7546,134,856,0.113437583,6.388059701
616,egg-3.csv,211102,Image_19,211102_Image_19,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,2-cell,4665,87,608,0.130332262,6.988505747
617,egg-3.csv,211102,Image_28,211102_Image_28,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,2-cell,6675,114,715,0.107116105,6.271929825
618,egg-3.csv,211102,Image_29,211102_Image_29,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,2-cell,7819,200,1384,0.177004732,6.92
619,egg-3.csv,211102,Image_31,211102_Image_31,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,2-cell,5893,121,807,0.136942135,6.669421488
620,egg-3.csv,211105,Image_02,211105_Image_02,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,2-cell,4491,49,314,0.069917613,6.408163265
621,egg-3.csv,211105,Image_05,211105_Image_05,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,2-cell,3691,34,218,0.059062585,6.411764706
622,egg-3.csv,210718,Image_05,210718_Image_05,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,4-cell,9438,301,2418,0.256198347,8.033222591
623,egg-3.csv,210718,Image_10,210718_Image_10,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,4-cell,9421,416,4734,0.502494427,11.37980769
624,egg-3.csv,210718,Image_11,210718_Image_11,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,4-cell,8909,336,2887,0.324054327,8.592261905
625,egg-3.csv,210718,Image_16,210718_Image_16,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,4-cell,9292,363,3356,0.3611709,9.245179063
626,egg-3.csv,211102,Image_22,211102_Image_22,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,4-cell,7405,204,1407,0.190006752,6.897058824
627,egg-3.csv,211102,Image_23,211102_Image_23,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,4-cell,6471,182,1253,0.193633132,6.884615385
628,egg-3.csv,211105,Image_01,211105_Image_01,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,4-cell,6623,118,780,0.117771403,6.610169492
629,egg-3.csv,211105,Image_15,211105_Image_15,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,4-cell,5047,88,619,0.122647117,7.034090909
630,egg-3.csv,210718,Image_08,210718_Image_08,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,8-11-cell,8813,229,1834,0.208101668,8.008733624
631,egg-3.csv,210718,Image_13,210718_Image_13,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,8-11-cell,6275,167,1275,0.203187251,7.634730539
632,egg-3.csv,210718,Image_14,210718_Image_14,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,8-11-cell,8048,241,1787,0.222042744,7.414937759
633,egg-3.csv,210718,Image_15,210718_Image_15,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,8-11-cell,1669,25,176,0.105452367,7.04
634,egg-3.csv,211102,Image_15,211102_Image_15,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,8-11-cell,5998,84,557,0.092864288,6.630952381
635,egg-3.csv,211102,Image_27,211102_Image_27,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,8-11-cell,5718,108,751,0.131339629,6.953703704
636,egg-3.csv,211105,Image_13,211105_Image_13,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,8-11-cell,5566,70,433,0.077793748,6.185714286
637,egg-3.csv,210718,Image_03,210718_Image_03,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,12-15-cell,2301,45,323,0.140373751,7.177777778
638,egg-3.csv,210718,Image_06,210718_Image_06,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,12-15-cell,6300,131,901,0.143015873,6.877862595
639,egg-3.csv,210718,Image_07,210718_Image_07,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,12-15-cell,5316,65,420,0.079006772,6.461538462
640,egg-3.csv,210718,Image_12,210718_Image_12,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,12-15-cell,3571,62,394,0.11033324,6.35483871
641,egg-3.csv,211102,Image_02,211102_Image_02,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,12-15-cell,5592,42,242,0.043276109,5.761904762
642,egg-3.csv,211102,Image_09,211102_Image_09,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,12-15-cell,6579,116,769,0.116887065,6.629310345
643,egg-3.csv,211102,Image_13,211102_Image_13,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,12-15-cell,4674,59,372,0.079589217,6.305084746
644,egg-3.csv,211105,Image_10,211105_Image_10,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,12-15-cell,4043,62,433,0.107098689,6.983870968
645,egg-3.csv,211105,Image_11,211105_Image_11,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,12-15-cell,5893,64,448,0.076022399,7
646,egg-3.csv,210718,Image_01,210718_Image_01,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,16-28-cell,4434,61,390,0.087956698,6.393442623
647,egg-3.csv,210718,Image_02,210718_Image_02,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,16-28-cell,4217,43,259,0.06141807,6.023255814
648,egg-3.csv,210718,Image_04,210718_Image_04,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,16-28-cell,4255,48,316,0.07426557,6.583333333
649,egg-3.csv,210718,Image_09,210718_Image_09,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,16-28-cell,2777,35,294,0.105869644,8.4
650,egg-3.csv,211102,Image_04,211102_Image_04,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,16-28-cell,4214,27,182,0.043189369,6.740740741
651,egg-3.csv,211102,Image_08,211102_Image_08,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,16-28-cell,4997,82,506,0.101260756,6.170731707
652,egg-3.csv,211102,Image_26,211102_Image_26,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,16-28-cell,1921,16,96,0.049973972,6
653,egg-3.csv,211105,Image_03,211105_Image_03,NA,DG5256_wDMP91,spn4_minus,Balancer_no_GFP,egg-3,16-28-cell,3087,26,161,0.052154195,6.192307692
654,egg-3.csv,211102,Image_10,211102_Image_10,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,2-cell,3107,26,163,0.052462182,6.269230769
655,egg-3.csv,211102,Image_12,211102_Image_12,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,2-cell,4050,56,520,0.128395062,9.285714286
656,egg-3.csv,211102,Image_16,211102_Image_16,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,2-cell,5208,65,398,0.076420891,6.123076923
657,egg-3.csv,211102,Image_21,211102_Image_21,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,2-cell,4942,69,443,0.089639822,6.420289855
658,egg-3.csv,211105,Image_04,211105_Image_04,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,2-cell,5151,81,501,0.097262667,6.185185185
659,egg-3.csv,211105,Image_06,211105_Image_06,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,2-cell,5794,96,710,0.122540559,7.395833333
660,egg-3.csv,211105,Image_12,211105_Image_12,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,2-cell,6553,79,522,0.079658172,6.607594937
661,egg-3.csv,211105,Image_14,211105_Image_14,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,2-cell,6354,117,813,0.127950897,6.948717949
662,egg-3.csv,211102,Image_03,211102_Image_03,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,8-11-cell,2547,33,454,0.17824892,13.75757576
663,egg-3.csv,211102,Image_06,211102_Image_06,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,8-11-cell,2910,40,476,0.163573883,11.9
664,egg-3.csv,211102,Image_11,211102_Image_11,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,8-11-cell,2331,35,456,0.195624196,13.02857143
665,egg-3.csv,211102,Image_14,211102_Image_14,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,8-11-cell,2778,40,395,0.142188625,9.875
666,egg-3.csv,211102,Image_18,211102_Image_18,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,8-11-cell,4249,82,903,0.212520593,11.01219512
667,egg-3.csv,211102,Image_24,211102_Image_24,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,8-11-cell,4585,126,1282,0.279607415,10.17460317
668,egg-3.csv,211102,Image_31,211102_Image_31,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,8-11-cell,1631,29,323,0.198038013,11.13793103
669,egg-3.csv,211105,Image_09,211105_Image_09,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,8-11-cell,5707,84,569,0.09970212,6.773809524
670,egg-3.csv,211102,Image_20,211102_Image_20,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,12-15-cell,1209,22,304,0.251447477,13.81818182
671,egg-3.csv,211102,Image_32,211102_Image_32,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,12-15-cell,1099,20,331,0.301182894,16.55
672,egg-3.csv,211102,Image_33,211102_Image_33,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,12-15-cell,941,14,336,0.35706695,24
673,egg-3.csv,211102,Image_34,211102_Image_34,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,12-15-cell,1237,13,250,0.202101859,19.23076923
674,egg-3.csv,211105,Image_06,211105_Image_06,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,12-15-cell,473,12,187,0.395348837,15.58333333
675,egg-3.csv,211105,Image_17,211105_Image_17,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,12-15-cell,1700,28,360,0.211764706,12.85714286
676,egg-3.csv,211105,Image_16,211105_Image_16,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,12-15-cell,1023,19,240,0.234604106,12.63157895
677,egg-3.csv,211102,Image_13,211102_Image_13,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,16-28-cell,707,11,287,0.405940594,26.09090909
678,egg-3.csv,211102,Image_16,211102_Image_16,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,16-28-cell,960,13,348,0.3625,26.76923077
679,egg-3.csv,211102,Image_17,211102_Image_17,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,16-28-cell,482,4,202,0.419087137,50.5
680,egg-3.csv,211102,Image_24,211102_Image_24,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,16-28-cell,540,9,308,0.57037037,34.22222222
681,egg-3.csv,211102,Image_31,211102_Image_31,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,16-28-cell,654,11,280,0.428134557,25.45454545
682,egg-3.csv,211102,Image_33,211102_Image_33,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,16-28-cell,330,4,111,0.336363636,27.75
683,egg-3.csv,211105,Image_06,211105_Image_06,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,16-28-cell,766,5,240,0.313315927,48
684,egg-3.csv,211105,Image_07,211105_Image_07,NA,DG5256_wDMP91,spn4_plus,Balancer_GFP,egg-3,16-28-cell,490,6,128,0.26122449,21.33333333
685,egg-3.csv,211102,Image_04,211102_Image_04,NA,N2,spn4_wt,N2,egg-3,2-cell,5065,108,735,0.145113524,6.805555556
686,egg-3.csv,211102,Image_07,211102_Image_07,NA,N2,spn4_wt,N2,egg-3,2-cell,2165,28,209,0.096535797,7.464285714
687,egg-3.csv,211102,Image_08,211102_Image_08,NA,N2,spn4_wt,N2,egg-3,2-cell,3746,68,451,0.120395088,6.632352941
688,egg-3.csv,211102,Image_10,211102_Image_10,NA,N2,spn4_wt,N2,egg-3,2-cell,4191,48,310,0.073968027,6.458333333
689,egg-3.csv,211102,Image_11,211102_Image_11,NA,N2,spn4_wt,N2,egg-3,2-cell,4247,92,695,0.163644926,7.554347826
690,egg-3.csv,211102,Image_12,211102_Image_12,NA,N2,spn4_wt,N2,egg-3,2-cell,4859,60,411,0.084585306,6.85
691,egg-3.csv,211105,Image_05,211105_Image_05,NA,N2,spn4_wt,N2,egg-3,2-cell,3980,30,190,0.047738693,6.333333333
692,egg-3.csv,210718,Image_04,210718_Image_04,NA,N2,spn4_wt,N2,egg-3,4-cell,2472,39,344,0.139158576,8.820512821
693,egg-3.csv,210718,Image_05,210718_Image_05,NA,N2,spn4_wt,N2,egg-3,4-cell,3117,34,263,0.084376003,7.735294118
694,egg-3.csv,210718,Image_07,210718_Image_07,NA,N2,spn4_wt,N2,egg-3,4-cell,4115,78,572,0.139003645,7.333333333
695,egg-3.csv,210718,Image_09,210718_Image_09,NA,N2,spn4_wt,N2,egg-3,4-cell,4673,72,573,0.122619302,7.958333333
696,egg-3.csv,211102,Image_01,211102_Image_01,NA,N2,spn4_wt,N2,egg-3,4-cell,3557,32,187,0.052572392,5.84375
697,egg-3.csv,211102,Image_02,211102_Image_02,NA,N2,spn4_wt,N2,egg-3,4-cell,3468,56,428,0.123414072,7.642857143
698,egg-3.csv,211105,Image_02,211105_Image_02,NA,N2,spn4_wt,N2,egg-3,4-cell,2529,12,84,0.033214709,7
699,egg-3.csv,211105,Image_03,211105_Image_03,NA,N2,spn4_wt,N2,egg-3,4-cell,2396,6,35,0.014607679,5.833333333
700,egg-3.csv,211105,Image_07,211105_Image_07,NA,N2,spn4_wt,N2,egg-3,4-cell,1450,15,110,0.075862069,7.333333333
701,egg-3.csv,210718,Image_01,210718_Image_01,NA,N2,spn4_wt,N2,egg-3,8-11-cell,3577,68,798,0.223091977,11.73529412
702,egg-3.csv,210718,Image_03,210718_Image_03,NA,N2,spn4_wt,N2,egg-3,8-11-cell,2828,48,574,0.202970297,11.95833333
703,egg-3.csv,210718,Image_06,210718_Image_06,NA,N2,spn4_wt,N2,egg-3,8-11-cell,2953,40,390,0.132069082,9.75
704,egg-3.csv,210718,Image_13,210718_Image_13,NA,N2,spn4_wt,N2,egg-3,8-11-cell,1823,30,281,0.154141525,9.366666667
