transcript	st411	st413	st415	st441	st449	st451	st265	st266	st301	st302	st311	st312	st361	st362	st409	st410	st193	st194	st195	st196	st305	st306	st307	st308	st333	st334	st335	st336	st363	st364	st365	st366	st405	st406	st407	st408	st225	st226	st227	st228	st229	st230	st231	st232	st337	st338	st339	st340	st341	st342	st343	st344	st369	st370	st371	st372	st373	st374	st375	st376	st393	st394	st395	st396	st397	st398	st399	st400	st417	st418	st419	st420	st421	st422	st423	st424	st481	st482	st483	st484	st485	st486	st487	st488	st249	st250	st251	st252	st253	st254	st255	st256	st257	st258	st259	st260	st261	st262	st263	st264	st313	st314	st315	st316	st317	st318	st319	st320	st321	st322	st323	st324	st325	st327	st328	st345	st346	st347	st348	st349	st350	st351	st352	st353	st354	st355	st356	st357	st358	st359	st360	st377	st378	st379	st380	st381	st382	st383	st385	st386	st387	st388	st389	st390	st391	st392	st425	st426	st427	st428	st429	st430	st431	st432	st433	st434	st435	st436	st437	st438	st439	st440	st527	st528	st529	st530	st531	st532	st533	st535	st536	st537	st538	st539	st540	st541	st542	st465	st466	st467	st468	st469	st470	st471	st472	st473	st474	st475	st476	st477	st478	st479	st505	st506	st507	st508	st509	st510	st513	st514	st515	st516	st517	st518	st519	st520	st554	st555	st556	st557	st558	st561	st562	st563	st564	st565	st566	st567	st568
2L52.1	0	0	0	0	3.21	0	9.23	0	2.83	0	0	10.84	1.52	0	0	0	0.94	13.39	1.56	111.89	1.56	1.28	0	0	0	0	0	0	0	0	0	0	2.49	0	0	0	0	0	0	0	261.53	0	0	0	0	0	1.05	0	0.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.34	0	0	10.16	0	0	0	0	0	92.89	0	0	0	0	0	0	0	0	105.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.81	0	0	0	0	0	37.96	1.06	0	0	0	0	0	186.91	0	0	0	0	203.34	0.75	122.09	0	0	0	0	0	0	0	0	1.54	0	0	0	0	0	0	0	0	0	0	0	0	42.22	0	0	0	1.64
2L52.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2RSSE.1	0	0	0	1.41	0.68	0	0	0	0.4	3.12	0	0	19.48	0	0	0	8.56	22.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.13	31.93	0	0	0	0	0	1.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62	0	0	0	0	0	15.51	0	0	0	0	0	0	0	0	18.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.23	0	0	0	0	3.74	0	0	0	0	0	0	0	0
2RSSE.3	0	0	0	0	0	0	0	0	0	0	0	0	0.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2RSSE.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2RSSE.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2RSSE.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2RSSE.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2RSSE.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3R5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4R79.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86	0	0.86	0	0	0	8.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236.26	0	0	0	0	0	0	0	0	0	0	0	0	0	37.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6R55.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.64	0	0	0	0	0	0	0	0	0	0	8.56	6.14	0	0	0	0	0	16.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47.38	0	0	0	0	0	0	86.94	0	0	0	0	0	14.35	11.36	0	6.2	45.06	0	0	0	48.21	12.69	37.61	0	0	0	0	0	0	0	0	0	61.98	0	0	0	0	0	0	10.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61	0	0	0	0	0	0	4.33	465.98	0	6.13	33.07	152.51	51.34	0	0	0	3.42	0	0	0	0	0	0	0	260.8	0	0	0	2.58	0	0	0	0	0	0	0	0	0	0	16.7	0	72.99	0	8.05	70.89	4.51	0	0	0
aagr-1	0	1.05	0.59	0	1.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.54	0	0	0	0	0	0	0	0	0	0.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	23.57	0	0	0	0	0	0	0	0	0	0	4.88	0	0	0	211.92	0	0	0	0	0	0	1.76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.39	0.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aagr-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22	2.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.51	0	0.77	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.32	0	29.46	1.51	9.87	0	18.71	43.07	0	0	0	0	0	0	0	0	0	0	0	0	0	7.17	0	24.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1	0	0	0	0	0	0	0	0	11.55	0	0	4.65	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0	112.04	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.22	0	0	0	0	61.17	0	0	0	0.1	0.23	0	0	0	0.45	0	0.17	0
aagr-3	104.43	101.96	62.71	137.28	39.17	148.79	73.75	65.52	174.73	43.68	250.87	111.78	142.16	122.88	160.57	137.34	215.23	150.48	205.11	20.47	144.34	108.42	216.98	144.39	165.58	277.81	167.61	131.3	101.26	153.96	50.5	38.16	176.09	177.93	231.17	186.77	131.48	120.21	193.17	0	0	139.29	144	83.98	91.41	172.59	199.86	256.3	140.16	318.17	262.55	290.51	40	169.64	218.98	144.77	8.98	64.5	432.33	69.4	138.53	165.56	41.79	103.09	246.22	285.43	550.19	101.83	79.34	0	115.21	33.63	307.68	428.04	242.22	111.47	52.55	23.33	52.4	101	7.8	19.61	456.81	3.41	166.21	92.58	94.04	422.49	130.31	141.21	2.02	146.51	78.24	110.24	166.39	110.37	73.88	0	7.13	0	360.98	162.89	2.42	126.13	238.74	167.7	191.48	55.33	142.64	51.81	102.07	530.71	468.03	1.37	312.7	150.56	41.67	134.86	403.03	186	89.69	80.64	116.43	138.35	491.32	382.97	226.48	208.46	100.39	0.4	117.22	1.13	12.32	214.16	256.98	0	45.08	108.28	71.79	175.36	501.14	7.34	74.53	120.23	97.19	24.43	358.4	129.48	691.38	4.34	277.42	2.7	386.35	408.34	32.65	72.27	361.05	74.56	369.18	347.84	0.99	0	87.62	76.9	301.02	169.19	197.4	175.06	4.48	392.22	143.81	220.53	69.69	309.56	54.42	233.45	159.17	71.67	136.96	321.19	32.68	147.16	83.9	38.07	58.6	565.15	155.94	37.65	91.45	45.43	55.44	0	180.28	329.81	175.65	1.55	396.42	144.56	165.2	210.51	3.04	245.6	31.75	6.72	4.7	20.97	37.46	535.69	96.83	66.5	197.49	258.74	290.06	86.03	237.3	12.5	493.3	121.38	8.34
aagr-4	9.12	0	0	0	0	0	0	0.8	1.29	0	2.32	0	0	0	3.35	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	39.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	0	0	0	0	0	27.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94	0	0	0	0	0	0	0	23.02	0	0	0	0	0	0	0.74	0	0	0.66	0	58.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.33	0	0	0	0	0	0	0	0	0	0	0	0	3.09	0.47	0	0	0
aak-1	25.03	65.84	5.66	60.82	70.72	10.19	51.54	67.18	47.11	85.25	32.12	99.45	71.81	62.37	59.69	6.88	150.74	76.42	46.4	3.27	45.51	0	17.38	54.56	57.01	56.1	47.63	46.26	102.23	85.54	171.54	41.78	0	0.21	0.21	26.02	0	0	0	0	0	25.34	0	0	45.55	0	0	0	82.82	0	0	31.33	0	0	81.74	0	0	0	1.55	0	2.14	0	7.69	0	0	0	0	65.83	0	0	0	0	0	0	0	0	0.22	0.28	0.15	0	0	0	0	1.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.5	2.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.74	0	9.44	0	0	0	0	0	0	0	0	0	0	0	0	0	34.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0	0	0	171.32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.18	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.95	0	0	0	0	0	0	0	0
aak-2	77.12	40.22	5.93	78.19	30.13	44.53	68.48	22.02	58.42	38.01	52.74	36.63	46.73	18.86	65.51	11.85	132.48	85.72	80.62	42.36	33.26	86.13	105.69	56.1	79.16	78.89	55.03	41.27	37.87	4.25	41.45	30.09	67.46	46.78	73	50.47	76.19	3.78	0	95.48	0	0	152.44	0	67.15	96.11	159.54	26.18	44.78	99.76	156.49	14.5	5.35	39.72	1.18	58.37	83.51	160.25	27.31	0.43	88.22	102.54	17.65	41.35	17.98	43.41	110.27	23.35	0	0	151.52	15.82	224.68	0	0	38.45	1.2	0	11.14	76.85	395.26	456.7	24.6	0.78	33.56	0	0.39	210.24	25.69	0	0	13.74	122.99	0	87.91	25.38	0	0	67.07	0	70.15	73.11	0	10.11	0	0	0	65.44	21.15	194.36	158.81	0	154.75	1.02	173.69	0	100.78	9.24	1.68	26.54	59.95	184.55	0	0	0	0	81.13	0	0	13.57	51.32	0	0	0	0	0	17.45	0	0	0	167.53	0	0	0	0	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.89	104.74	26.81	18.28	0	0	25.62	30.8	103.74	3.5	62.47	0	0	3.07	0.33	12.99	127.35	0	0.28	0	0	55.32	0.57	0	29.43	0	0	189.32	0	46.4	10.35	113.19	552.84	0.76	0.33	0	0	8.99	0.53	0	0	19.44	0	0.36	0	57.26	0	132.95	75.35	16.47	0.76	0	1.42	74.93	0	2.24
aakb-1	11.27	31.85	0	27.99	2.02	11.02	87.5	0	26.16	0	41.25	0	0	14.47	34.74	0	71.99	32.6	41.85	21.41	0	19.44	0.57	0	2.73	0	53.72	2.08	0	183.92	141.11	0	2.62	10.94	0	111.31	0	0	22.64	0	0	0	0	0	0	2.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.05	43.55	189.56	0.53	0	0	0	0.66	0	0	0	0	73.17	0	0	0	0	19.32	0	9.39	0	0	0	0	0	0	31.52	0	0	0	0	0	0	102.82	0	0	0	0	0	0	0	3.08	0	218.45	0	16.53	0	6.39	5.68	3.68	0	0	0	0	0	0	50.64	3.5	0	0	0	28.06	0	3.51	0	0	0	118.19	0	212.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.5	0	61.84	0	0	0	0	162.88	0	0	0	0	0	0	81.92	0.52	241.88	86.48	0	0	266.51	0	0	0	0	0	0	0	6.64	0	9.49	0	0	0	0	15.19	0	459.96	0	0	0	0.48	0	0	0	0.31	36.52	0	0	0	0	0	290.51	0	0
aakb-2	0.92	0.92	0	0	2.03	0.88	0	0	8.94	0	0	0	0.45	8.22	0	2.69	56.96	13.52	0	0.77	0	0	1.15	0	0	0	4.43	0	0	0	0	0	0	2.99	9.51	0	0	95.64	0	0	0	0	0	0	0	1.35	6.16	0	0	0	0	0	0	0	0	0	0	0	0	0	163.24	0	0	0	0	0	0	0	0	0	0	0	0	2.56	0	0	0	0	0	0	0	0	0	0	0	0	0	24.86	38.01	49.56	0	0	0	0	0	0	0	0	0	0	0	3.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.39	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.84	0	0	0	0	0	99.45	0	1.39	0	0	162.47	0	0	0.52	0.75	0	0	0	0	0	0.58	0	0	194.99	0	0	0	102.22	1.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.87	0	0	22.4	0	0	0	0	0
aakg-1	0.13	1.46	5.93	1.82	0.15	0.96	0	0	10.57	0.58	1.63	0	12.37	0	0	15.68	0	1.34	17.4	13.26	0	0	0	40.91	0	0	0	3.3	0	20.19	0	0	0	0	0.65	0	0	0	0	0	0	19.08	0.31	0.97	0	0	0	0	5.86	11.19	0	2.7	0	0	0	0	0	0	0	0	0	25.08	11.89	0.23	0	0	0	0	530.42	0	8.24	0	0	0	0	7.67	0	0	0	0	0	0	0	0	0.45	0.6	4.31	0.63	0	0	0	0	0	0	8.26	0	0	0	0	0	0	0	0	0	0	0	2.93	0	0	0	0	0	0	0	0	0	0	0	0	7.15	0	0	0	0	2.26	0	0	0	0	0	4.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0	0	0	0	0	0	0	0	0	0	0
aakg-2	61.67	24.82	10.7	41.38	10.2	25.71	58.36	2.79	36.62	19	25.12	33.89	12.53	10.68	52.78	62.6	43.54	60.57	34.99	0.41	105.26	147	99.75	14.97	4.06	71.08	22.53	26.56	47.55	11.41	37.16	178.9	56.79	25.79	54.21	70.1	28.01	44.96	0	103.02	5.46	0	0	0	51.29	48.3	43.16	12.84	23.59	59.97	83.9	0	0	35.67	134.52	0	0	107.02	19.5	49.22	12.27	84.34	75.18	59.6	0.58	0	0	0	0	0	84.68	104.88	34.18	4.14	0	0	37.11	0.35	68.72	0	0	0	2.24	8.1	0	71.87	1.34	0	429.28	0.61	20.8	0	307.1	0	0	0	244.26	404.95	2.44	0	30.19	1.25	0	0.76	0.46	7.02	0	0.43	279.15	176.06	0	0	320.55	87.18	0.43	0.48	50.74	0.63	21.04	14.1	0	0.63	0	0	126.36	0	0	19.64	146.67	123.21	31.23	0	0	9.77	7.31	0	0	7.25	0	0	0	0	1.23	0	5.29	21.26	0.46	26.81	10.69	0	0	0	38.17	0	0	0	0	0	0	0	7.65	0	0	4.48	9.03	0	120.36	0	130.48	50.03	138.84	0.34	6.77	62.33	0	1.62	209.2	0.38	75.32	8.41	62.1	74.29	0	113.09	48.21	0	0	32.29	17.86	1.43	0	0	0	0	2.76	1.33	0	0	0	0	0	0	0	0	379.98	4.43	124.06	0	33.21	49.9	0.19	0.21	0	0	65.92	4.12	0	16.31	0
aakg-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aakg-4	0	0	0	0	0	0	0	0	0	0	0	1.22	0	0	0	0	0	0	0	0	3.72	0	0	0	0	0	0	0	0	0	0	0	0	1.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.79	0	0	0	0	0	0.41	0	0.34	0	0	0	0	0	0	5.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.37	0	0	0	0	0	0	0	0	0	0	0	0	79.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aakg-5	125.27	125.88	217.01	233.31	236.27	140.9	279.56	173.84	207.78	192.16	171.01	161.15	207.08	185.37	257.39	114.69	141.72	230.05	300.73	107.2	221.39	113.66	143.59	253.56	191.75	178.52	206.22	210.51	181.17	46.98	139.18	344.95	34.72	66.9	93.56	186.19	96.76	0	41.28	0	0	0	187.07	205.99	22.05	190.3	30.87	18.48	78.57	136.61	3.83	158.09	64.33	0	7.45	178.53	153.96	0	0	81.22	65.09	3.8	28.76	30.75	153.64	13.48	0.93	151.01	204.33	0	0	0	211.62	39.05	0	118.52	27.53	0.56	5.3	51.96	0.77	0.76	15.56	138.31	6.75	0	202.14	25.49	0.75	42.7	0	0	18.13	3.82	0.76	0	0	0	8.56	558.33	0	0	0.67	0	0	0	0	0	0	0	0	0	0	0	182.11	0	0	0	71.83	2.7	0	6.13	87.33	0	0.33	0	0	7.94	72.19	4.98	108.5	0	0	0.66	4.92	0	0	0	0	0	634.35	0	0	0	0.71	0	0	0	0	3.01	0	0	0	0	0	0	0	0	0	0	18.57	120.6	0	0	0.37	179.89	0.21	80.93	310.31	40.45	135.07	79.87	9.85	0.3	0	21.58	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	54.41	0	0	0.75	0	0.36	0	486.43	0	6.63	0	0	0.79	11.19	187.82	563.14	0	0	0	0	0	0	0	0	0	0	0	0	10.51
