AB	ABa	ABal	ABalx	ABar	ABarx	ABp	ABpl	ABplx	ABpr	ABprx	C	Cx1	Cx2	D	E	EMS	Ea	Ep	MS	MSx1	MSx2	P0	P1	P2	P3	P4
Y46H3A.4	0	0	11.65	28.604	0.296	10.645	0	0	16.8109090909091	0.596	7.47833333333333	0	0	0	0	6.928	0	5.06	0	0.346	15.928	0	0	0	0	0	0
Y46H3A.5	0	0	0.47	12.527	0.148	0.05	0	0	0.0463636363636364	0	1.73833333333333	0	0	0	0.271666666666667	52.22	0	0	0	10.718	0	21.89	0	0	0	0	0
Y46H3A.7	38.962	0.206	0.118	28.361	0	17.7916666666667	20.174	4.79	2.64363636363636	0	40.93	172.098	0.17	0	1.27666666666667	50.336	1.688	0	0	0.206	0	23.1971428571429	43.156	49.102	53.354	1.008	0
Y46H3C.5	14.27	71.9	191.334	534.114	177.548	308.545	57.588	118.132	433.580909090909	261.202	503.848333333333	315.792	3740.724	569.803333333333	8.97833333333333	295.382	76.096	1064.895	491.273333333333	162.824	328.28	487.511428571429	4.34	35.37	3.052	21.21	66.3666666666667
Y46H3C.7	0	6.36	17.264	20.386	51.54	48.8175	0.378	21.17	20.2072727272727	14.724	42.705	0	50.948	20.5466666666667	0.6	0.58	7.256	59.75	23.735	6.976	20.574	28.7942857142857	0	0	0	0	15.1583333333333
Y46H3C.9	0	0	0	2.763	0	6.60833333333333	0	0	0	0	21.735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y47A7.1	8.63	10.764	5.222	0.605	0	0	6.064	3.568	4.57454545454545	0	12.9766666666667	18.968	0	0	0.126666666666667	0.244	3.338	0.4675	0.0766666666666667	0.052	0	0	5.56	9.738	4.858	0.042	18.11
Y47A7.2	0	0	0	0	0	0	5.248	0	0.0745454545454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y47D3A.1	7.524	6.624	35.29	305.953	26.78	35.1	0.966	45.036	202.998181818182	33.508	77.0825	0.058	77.952	0.123333333333333	0.148333333333333	0	5.594	70.47	7.66833333333333	0	88.268	62.1171428571429	12.314	7.968	0	0.084	0.143333333333333
Y47D3A.13	0	0	15.736	94.67	0	0.2875	0	7.482	15.4372727272727	0	45.7475	0	0	0	0	0	1.344	0	0	0	42.694	0	0	0	0	0	0
Y47D3A.14	37.398	16.766	66.67	17.009	44.218	13.335	31.142	10.428	18.3290909090909	37.71	22.8383333333333	6.498	0	13.5683333333333	16.1083333333333	27.668	29.012	0	8.24	4.188	5.616	0	24.43	28.258	61.166	0.178	0
Y47D3A.20	21.074	28.246	15.352	3.028	49.454	0.291666666666667	19.05	30.102	15.4218181818182	29.476	6.27166666666667	40.972	0	0.665	0	6.612	17.314	0	0	0	3.032	0	44.452	32.466	2.61	5.37	0
Y47D3A.21	6.82	16.016	24.816	6.144	13.236	22.0875	16.892	51.868	9.67	33.942	20.945	41.938	8.724	0	8.01333333333333	51.898	10.794	3.4975	0.8	9.394	10.644	4.93857142857143	24.162	17.412	29.024	14.122	22.1466666666667
Y47D3A.22	10.758	3.876	34.22	0	2.038	1.8325	6.588	12.048	0.0218181818181818	0.046	0	11.55	40.438	116.38	0	35.41	10.37	0	0	0.368	1.228	0	4.004	12.292	8.822	0	0
Y47D3A.28	45.996	47.414	52.432	69.956	36.196	57.7475	42.778	49.774	59.1127272727273	60.504	65.0625	57.286	47.354	61.8933333333333	54.62	74.688	35.892	25.87	69.325	46.052	44.258	84.4585714285714	40.348	37.768	47.776	34.586	23.8783333333333
Y47D3A.29	37.824	53.716	85.354	77.528	57.542	64.8541666666667	42.628	51.038	67.7218181818182	84.312	66.6108333333333	29.94	62.434	70.1533333333333	43.9933333333333	46.07	58.344	175.385	75.2	43.718	38.888	54.2314285714286	39.194	32.114	40.824	58.458	28.4316666666667
Y47D3A.31	0	0	7.754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y47D3A.32	0	3.894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y47D3B.4	0.216	0.148	0.126	0	0	1.2125	6.72	0.06	0	0	0	1.068	1.012	0	0.0416666666666667	0	3.908	0	0	0	0	0	0.554	4.172	0	0	46.15
Y47D3B.6	7.578	0.788	1.272	0	3.992	0.775833333333333	1.422	0	0	2.148	0	0.17	0.94	0	1.37833333333333	1.524	0.598	0	0	0	0	0.172857142857143	1.578	4.772	1.02	182.056	0
Y47D7A.14	121.28	33.362	22.704	18.422	37.854	0.375833333333333	118.988	29.232	9.37636363636364	19.93	0.0316666666666667	65.286	0	0	2.865	68.506	109.388	0.165	0	1.264	0.078	1.22428571428571	115.626	118.5	217.964	137.022	154.136666666667
Y47D7A.16	0	7.602	0	0.137	0	0.0333333333333333	1.312	10.666	9.20181818181818	0	0.07	0	0	0	0	0	5.576	0	0	0	0	0.825714285714286	0.062	0.13	2.642	0	0
Y47D7A.17	0	0	0	0	0	0	0	0	0	0	10.5425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y47D9A.1	135.106	123.318	2.904	12.187	30.832	4.03	98.098	30.592	2.96909090909091	36.758	11.21	25.196	0	0	14.9083333333333	38.574	112.872	2.025	0.171666666666667	10.574	0	0	169.71	159.932	158.992	171.14	172.67
Y47G6A.13	0	0.49	0	4.226	0.604	18.9158333333333	0	0.128	21.92	0	4.04	0.51	26.712	2.88	0	0.07	0.058	27.09	7.04833333333333	41.838	24.13	0	0.27	0	0	0	0
Y47G6A.14	28.952	41.272	72.628	116.05	46.364	99.3983333333333	67.77	82.868	57.3109090909091	14.048	65.9508333333333	27.452	23.482	72.3116666666667	84.2283333333333	124.72	44.574	2.2275	11.0416666666667	197.21	12.47	25.4585714285714	50.188	32.782	36.53	28.34	3.30333333333333
Y47G6A.15	0	0	0	0	32.956	3.51333333333333	0	0	4.50636363636364	0.138	16.8225	0.188	0	0	2.13333333333333	0	0	34.0125	0	0	0	23.11	0	0	0	0	0
Y47G6A.18	111.608	114.598	138.232	18.611	68.09	3.465	151.96	209.704	26.0981818181818	116	61.4533333333333	137.644	46.022	49.475	104.8	74.996	122.094	36.325	6.44	27.324	0.25	14.3914285714286	164.452	176.268	112.226	167.59	118.14
Y47G6A.21	25.434	11.622	0	4.894	2.21	1.3125	11.99	13.638	0	1.24	0.833333333333333	4.932	2.326	1.62666666666667	52.605	9.054	16.374	0	5.48	0	0	0	28.112	19.862	14.668	29.654	4.54333333333333
Y47G6A.22	44.296	38.44	70.964	44.825	70.388	17.6258333333333	65.434	103.7	36.0272727272727	98.85	37.35	81.556	20.752	0.45	154.44	19.374	19.794	19.9225	4.16833333333333	15.208	6.792	30.3614285714286	60.786	25.356	70.216	105.86	59.0983333333333
Y47G6A.25	213.194	149.322	4.786	5.582	70.38	1.6425	64.246	139.462	0	1.358	0.0591666666666667	191.528	0	0.441666666666667	228.008333333333	44.664	282.502	0.265	12.91	3.542	0.076	0.0785714285714286	182.5	243.03	243.1	181.648	177.216666666667
Y47G6A.27	0.568	1.28	0	0	0	8.2075	0.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.648	0	1.006	0.128	0.0566666666666667
Y47G6A.29	1.368	1.178	0	2.55	0.14	0.179166666666667	1.062	0.266	0.0472727272727273	0.072	5.865	0.036	0.068	0.695	0.731666666666667	0.462	2.206	0	3.80666666666667	0.112	0	0.557142857142857	1.864	2.128	5.886	1.166	0.0316666666666667
Y47G6A.3	2.576	0.46	0.414	3.88	35.384	0	0	0	4.03454545454545	9.226	0	2.992	35.174	0	25.7966666666667	64.05	34.426	0	0	0	25.622	25.0557142857143	0.982	6.154	3.178	78.126	1.97833333333333
Y47G6A.31	63.238	73.138	83.82	335.892	290.748	455.788333333333	108.174	142.026	470.841818181818	125.78	313.208333333333	92.998	227.346	68.5016666666667	3.26666666666667	198.19	60.438	193.85	143.708333333333	26.408	162.286	142.278571428571	27.664	40.488	52.81	2.508	33.9733333333333
Y47G6A.33	9.084	1.388	0.97	0	0	0	0	0	0	0.184	0.125	0.192	0	0	33.21	0	10.108	0	0	0	0	97.5885714285714	2.224	1.958	0.18	0.288	0
Y47G6A.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.34	2.59571428571429	0	0	0	0	0
Y47G6A.4	100.304	77.244	29.324	44.782	16.094	25.6366666666667	48.736	35.622	81.0927272727273	51.444	29.5475	88.088	20.794	6.43166666666667	29.275	27.998	88.126	0.2225	0.301666666666667	20.262	18.128	68.52	57.876	110.612	90.384	97.508	84.7983333333333
Y47G6A.7	13.354	38.422	18.038	19.656	36.444	23.2183333333333	60.954	7.396	48.5990909090909	54.922	42.5766666666667	38.642	18.168	20.025	13.7016666666667	11.702	15.296	11.2475	4.225	3.226	48.124	6.82	43.066	18.29	38.904	54.914	12.03
Y47G6A.9	50.592	25.004	11.142	11.975	28.706	0.703333333333333	47.57	34.912	0.0890909090909091	0.686	0.929166666666667	37.086	0	118.711666666667	86.81	52.156	78.986	0.1925	46.4816666666667	6.73	0	40.5085714285714	91.196	71.01	110.302	58.788	159.676666666667
Y47G7B.2	29.298	15.13	11.862	0	47.86	0	10.892	0.076	3.69272727272727	0	0	40.61	0	0	0	34.664	16.758	0	0.131666666666667	14.306	0	0.174285714285714	9.294	18.948	8.83	0	15.12
Y47H10A.2	6.28	0	10.436	94.577	1.128	8.14166666666667	0	58.164	18.05	2.716	8.5175	19.722	14.324	34.1383333333333	0.14	0	8.29	0.2025	43.35	1.014	73.322	26.1185714285714	0	3.694	0	3.432	0.13
Y47H10A.3	0	0	3.28	0	0	0	0	0	4.14818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y47H10A.4	0	0	0	0	0	0	0	0	0.0381818181818182	0	16.9441666666667	0	0	0.0916666666666667	0	0	0	0	0	0	0.136	0	0	0	0	0	0
Y47H10A.5	0	0	0	0	0	0	0	0	0	0	0	0	14.508	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y47H10A.6	0	0	2.578	0.207	0	0	0	0	0.97	0	3.23083333333333	0.848	0	12.7133333333333	0	0	0	0	0	0.434	0	0.547142857142857	0	0	0	0	0
Y47H9A.5	0	0	0	3.557	0	4.7325	0	0	0.325454545454545	0	3.6425	0	0	0	0	0	0	11.6025	0	0	3.53	1.34857142857143	0	0	0	0	0
Y47H9B.2	0	0.824	2.284	10.396	5.802	3.17333333333333	0.314	10.884	7.52909090909091	7.742	40.5258333333333	0.218	3.184	39.785	0	4.176	2.138	0	4.87	5.884	14.472	95.4642857142857	0.386	0	0	0	0
Y47H9C.12	0	0	0	0	0	0	0	0	0	0	0	0	24.792	0	0	0	0	0	0	0	0	2.15571428571429	0	0	0	0	0
Y47H9C.15	0	0	0	6.887	0.616	0	0	0	1.65636363636364	0	0.998333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y47H9C.7	153.488	136.5	142.356	56.686	124.61	77.7383333333333	151.472	97.88	156.068181818182	241.338	111.243333333333	150.712	58.086	17.3433333333333	173.095	172.134	82.808	66.905	7.65333333333333	131.344	34.558	77.1771428571429	143.408	128.33	50.89	158.17	118.41
Y47H9C.8	129.552	91.486	100.1	123.495	98.78	102.1375	153.486	48.32	110.104545454545	118.674	146.8	82.466	285.502	13.9166666666667	266.083333333333	21.02	184.298	1216.715	87.33	125.99	170.552	46.3542857142857	94.582	101.684	150.31	246.562	273.218333333333
Y47H9C.9	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0.176666666666667	0	0	23.0725	0	0	0	0	0	0	0	0	0
Y48A5A.1	42.898	45.964	59.926	18.397	38.682	55.8583333333333	15.996	13.238	28.4590909090909	72.024	22.5358333333333	29.566	24.804	1.34833333333333	3.33	11.444	25.778	2.975	49.235	42.328	7.572	11.6028571428571	37.502	36.308	33.182	16.772	31.3216666666667
Y48A5A.3	10.172	29.894	9.07	6.646	0.462	10.1216666666667	32.612	9.628	8.85909090909091	0.32	14.2325	20.344	4.61	1.10833333333333	0	10.818	10.618	0	0.865	29.862	0	43.3828571428571	28.672	17.358	1.124	87.916	46.49
Y48A6B.1	10.778	0	0	0	0	0	0	0	0	0.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y48A6B.10	2.356	3.304	0	0	0	0.25	1.974	0	0	0	0	0	5.602	0	0	0	2.65	0	0	0	0	0	0.224	11.026	5.468	8.886	0
Y48A6B.3	135.814	131.392	269.568	332.164	246.886	181.089166666667	169.744	267.986	231.144545454545	226.86	150.314166666667	365.182	214.894	498.388333333333	480.135	295.642	143.498	131.3225	234.931666666667	70.792	122.564	321.624285714286	167.24	197.916	199.418	178.27	232.505
Y48A6B.7	0	2.3	0	8.915	0	2.79833333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y48A6B.9	0	0	0.57	4.771	0	0.189166666666667	0	0	0.0954545454545455	0	0.800833333333333	0	0	0	0	0	0	2.9625	1.48666666666667	0	0	0	0	0	0	0	0
Y48A6C.2	0.316	0.576	4.312	13.663	1.584	5.53416666666667	1.026	1.068	6.28363636363636	3.196	9.24166666666667	1.02	1.134	8.06833333333333	0	5.154	1.112	0	1.79333333333333	10.55	1.208	4.32857142857143	1.8	1.198	0.188	12.568	0.98
Y48A6C.4	5.504	10.368	2.702	1.45	3.496	4.73083333333333	7.78	13.948	2.04	16.968	1.1075	6.526	35.458	10.3983333333333	85.4383333333333	17.64	5.182	2.1725	14.145	0.16	20.948	6.11142857142857	14.578	5.724	6.682	8.736	8.065
Y48B6A.1	53.07	31.642	4.638	27.356	8.788	23.8233333333333	41.982	12.73	4.97	39.174	3.4825	4.742	38.348	0.446666666666667	80.44	26.894	18.056	22.9725	33.0866666666667	4.456	0	8.67285714285714	24.654	69.062	44.708	53.624	11.73
Y48B6A.10	1.214	0	0.224	0.135	0.476	0.44	3.632	0.214	5.43181818181818	0.408	0	0	0.312	0.116666666666667	0	0	0.908	0	0	0	0	0	0.612	0.17	0.114	0.28	0
Y48B6A.13	57.006	9.77	0.136	0	0	6.53083333333333	8.828	39.39	0	0.55	0	18.952	0	5.32	0	0.088	27.998	0	0	0	12.71	0	45.654	40.796	2.406	0	0
Y48B6A.16	0	0	0	0	0	0	0	0	14.0190909090909	0	0	0	2.784	1.525	0	0.318	0	0	18.1633333333333	0	0	0	0	0.342	0	20.074	0
Y48B6A.18	9.128	9.348	4.94	5.974	1.962	8.46916666666667	7.384	8.334	6.95272727272727	3.63	18.165	9.382	6.088	2.795	0	22.208	8.23	16.9975	9.94	0	6.222	11.1428571428571	3.244	9.476	6.182	0	0.786666666666667
Y48B6A.23	0	0	0	15.605	0	25.59	0	14.314	3.52727272727273	0	11.6308333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y48B6A.5	0	0	0	0	0	0	0	4.626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.506	0	0	0
Y48B6A.6	7.26	10.1	7.154	48.69	56.41	33.0733333333333	4.348	13.608	25.0354545454545	25.85	52.2266666666667	10.536	0.104	0.22	0	40.404	2.674	4.645	54.7916666666667	12.098	61.678	16.1542857142857	6.696	35.216	6.456	5.53	1.18166666666667
Y48C3A.10	60.374	86.542	64.31	11.488	15.34	10.3341666666667	52.93	70.372	34.0336363636364	20.098	28.6383333333333	93.986	21.038	100.946666666667	17.175	37.752	58.602	17.775	3.87166666666667	18.6	57.852	43.0185714285714	95.408	98.784	94.92	69.072	116.208333333333
Y48C3A.12	0.746	1.63	6.35	0.274	2.954	1.34833333333333	5.19	15.182	8.49727272727273	1.972	5.5075	6.082	0	0.12	0	23.78	0.21	37.855	9.785	0.05	0.07	1.27428571428571	3.09	2.052	28.492	9.42	0.0866666666666667
Y48C3A.14	9.44	15.696	6.566	26.233	20.098	8.2275	12.402	14.18	8.26909090909091	14.664	8.78916666666667	11.06	0.816	1.05333333333333	0	6.316	22.116	0	2.155	5.822	2.15	15.4728571428571	9.114	1.214	4.23	13.59	0.651666666666667
Y48C3A.16	20.834	45.322	10.742	51.678	37.676	61.8333333333333	37.212	30.728	88.2527272727273	91.784	74.1441666666667	66.58	7.278	26.1416666666667	41.905	48.182	20.94	526.7775	187.713333333333	15.002	48.5	35.1771428571429	18.306	26.274	29.738	11.386	6.985
Y48C3A.18	33.13	48.804	3.558	2.074	67.446	19.485	72.264	14.654	3.92363636363636	5.38	0.0558333333333333	45.806	10.974	399.831666666667	183.1	22.15	43.814	4.0925	0.385	27.91	0	81.9214285714286	40.962	30.188	28.818	101.09	23.6866666666667
Y48C3A.20	28.188	21.164	2.564	11.004	5.49	45.4841666666667	50.738	3.216	14.3054545454545	21.324	0.8875	40.276	90.462	0.171666666666667	28.2983333333333	2.19	29.652	0.58	9.64833333333333	4.56	22.642	0	34.398	8.832	15.212	17.962	15.975
Y48C3A.3	0.1	0	0	0	0	0.0575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.608	0	5.788	0	12.1266666666667
Y48C3A.8	4.402	11.32	2.878	20.116	9.418	18.805	10.668	20.704	27.2681818181818	23.244	3.47333333333333	17.704	9.066	0.353333333333333	1.96833333333333	12.536	1.876	5.25	6.46666666666667	54.234	1.632	20.3857142857143	5.854	18.036	14.996	66.774	6.47666666666667
Y48D7A.1	0	0	0	0.539	0	0	0	0	1.69636363636364	0	6.84166666666667	0	0	0	0	1.998	0	0	0	0	0	0	0	0	0	0	0
Y48E1A.1	5.136	0.138	0.342	0.363	1.16	3.00083333333333	0.3	2.026	0.209090909090909	3.304	0.779166666666667	5.546	0.768	1.30833333333333	23.245	10.36	8.404	0.9525	0.601666666666667	0	18.424	1.14142857142857	7.15	11.098	12.094	6.988	0.841666666666667
Y48E1B.14	11.984	3.384	0.51	15.913	2.028	3.08333333333333	11.472	13.458	15.9018181818182	13.836	0.235833333333333	3.75	0.62	0.5	0.153333333333333	1.222	5.15	0	0.123333333333333	0.1	5.91	20.8885714285714	4.572	24.588	13.232	25.738	15.9333333333333
Y48E1B.2	3.664	10.728	27.216	5.598	29.59	9.47833333333333	21.138	30.49	3.94636363636364	3.432	11.72	3.438	0.282	0	15.8566666666667	7.42	17.296	0	0	21.812	0	0.288571428571429	15.156	6.312	12.378	7.43	3
Y48E1B.3	33.79	43.172	17.766	51.742	12.31	54.94	13.936	50.578	11.7436363636364	52.046	61.8633333333333	19.808	0.77	102.321666666667	104.248333333333	13.368	50.526	0	48.76	6.67	0	24.8142857142857	26.29	53.274	122.866	40.976	8.04833333333333
Y48E1B.5	8.172	18.168	31.114	49.681	44.858	12.9658333333333	1.78	31.796	16.9072727272727	1.02	14.0983333333333	9.74	0.248	0	11.0183333333333	38.364	23.394	0	15.8183333333333	1.458	54.944	4.32428571428571	28.988	14.772	44.566	13.604	6.37333333333333
Y48E1B.7	0.396	1.012	0	9.177	0.286	19.2258333333333	0.068	6.884	4.82545454545455	0.478	5.24083333333333	3.092	0.038	4.93	0	0	0.114	7.14	1.00333333333333	1.018	2.89	1.95	0.104	0.512	10.828	0	0
Y48E1C.1	21.098	19.198	18.434	31.569	3.74	16.7725	29.462	1.314	59.2154545454545	7.386	6.34916666666667	34.698	16.93	22.08	41.4066666666667	46.662	35.334	0.16	38.57	51.83	2.054	51.6957142857143	16.632	32.376	17.93	15.984	34.4283333333333
Y48E1C.2	28.956	24.168	59.544	24.911	15.294	18.1933333333333	53.85	36.868	52.8063636363636	55.398	28.1416666666667	26.06	80.626	1.27333333333333	182.783333333333	49.248	16.232	1.9025	0.428333333333333	0.084	22.506	9.08428571428571	33.67	30.358	29.944	40.094	14.495
Y48E1C.4	17.49	13.304	13.55	10.147	6.83	0.706666666666667	19.034	13.004	0.137272727272727	0	0	0.392	0	0	0	1.242	28.722	0	0	0	0	0	61.086	30.668	12.766	48.864	4.81166666666667
Y48G10A.1	57.41	94.624	145.096	1.874	107.576	5.25	73.376	137.156	5.17727272727273	80.494	1.3325	45.352	5.122	0	0	3.774	47.806	51.8025	1.05833333333333	93.84	0	0	88.236	67.496	74.236	7.95	27.1033333333333
Y48G10A.2	116.13	177.64	131.364	101.44	112.116	70.9583333333333	86.434	171.282	121.826363636364	194.52	56.8391666666667	36.682	43.26	3.17166666666667	1.45166666666667	40.706	213.036	0.115	0	29.376	18.496	7.19142857142857	103.268	135.174	51.21	85.336	110.48
Y48G10A.3	21.416	35.334	10.938	0.714	17.4	1.7025	16.178	19.998	0	17.048	2.8675	6.402	63.244	11.69	0	27.858	8.432	0	0	5.244	0	1.16714285714286	32	14.726	47.058	49.236	0.106666666666667
Y48G10A.4	42.726	57.718	59.416	36.445	80.344	77.855	41.378	47.362	26.4618181818182	43.864	18.9633333333333	14.21	17.706	0.543333333333333	2.22833333333333	28.416	65.382	0.05	18.6133333333333	31.648	14.348	13.1528571428571	40.316	31.248	15.77	15.236	1.34833333333333
Y48G1A.1	10.256	6.804	0.546	0	0	0	1.854	0	1.33	0	0	0.064	0	0.0366666666666667	0.111666666666667	0.044	3.374	0	0	0	0	0	4.804	9.344	9.852	0.05	34.8116666666667
Y48G1A.2	231.558	149.056	64.32	16.637	66.816	0.339166666666667	170.032	31.482	0.138181818181818	12.68	6.1825	165.52	0	13.5383333333333	245.491666666667	59.088	188.702	0.4175	0.168333333333333	352.744	0.504	0	266.708	289.486	259.488	185.28	283.36
Y48G1A.4	14.72	13.25	33.36	36.923	26.716	7.43583333333333	12.584	11.268	5.18636363636364	44.27	57.7258333333333	9.502	4.892	10.1266666666667	0	28.308	40.772	45.1	5.55	25.906	13.156	41.4728571428571	29.472	13.194	22.726	20.542	11.12
Y48G1BL.1	2.93	3.658	7.422	0.191	0	4.52833333333333	6.874	0	6.27909090909091	2.874	0	0	0	2.265	0	0	3.65	0	0	0	0	0	0.236	2.274	1.522	0	0
Y48G1BL.7	0	0	0	0	0	14.1958333333333	0	0	0	0	0.470833333333333	0	0	0	0	0	0.098	0	0	0	0	0	0.172	0.342	0	0.158	0.128333333333333
Y48G1BM.1	4.346	2.774	3.916	0	4.67	1.5375	1.372	0	1.79090909090909	7.126	1.26583333333333	0.146	0	1.84	0	6.436	2.754	0	0	0	0	0	4.96	5.924	13.862	0	4.59166666666667
Y48G1BM.2	0	0	0	0	0	0.1825	0	0	13.5818181818182	0	0.0541666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y48G1BM.6	0	0	0	0	0	0	0	0	1.02727272727273	0	0.0675	0.722	0	0.531666666666667	0	0	0	0	0	0	13.086	0	0.192	0	0	1.036	0
Y48G1BM.7	0	0	0	2.5	1.73	0	0	0	0	0	1.35916666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y48G1BM.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.556	0	0	0	0	0	0	0	0	0.226	0	0
Y48G1BR.1	0	0	0	22.261	0.402	15.7308333333333	0	0.456	14.6236363636364	0	56.9975	0	0	0	0	0.992	0	0	0	0.176	0	0	0	0	0	0	0
Y48G1C.1	45.178	27.53	52.266	35.512	40.7	87.3516666666667	54.994	96.246	44.4472727272727	45.518	44.4916666666667	3.222	11.912	15.4066666666667	0.485	159.16	30.79	31.135	64.945	21.894	63.024	0.0457142857142857	18.182	59.344	91.968	42.796	41.25
Y48G1C.10	5.316	2.704	1.906	0	0	0.0358333333333333	1.354	3.394	0.0927272727272727	0	1.78	0.166	8.966	0.0816666666666667	0.358333333333333	0	15.77	0	2.895	0	0	0.551428571428571	2.138	3.828	0	0.108	0
Y48G1C.12	12.668	19.746	22.778	0	15.386	3.54083333333333	25.168	29.102	2.36454545454545	50.58	6.3825	0	26.86	0	0	0	10.644	0	0	0.908	0	0	27.74	13.99	4.594	85.118	0
Y48G1C.6	0.708	0	5.256	19.662	0.868	17.635	0	0.148	8.50272727272727	0	6.75166666666667	63.7	1.636	0.686666666666667	0	128.98	3.16	39.92	26.37	0	86.05	76.2242857142857	0.072	0.224	0.464	0	0
Y48G1C.8	83.064	79.01	65.848	155.393	74.32	102.7025	38.702	104.978	70.6709090909091	124.036	81.6633333333333	52.69	23.562	140.89	116.708333333333	87.506	87.724	1.94	139.59	56.248	28.536	29.46	58.586	81.556	72.774	77.296	63.38
Y48G1C.9	70.36	102.246	167.344	112.822	141.944	58.9908333333333	117.982	180.046	83.6090909090909	133.688	118.049166666667	222.586	36.57	185.655	484.39	189.694	64.986	19.7075	135.75	269.49	29.164	111.511428571429	171.168	189.244	102.54	157.652	111.786666666667
Y48G8AL.1	20.734	54.614	28.31	60.256	48.428	54.1766666666667	42.664	51.928	28.9536363636364	67.882	36.8066666666667	30.91	48.296	42.5366666666667	4.58	39.538	41.5	15.7275	1.12166666666667	1.308	19.116	32.6585714285714	24.5	28.902	19.55	2.87	34.0883333333333
Y48G8AL.10	42.608	48.69	6.522	0.229	7.634	0.466666666666667	34.648	37.73	1.86454545454545	2.486	1.52583333333333	60.674	10.3	27.1766666666667	5.64666666666667	9.758	19.35	0.34	0.15	0	0	27.1742857142857	27.224	82.586	32.21	82.714	18.945
Y48G8AL.13	90.116	120.656	95.486	167.649	133.44	188.0475	94.61	126.678	140.034545454545	103.95	77.8991666666667	163.734	52.918	95.8466666666667	38.715	96.148	55.106	534.06	283.786666666667	83.504	153.816	53.3385714285714	91.708	82.304	66.23	83.892	231.4
Y48G8AL.15	4.228	11.35	52.94	13.265	18.778	0	8.552	7.594	8.06090909090909	1.18	3.065	0.1	3.394	1.13666666666667	902.971666666667	15.88	13.31	0	15.1083333333333	0	32.334	6.08428571428571	13.89	10.79	4.484	0	20.8583333333333
Y48G8AL.17	0	0	0	8.293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y48G8AL.5	2.8	0.226	0	28.762	27.034	37.3933333333333	0.154	6.098	11.3072727272727	10.228	14.4108333333333	14.02	0	0.366666666666667	0	20.892	0	0	7.72333333333333	10.118	18.334	5.10571428571429	1.87	1.016	1.226	0.074	0
Y48G8AL.7	29.866	52.23	46.73	21.093	52.454	16.9016666666667	23.13	71.488	22.9836363636364	25.75	24.7258333333333	44.842	23.228	0.54	20.9766666666667	45.78	18.016	0	150.02	95.446	0.502	8.45142857142857	52.296	36.214	16.4	132.798	5.22
Y48G8AR.2	0	0	0	2.046	0	0	0	0	0	0	0	0	0	18.9916666666667	0	0	0	0	0	0	0	0	0	2.22	0	0	0
Y48G9A.11	12.86	4.514	9.46	6.983	0.168	5.87	9.036	0.616	8.95	5.442	0.366666666666667	4.804	0	0	0.321666666666667	1.22	0	0	0	20.058	1.908	9.94857142857143	4.124	5.75	10.078	2.09	0
Y48G9A.12	0	0	0	0	0	0.0833333333333333	0	0	0	0	12.2458333333333	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0	0	0
Y48G9A.7	0	0	0	0	0	0.325	0	0	18.4754545454545	0	3.1325	0	0	0	0	0	0	0	0	0	0	0	0.482	0	0	0	0
Y48G9A.9	2.372	0	1.946	0	0	0	0	0	0	0	0	0	0	0	30.085	1.272	3.226	0	0.0833333333333333	0	0	0	7.832	3.632	8.028	0.24	0
Y49A10A.2	10.948	13.868	32.742	0	0.138	4.19416666666667	13.43	1.356	1.20545454545455	21.282	6.9025	0	19.094	21.0733333333333	0	0	8.618	0	0.193333333333333	3.718	0	0	5.052	9.884	7.134	0.172	42.6283333333333
Y49A3A.1	10.208	17.708	92.48	0.454	10.316	10.4233333333333	12.544	19.304	1.61636363636364	0.154	0	41.032	1.906	0	0	57.38	12.642	0	0	0	0	0	35.612	18.032	1.916	0.518	0.2
