"gene","cluster"
"174834","3"
"179582","3"
"171633","3"
"177643","3"
"190098","3"
"171722","3"
"175606","3"
"181341","3"
"176928","3"
"179967","3"
"176207","3"
"172523","3"
"177211","3"
"190949","3"
"172249","3"
"176369","3"
"190701","3"
"180616","3"
"179040","3"
"176802","3"
"173738","3"
"173051","3"
"176143","3"
"174333","3"
"173014","3"
"175571","3"
"172039","3"
"175117","3"
"175697","3"
"259490","3"
"176445","3"
"6418712","4"
"188606","4"
"177557","4"
"181184","4"
"184363","4"
"184919","4"
"180111","4"
"174127","4"
"180848","4"
"172004","4"
"181380","4"
"189507","4"
"171829","4"
"176418","4"
"180817","4"
"180749","4"
"180931","4"
"4363126","4"
"182361","4"
"182580","4"
"187863","4"
"191744","4"
"181223","4"
"177493","4"
"187898","4"
"3565303","4"
"179254","4"
"173326","4"
"175848","4"
"173588","4"
"181205","4"
"172006","4"
"180730","4"
"179714","4"
"181379","4"
"172757","4"
"182735","4"
"179762","4"
"181517","4"
"174570","4"
"175390","4"
"175895","4"
"178107","4"
"174044","4"
"182484","4"
"3565147","4"
"177870","4"
"180700","4"
"178660","4"
"178092","4"
"173747","4"
"187757","4"
"181174","4"
"177215","4"
"180375","4"
"180921","4"
"181242","4"
"3565402","4"
"181417","4"
"185896","4"
"184656","4"
"184189","4"
"177459","4"
"3565648","4"
"181697","4"
"186634","4"
"174914","4"
"178659","4"
"174397","4"
"184677","4"
"179042","4"
"173566","4"
"172005","4"
"174062","4"
"187391","4"
"259497","4"
"180398","4"
"174399","4"
"173469","4"
"178868","4"
"189237","4"
"171839","4"
"177608","4"
"188370","4"
"177381","4"
"190559","4"
"183215","4"
"180170","4"
"174181","4"
"178964","4"
"177610","4"
"174252","4"
"174385","4"
"183911","4"
"178452","4"
"177447","4"
"188574","4"
"174356","4"
"172003","4"
"180965","4"
"179048","4"
"187635","4"
"3896869","4"
"184436","4"
"179330","4"
"177660","4"
"181250","4"
"179853","4"
"187119","4"
"186594","4"
"177906","4"
"176655","4"
"178503","4"
"179047","4"
"177429","4"
"182581","4"
"180607","4"
"175239","4"
"182835","4"
"175625","4"
"174358","4"
"176851","4"
"174245","4"
"179930","4"
"180925","4"
"179270","4"
"183783","4"
"179405","4"
"186534","4"
"177198","4"
"179616","4"
"177530","4"
"174519","4"
"171934","4"
"173054","4"
"179289","4"
"183460","4"
"179993","4"
"180812","4"
"184050","4"
"181138","4"
"13217259","4"
"181311","4"
"191563","4"
"172189","4"
"181171","4"
"172646","4"
"259839","4"
"182759","4"
"176904","4"
"176954","4"
"177958","4"
"186134","4"
"176477","4"
"178725","4"
"179971","4"
"173269","4"
"177869","4"
"175612","4"
"173397","4"
"178122","4"
"174229","4"
"178507","4"
"187470","4"
"179248","4"
"178140","4"
"178985","4"
"179369","4"
"173327","4"
"174287","4"
"184743","4"
"188359","4"
"181892","4"
"13198689","4"
"182143","4"
"179290","4"
"3565451","4"
"178234","4"
"184097","4"
"172555","4"
"182229","4"
"178674","4"
"173271","4"
"176213","4"
"183549","4"
"190243","4"
"174254","4"
"177820","4"
"177696","4"
"176455","4"
"174555","4"
"179241","4"
"180738","4"
"181331","4"
"180053","4"
"172509","4"
"179079","4"
"177905","4"
"259447","4"
"181202","4"
"171999","4"
"179426","4"
"181724","4"
"4363075","4"
"177248","4"
"4363063","4"
"175737","4"
"185150","4"
"179753","4"
"175864","4"
"179990","4"
"180029","4"
"188698","4"
"179634","4"
"180457","4"
"179763","4"
"177220","4"
"181249","4"
"173776","4"
"6418775","4"
"172132","4"
"191152","4"
"179885","4"
"179020","4"
"190882","4"
"177370","4"
"175961","4"
"173813","4"
"189911","4"
"13222641","4"
"178756","4"
"180582","4"
"178965","4"
"175719","4"
"178176","4"
"173936","4"
"190206","4"
"183896","4"
"6418727","4"
"179026","4"
"188885","4"
"187483","4"
"173814","4"
"173587","4"
"178069","4"
"176113","4"
"191555","4"
"173992","4"
"184557","4"
"176198","4"
"175892","4"
"182644","4"
"3565903","4"
"175010","4"
"178049","4"
"6418874","4"
"173503","4"
"178934","4"
"3564995","4"
"172028","4"
"3896746","4"
"175841","4"
"171832","4"
"266646","4"
"182293","4"
"181225","4"
"191757","4"
"172087","4"
"174507","4"
"174778","4"
"184864","4"
"177997","4"
"182826","4"
"177407","4"
"188577","4"
"181893","4"
"175035","4"
"187247","4"
"174819","4"
"4363046","4"
"182185","4"
"184611","4"
"178680","4"
"259682","4"
"174916","4"
"176797","4"
"4927051","4"
"189448","4"
"188361","4"
"191731","4"
"181638","4"
"188082","4"
"179446","4"
"24104698","4"
"178949","4"
"180704","4"
"183464","4"
"184861","4"
"6418581","4"
"172359","4"
"179587","4"
"176271","4"
"3565284","4"
"3564905","4"
"173555","4"
"183059","4"
"178570","4"
"176971","4"
"181385","4"
"180910","4"
"180345","4"
"180037","4"
"191407","4"
"189451","4"
"174671","4"
"13191684","4"
"191515","4"
"181851","4"
"6418600","4"
"187312","4"
"177776","4"
"180978","4"
"181215","4"
"188313","4"
"13203530","4"
"179036","4"
"181687","4"
"174480","4"
"180885","4"
"189952","4"
"182739","4"
"13191891","4"
"189971","4"
"172979","4"
"181723","4"
"178699","4"
"179384","4"
"183717","4"
"266913","4"
"179211","4"
"173694","4"
"173549","4"
"185740","4"
"179206","4"
"178783","4"
"174743","4"
"174469","4"
"183141","4"
"174479","4"
"190609","4"
"181393","4"
"181011","4"
"3564871","4"
"184977","4"
"259727","4"
"190658","4"
"177815","4"
"181494","4"
"180811","4"
"173726","4"
"175495","4"
"181088","4"
"34700645","4"
"180251","4"
"6418699","4"
"176086","4"
"172741","4"
"259490","4"
"181531","4"
"178388","4"
"174737","4"
"182714","4"
"188357","4"
"183349","4"
"180758","4"
"179022","4"
"183420","4"
"171685","4"
"174996","4"
"182357","4"
"180994","4"
"177773","4"
"180915","4"
"177224","4"
"177760","4"
"181518","4"
"172568","4"
"177913","4"
"24104905","4"
"175212","4"
"180803","4"
"180628","4"
"180823","4"
"180767","4"
"176037","4"
"176709","4"
"180947","4"
"177749","4"
"188041","4"
"24104657","4"
"180919","4"
"179366","4"
"179056","4"
"190705","4"
"178407","4"
"173188","4"
"177886","4"
"180795","4"
"179535","4"
"179963","4"
"178513","4"
"181669","4"
"180422","4"
"176333","4"
"181341","4"
"186927","4"
"173129","4"
"178186","4"
"176871","4"
"174829","4"
"184977","5"
"182092","5"
"175179","5"
"187389","5"
"13218842","5"
"259515","5"
"179899","5"
"3565830","5"
"4363080","5"
"179599","5"
"183882","5"
"183204","5"
"179429","5"
"181032","5"
"187559","5"
"177930","5"
"41656985","5"
"176416","5"
"177152","5"
"187208","5"
"180429","5"
"178931","5"
"4363093","5"
"177954","5"
"6418626","5"
"259624","5"
"4363125","5"
"174746","5"
"3565676","5"
"181572","5"
"179174","5"
"183795","5"
"175212","5"
"180642","5"
"180612","5"
"188064","5"
"183349","5"
"186063","5"
"189785","5"
"176402","5"
"174795","5"
"181373","5"
"184201","5"
"183946","5"
"186061","5"
"3565574","5"
"180093","5"
"181016","5"
"179428","5"
"173877","5"
"6418699","5"
"180319","5"
"177372","5"
"171755","5"
"175385","5"
"176871","5"
"177383","5"
"189457","5"
"179780","5"
"191072","5"
"191104","5"
"180702","5"
"180467","5"
"180494","5"
"185729","5"
"179867","5"
"191838","5"
"188447","5"
"178991","5"
"183363","5"
"175261","5"
"179366","5"
"187537","5"
"184745","5"
"184782","5"
"182818","5"
"24104565","5"
"181063","5"
"180919","5"
"13216633","5"
"178678","5"
"174303","5"
"4362999","5"
"178513","5"
"188583","5"
"184918","5"
"185790","5"
"4363031","5"
"186143","5"
"24104905","5"
"179963","5"
"183400","5"
"177961","5"
"180043","5"
"184410","5"
"183564","5"
"185506","5"
"177420","5"
"179838","5"
"183836","5"
"174335","5"
"191562","5"
"183563","5"
"181144","5"
"184437","5"
"171610","5"
"175107","5"
"185875","5"
"183155","5"
"177286","5"
"190492","5"
"177952","5"
"180935","5"
"13182023","5"
"179863","5"
"176037","5"
"171761","5"
"186373","5"
"179531","5"
"180993","5"
"191713","5"
"186340","5"
"3565079","5"
"187650","5"
"54162001","5"
"188959","5"
"177601","5"
"181586","5"
"179559","5"
"176805","5"
"189074","5"
"182493","5"
"178384","5"
"180081","5"
"177717","5"
"188467","5"
"180784","5"
"259559","5"
"181025","5"
"177224","5"
"180653","5"
"3565721","5"
"176109","5"
"179484","5"
"181281","5"
"177576","5"
"176760","5"
"259638","5"
"179515","5"
"185163","5"
"186534","5"
"3565783","5"
"191609","5"
"192057","5"
"186631","5"
"259654","5"
"178241","5"
"177075","5"
"3565684","5"
"179272","5"
"177773","5"
"171839","5"
"173742","5"
"173249","5"
"171704","5"
"174448","5"
"13184428","5"
"182388","5"
"3565208","5"
"185958","5"
"182790","5"
"176452","5"
"183295","5"
"191701","5"
"177760","5"
"179787","5"
"185748","5"
"176333","5"
"182010","5"
"174452","5"
"184107","5"
"178912","5"
"172447","5"
"4926921","5"
"187765","5"
"183188","5"
"185268","5"
"3896732","5"
"187512","5"
"180796","5"
"175521","5"
"181596","5"
"176774","5"
"189931","5"
"178737","5"
"3896802","5"
"181340","5"
"174934","5"
"190610","5"
"181604","5"
"180605","5"
"3565404","5"
"181293","5"
"182176","5"
"173223","5"
"259311","5"
"174973","5"
"186315","5"
"174847","5"
"181226","5"
"177612","5"
"177425","5"
"176394","5"
"175497","5"
"176866","5"
"183430","5"
"178327","5"
"189051","5"
"185179","5"
"175613","5"
"189900","5"
"186201","5"
"183141","5"
"172248","5"
"180067","5"
"185130","5"
"185198","5"
"187385","5"
"178214","5"
"259701","5"
"24104420","5"
"24105132","5"
"187017","5"
"174439","5"
"175008","5"
"13219089","5"
"6418627","5"
"3565327","5"
"179125","5"
"187349","5"
"182409","5"
"191960","5"
"174971","5"
"178293","5"
"177850","5"
"180795","5"
"259317","5"
"187678","5"
"13218533","5"
"180994","5"
"177068","5"
"6418684","5"
"187498","5"
"174231","5"
"171827","5"
"181078","5"
"178251","5"
"178386","5"
"189928","5"
"187030","5"
"177659","5"
"176718","5"
"183139","5"
"175297","5"
"177065","5"
"176102","5"
"179692","5"
"185170","5"
"185934","5"
"4363048","5"
"176006","5"
"180406","5"
"178896","5"
"178538","5"
"177365","5"
"176261","5"
"180811","5"
"6418739","5"
"179153","5"
"180160","5"
"179741","5"
"178203","5"
"189952","5"
"187521","5"
"187209","5"
"260007","5"
"179408","5"
"179818","5"
"179381","5"
"183779","5"
"183029","5"
"189796","5"
"183593","5"
"183602","5"
"176852","5"
"180272","5"
"3565666","5"
"179757","5"
"178466","5"
"183329","5"
"179241","5"
"177993","5"
"181456","5"
"173309","5"
"172297","5"
"180044","5"
"28661643","5"
"353400","5"
"172901","5"
"175462","5"
"186927","5"
"173996","5"
"182906","5"
"172805","5"
"177368","5"
"178188","5"
"181483","5"
"183902","5"
"176468","5"
"176198","5"
"180064","5"
"181574","5"
"180697","5"
"178742","5"
"182569","5"
"181505","5"
"3565354","5"
"13186491","5"
"3565935","5"
"177503","5"
"177018","5"
"181249","5"
"179168","5"
"174780","5"
"174570","5"
"174699","5"
"176473","5"
"3565633","5"
"172818","5"
"177017","5"
"178030","5"
"178083","5"
"172693","5"
"175827","5"
"173342","5"
"171685","5"
"177939","5"
"173873","5"
"188441","5"
"178950","5"
"176975","5"
"181691","5"
"175343","5"
"181551","5"
"178883","5"
"179842","5"
"175292","5"
"175591","5"
"174548","5"
"184211","5"
"171949","5"
"173772","5"
"180088","5"
"259627","5"
"172201","5"
"175235","5"
"34700631","5"
"173235","5"
"259588","5"
"190226","5"
"190337","5"
"176011","5"
"180692","5"
"4363075","5"
"182812","5"
"186486","5"
"188169","5"
"13187768","5"
"179148","5"
"183943","5"
"178910","5"
"175377","5"
"180535","5"
"3564970","5"
"175161","5"
"183016","5"
"178352","5"
"176007","5"
"175786","5"
"178909","5"
"187739","5"
"179034","5"
"172313","5"
"172343","5"
"183546","5"
"191318","5"
"176307","5"
"179658","5"
"181605","5"
"174379","5"
"177999","5"
"182293","5"
"176071","5"
"183624","5"
"172921","5"
"189236","5"
"172147","5"
"187778","5"
"176383","5"
"179206","5"
"179739","5"
"181429","5"
"181786","5"
"179342","5"
"176353","5"
"176136","5"
"182759","5"
"179796","5"
"259943","5"
"172008","5"
"3564990","5"
"175400","5"
"353389","5"
"259467","5"
"184189","5"
"4926895","5"
"178563","5"
"174360","5"
"3564937","5"
"175433","5"
"171967","5"
"174204","5"
"179464","5"
"176785","5"
"187662","5"
"176121","5"
"181746","5"
"181023","5"
"180213","5"
"172216","5"
"179659","5"
"173973","5"
"173557","5"
"187430","5"
"178366","5"
"266646","5"
"178569","5"
"178411","5"
"185015","5"
"173260","5"
"187292","5"
"175296","5"
"6418710","5"
"180431","5"
"188844","5"
"191563","5"
"3565179","5"
"177442","5"
"187705","5"
"174994","5"
"177097","5"
"176281","5"
"176332","5"
"177551","5"
"174493","5"
"181936","5"
"179362","5"
"183402","5"
"178180","5"
"182177","5"
"174596","5"
"178889","5"
"174047","5"
"181752","5"
"178239","5"
"178725","5"
"172503","5"
"266653","5"
"176399","5"
"191103","5"
"177696","5"
"3565340","5"
"178159","5"
"175764","5"
"183056","5"
"185991","5"
"180094","5"
"36805069","5"
"174968","5"
"178499","5"
"180029","5"
"189753","5"
"179294","5"
"173171","5"
"173269","5"
"176793","5"
"180481","5"
"190260","5"
"179836","5"
"175052","5"
"182809","5"
"181790","5"
"181385","5"
"183622","5"
"183881","5"
"173904","5"
"178900","5"
"188172","5"
"24104835","5"
"189898","5"
"191736","5"
"3565336","5"
"3896870","5"
"172564","5"
"184154","5"
"266649","5"
"190609","5"
"178901","5"
"187657","5"
"172421","5"
"186329","5"
"190708","5"
"184680","5"
"183251","5"
"175686","5"
"13186714","5"
"174099","5"
"24104204","5"
"182275","5"
"181706","5"
"179940","5"
"182943","5"
"176940","5"
"4363079","5"
"179815","5"
"4363063","5"
"184911","5"
"172944","5"
"180283","5"
"182050","5"
"190712","5"
"54162091","5"
"180875","5"
"180513","5"
"183914","5"
"191538","5"
"187195","5"
"183865","5"
"178802","5"
"180033","5"
"184436","5"
"173091","5"
"186785","5"
"173965","5"
"175969","5"
"183351","5"
"184872","5"
"179249","5"
"180411","5"
"188509","5"
"4927067","5"
"171657","5"
"3564939","5"
"3564871","5"
"178665","5"
"187224","5"
"259594","5"
"181004","5"
"183515","5"
"178706","5"
"173820","5"
"177495","5"
"187962","5"
"191731","5"
"183739","5"
"259644","5"
"183512","5"
"174671","5"
"191040","5"
"181225","5"
"192063","5"
"6418835","5"
"179709","5"
"179953","5"
"184767","5"
"180171","5"
"180068","5"
"171951","5"
"181643","5"
"173548","5"
"182944","5"
"182491","5"
"179951","5"
"187658","5"
"183981","5"
"177344","5"
"179650","5"
"176896","5"
"177146","5"
"180866","5"
"187008","5"
"173911","5"
"183545","5"
"176220","5"
"175495","5"
"3564906","5"
"189692","5"
"189304","5"
"187408","5"
"24104398","5"
"176191","5"
"175326","5"
"185990","5"
"190309","5"
"3564816","5"
"190762","5"
"178066","5"
"191461","5"
"175593","5"
"191317","5"
"6418574","5"
"190761","5"
"189911","5"
"191453","5"
"180592","5"
"188357","5"
"181318","5"
"13219280","5"
"180065","5"
"172177","5"
"177522","5"
"180265","5"
"24104350","5"
"173784","5"
"176603","5"
"175140","5"
"179123","5"
"177151","5"
"180980","5"
"182938","5"
"173253","5"
"177292","5"
"177408","5"
"177044","5"
"185079","5"
"13198689","5"
"172989","5"
"184293","5"
"13217259","5"
"174706","5"
"173201","5"
"181766","5"
"180040","5"
"176894","5"
"259418","5"
"180616","5"
"259656","5"
"174586","5"
"180569","5"
"178186","5"
"13181457","5"
"180769","5"
"191667","5"
"6418700","5"
"179209","5"
"181017","5"
"3565589","5"
"173467","5"
"179267","5"
"186325","5"
"181393","5"
"173549","5"
"177628","5"
"171885","5"
"184847","5"
"174209","5"
"173726","5"
"173924","5"
"184804","5"
"177956","5"
"172952","5"
"180345","5"
"178141","5"
"175081","5"
"178086","5"
"177390","5"
"179162","5"
"179233","5"
"181648","5"
"181741","5"
"191668","5"
"174569","5"
"172350","5"
"180932","5"
"3565775","5"
"178747","5"
"180927","5"
"191669","5"
"177815","5"
"174293","5"
"175210","5"
"180074","5"
"171849","5"
"173129","5"
"180539","5"
"180072","5"
"173365","5"
"180724","5"
"174904","5"
"173070","5"
"266830","5"
"179981","5"
"175953","5"
"175551","5"
"180578","5"
"176672","5"
"173188","5"
"181724","5"
"191171","5"
"174469","5"
"174690","5"
"177749","5"
"177043","5"
"171776","5"
"174503","5"
"259490","5"
"176808","5"
"181480","5"
"176143","5"
"176374","5"
"173374","5"
"175840","5"
"3565272","5"
"184363","5"
"181421","5"
"190705","5"
"176078","5"
"190096","5"
"175590","5"
"181026","5"
"188792","5"
"181234","5"
"177334","5"
"180823","5"
"171981","5"
"177744","5"
"173173","5"
"174806","5"
"172730","5"
"174286","5"
"181259","5"
"172482","5"
"181171","5"
"175714","5"
"174444","5"
"174685","5"
"175670","5"
"177965","5"
"188606","5"
"177101","5"
"178831","5"
"173537","5"
"178014","5"
"179534","5"
"180073","5"
"178745","5"
"180766","5"
"177374","5"
"177212","5"
"181231","5"
"177389","5"
"173923","5"
"181229","5"
"175983","5"
"180628","5"
"172079","5"
"180418","5"
"172831","5"
"171988","5"
"180827","5"
"180637","5"
"173475","5"
"174825","5"
"175603","5"
"174788","5"
"176380","5"
"181248","5"
"174659","5"
"178645","5"
"259497","5"
"181255","5"
"174669","5"
"172860","5"
"176147","5"
"177658","5"
"177321","5"
"172802","5"
"173051","5"
"174516","5"
"176559","5"
"173793","5"
"173945","5"
"174798","5"
"175560","5"
"178250","5"
"178092","5"
"180596","5"
"174251","5"
"176433","5"
"179948","5"
"176667","5"
"173167","5"
"180941","5"
"190137","5"
"173007","5"
"178056","5"
"177841","5"
"174399","5"
"176373","5"
"177521","5"
"172555","5"
"175504","5"
"178506","5"
"190675","5"
"179361","5"
"177897","5"
"180324","5"
"181517","5"
"180183","5"
"189507","5"
"175525","5"
"177537","5"
"178015","5"
"174905","5"
"182346","5"
"172568","5"
"172394","5"
"182492","5"
"174860","5"
"179749","5"
"176702","5"
"173468","5"
"181292","5"
"171835","5"
"176205","5"
"176287","5"
"180610","5"
"180465","5"
"180047","5"
"174350","5"
"175947","5"
"175621","5"
"172032","5"
"175519","5"
"180836","5"
"181194","5"
"172599","5"
"181545","5"
"259704","5"
"172461","5"
"174829","5"
"179552","5"
"179198","5"
"174805","5"
"172504","5"
"266847","5"
"179533","5"
"177743","5"
"177615","5"
"174341","5"
"259500","5"
"178788","5"
"181073","5"
"172597","5"
"180734","5"
"3565337","5"
"177232","5"
"179876","5"
"175922","5"
"181278","5"
"181206","5"
"171787","5"
"179077","5"
"177679","5"
"176944","5"
"3565679","5"
"175698","5"
"174287","5"
"173086","5"
"178458","5"
"177458","5"
"177915","5"
"176418","5"
"172300","5"
"3565010","5"
"172402","5"
"175490","5"
"179024","5"
"171935","5"
"175918","5"
"178235","5"
"172744","5"
"173058","5"
"180767","5"
"179972","5"
"174050","5"
"176369","5"
"179678","5"
"181097","5"
"6418857","5"
"175335","5"
"182261","5"
"181158","5"
"180976","5"
"181211","5"
"176278","5"
"178388","5"
"181719","5"
"171727","5"
"172249","5"
"175662","5"
"176138","5"
"175423","5"
"179106","5"
"175387","5"
"177433","5"
"174975","5"
"181787","5"
"55285961","5"
"177366","5"
"3565198","5"
"180233","6"
"175564","6"
"173550","6"
"188288","6"
"173535","6"
"41657030","6"
"173544","6"
"186508","6"
"24104154","6"
"171859","6"
"183457","6"
"186868","6"
"188963","6"
"177698","6"
"177247","6"
"24104270","6"
"187998","6"
"181899","6"
"34700619","6"
"173571","6"
"41657008","6"
"173831","6"
"172332","6"
"190705","6"
"188568","6"
"171858","6"
"187667","6"
"183548","6"
"177401","6"
"259490","6"
"174659","6"
"191623","6"
"180118","6"
"178839","6"
"189784","6"
"177628","6"
"174469","6"
"171896","6"
"175073","6"
"3564791","6"
"186507","6"
"185153","6"
"173549","6"
"184511","6"
"178495","6"
"186217","6"
"186184","6"
"187235","6"
"181543","6"
"178831","6"
"187418","6"
"173293","6"
"13183734","6"
"173487","6"
"177815","6"
"189333","6"
"178840","6"
"34700642","6"
"177749","6"
"178531","6"
"191114","6"
"173070","6"
"184804","6"
"3565845","6"
"180040","6"
"177390","6"
"180074","6"
"177521","6"
"180549","6"
"181545","6"
"171927","6"
"173189","6"
"173572","6"
"177956","6"
"175081","6"
"181231","6"
"177161","6"
"177212","6"
"3896883","6"
"182870","6"
"183119","6"
"177965","6"
"177522","6"
"180073","6"
"174941","6"
"183166","6"
"189974","6"
"4926966","6"
"174825","6"
"173014","6"
"172331","6"
"175603","6"
"180823","6"
"173539","6"
"174467","6"
"177658","6"
"24105068","6"
"172350","6"
"183241","6"
"172831","6"
"173484","6"
"173563","6"
"173129","6"
"181754","6"
"3565041","6"
"191668","6"
"181017","6"
"172989","6"
"179233","6"
"266830","6"
"179267","6"
"174905","6"
"180072","6"
"176565","6"
"179948","6"
"181073","6"
"36805063","6"
"186325","6"
"178066","6"
"24104812","6"
"174072","6"
"173872","6"
"174444","6"
"179049","6"
"180183","6"
"173713","6"
"188547","6"
"176374","6"
"181390","6"
"173188","6"
"182411","6"
"3565969","6"
"189770","6"
"172094","6"
"180047","6"
"181008","6"
"176660","6"
"174904","6"
"175525","6"
"174788","6"
"3565198","6"
"177046","6"
"174378","6"
"184991","6"
"182866","6"
"188792","6"
"180980","6"
"172268","6"
"172860","6"
"177043","6"
"173712","6"
"172301","6"
"171764","6"
"176752","6"
"184953","6"
"191667","6"
"180010","6"
"177292","6"
"181690","6"
"178483","6"
"179833","6"
"184669","6"
"180734","6"
"178970","6"
"179976","6"
"171727","6"
"178186","6"
"176486","6"
"175918","6"
"180616","6"
"178463","6"
"175551","6"
"181259","6"
"175890","6"
"181136","6"
"191669","6"
"177101","6"
"188728","6"
"177052","6"
"181421","6"
"173071","6"
"172461","6"
"173086","6"
"179535","6"
"179024","6"
"175565","6"
"191677","6"
"172462","6"
"174669","6"
"173190","6"
"172394","6"
"173167","6"
"176815","6"
"172032","6"
"173073","6"
"177537","6"
"176287","6"
"174209","6"
"178817","6"
"179476","6"
"181684","6"
"173104","6"
"180769","6"
"173680","6"
"173479","6"
"173201","6"
"189346","6"
"181228","6"
"3565157","6"
"181544","6"
"174806","6"
"174050","6"
"178816","6"
"172300","6"
"171834","6"
"176544","6"
"180518","6"
"171964","6"
"172802","6"
"13181457","6"
"180410","6"
"266820","6"
"178881","6"
"176702","6"
"179592","6"
"173645","6"
"181341","6"
"173372","6"
"266859","6"
"176369","6"
"176143","6"
"176408","6"
"177374","6"
"179106","6"
"174841","6"
"173255","6"
"176672","6"
"176391","6"
"176305","6"
"181318","6"
"28661654","6"
"176668","6"
"13211997","6"
"175519","6"
"176205","6"
"172730","6"
"175976","6"
"175590","6"
"176569","6"
"174901","6"
"184068","6"
"178617","6"
"179639","6"
"178015","6"
"13221387","6"
"175025","6"
"171787","6"
"175944","6"
"173915","6"
"172404","6"
"172789","6"
"173967","6"
"180326","6"
"171645","6"
"191680","6"
"174946","6"
"179824","6"
"173924","6"
"175802","6"
"188843","6"
"191670","6"
"173122","6"
"176445","6"
"175534","6"
"174139","6"
"181319","6"
"176944","6"
"176373","6"
"172039","6"
"179552","6"
"174076","6"
"176083","6"
"179360","6"
"173253","6"
"174256","6"
"54161923","6"
"177899","6"
"187670","6"
"173475","6"
"180133","6"
"181711","6"
"179749","6"
"176877","6"
"172504","6"
"174782","6"
"180724","6"
"181763","6"
"177211","6"
"172859","6"
"176559","6"
"175202","6"
"13197256","6"
"175552","6"
"175845","6"
"13196550","6"
"171788","6"
"175621","6"
"176651","6"
"180986","6"
"181229","6"
"175762","6"
"177112","6"
"175947","6"
"178489","6"
"176103","6"
"175813","6"
"179956","6"
"32928585","6"
"176330","6"
"171654","6"
"179534","6"
"181473","6"
"176766","6"
"172468","6"
"174333","6"
"3565010","6"
"172079","6"
"177566","6"
"171751","6"
"175571","6"
"172018","6"
"175518","6"
"179423","6"
"175560","6"
"176501","6"
"173693","6"
"3565545","6"
"173368","6"
"182648","6"
"176358","6"
"173960","6"
"181289","6"
"177325","6"
"175006","6"
"175801","6"
"180974","6"
"3565337","6"
"176128","6"
"176301","6"
"175504","6"
"176169","6"
"181194","6"
"176464","6"
"181257","6"
"266841","6"
"181520","6"
"184190","6"
"172092","6"
"173808","6"
"179671","6"
"178788","6"
"172358","6"
"174175","6"
"178272","6"
"175286","6"
"178257","6"
"172568","6"
"176808","6"
"176153","6"
"180596","6"
"172326","6"
"174975","6"
"186638","6"
"178458","6"
"186326","6"
"173646","6"
"175572","6"
"172026","6"
"177190","6"
"174286","6"
"177674","6"
"173204","6"
"175492","6"
"266819","6"
"172536","6"
"181701","6"
"174265","6"
"185154","6"
"174402","6"
"178583","6"
"178056","6"
"177130","6"
"3565069","6"
"174293","6"
"175066","6"
"181039","6"
"180866","6"
"174289","6"
"179597","6"
"181026","6"
"175273","6"
"175133","6"
"181133","6"
"174238","6"
"35381280","6"
"190470","6"
"178074","6"
"189734","6"
"176052","6"
"172562","6"
"3564797","6"
"259374","6"
"175524","6"
"178157","6"
"171665","6"
"177511","6"
"172249","6"
"176500","6"
"183352","6"
"187876","6"
"175195","6"
"13187936","6"
"174567","6"
"178887","6"
"173348","6"
"181590","6"
"180028","6"
"176359","6"
"180324","6"
"179678","6"
"180392","6"
"41657006","6"
"178021","6"
"179684","6"
"180556","6"
"173537","6"
"187255","6"
"259333","6"
"176078","6"
"178768","6"
"179959","6"
"266854","6"
"174460","6"
"171907","6"
"173206","6"
"172077","6"
"174934","6"
"191673","6"
"177744","6"
"177880","6"
"13197147","6"
"177873","6"
"190954","6"
"3565956","6"
"178417","6"
"24104671","6"
"172967","6"
"172116","6"
"266847","6"
"171763","6"
"259720","6"
"176984","6"
"176793","6"
"176922","6"
"173252","6"
"177989","6"
"175499","6"
"175204","6"
"178452","6"
"174748","6"
"173953","6"
"177181","6"
"172225","6"
"171917","6"
"176885","6"
"180790","6"
"173141","6"
"173410","6"
"176667","6"
"173275","6"
"183844","6"
"172405","6"
"189435","6"
"175348","6"
"175850","6"
"179502","6"
"181718","6"
"187532","6"
"176380","6"
"180637","6"
"180697","6"
"176536","6"
"180664","6"
"175040","6"
"3565539","6"
"172467","6"
"180579","6"
"172905","6"
"181148","6"
"179140","6"
"191624","6"
"181480","6"
"175129","6"
"172770","6"
"176490","6"
"3896719","6"
"179095","6"
"176439","6"
"172746","6"
"177505","6"
"172521","6"
"179345","6"
"176173","6"
"3565561","6"
"172054","6"
"178645","6"
"179876","6"
"176750","6"
"172030","6"
"175233","6"
"172976","6"
"172076","6"
"179521","6"
"175634","6"
"179996","6"
"174397","6"
"175255","6"
"174004","6"
"185872","6"
"173945","6"
"176623","6"
"181110","6"
"181003","6"
"175708","6"
"177536","6"
"176164","6"
"178981","6"
"177735","6"
"177934","6"
"179714","6"
"176335","6"
"172881","6"
"183117","6"
"176116","6"
"174380","6"
"175248","6"
"172599","6"
"180278","6"
"177423","6"
"180125","6"
"174132","6"
"174942","6"
"173648","6"
"176209","6"
"173485","6"
"181741","6"
"179341","6"
"175018","6"
"181651","6"
"189844","6"
"173736","6"
"180965","6"
"177007","6"
"174675","6"
"175706","6"
"181242","6"
"173336","6"
"172004","6"
"173054","6"
"174503","6"
"171803","6"
"176005","6"
"173773","6"
"3564772","6"
"180931","6"
"175152","6"
"180985","6"
"173468","6"
"176385","6"
"175549","6"
"180334","6"
"180238","6"
"175953","6"
"183189","6"
"180950","6"
"182004","6"
"181662","6"
"174193","6"
"171911","6"
"174417","6"
"178189","6"
"177317","6"
"259546","6"
"173973","6"
