Sequence_Name	WormBase_Gene_ID	Public_Name	Other_Name	cluster_set	RBP_assoc
egl-13	NA	NA	NA	2	NA
egl-17	NA	NA	NA	2	NA
egl-18	NA	NA	NA	4	NA
egl-20	NA	NA	NA	2	NA
egl-21	NA	NA	NA	2	NA
egl-26	NA	NA	NA	3	NA
egl-27	NA	NA	NA	1	NA
egl-3	NA	NA	NA	2	NA
egl-30	NA	NA	NA	3	NA
egl-4	NA	NA	NA	1	NA
egl-44	NA	NA	NA	2	NA
egl-45	NA	NA	NA	3	NA
egl-5	NA	NA	NA	2	NA
egl-6	NA	NA	NA	3	NA
egl-8	NA	NA	NA	5	NA
egl-9	NA	NA	NA	3	NA
ego-1	NA	NA	NA	3	NA
ego-2	NA	NA	NA	2	NA
egrh-1	NA	NA	NA	1	NA
egrh-2	NA	NA	NA	2	NA
egrh-3	NA	NA	NA	3	NA
ehbp-1	NA	NA	NA	5	NA
ehs-1	NA	NA	NA	3	NA
eif-1	NA	NA	NA	2	NA
eif-1.A	NA	NA	NA	2	NA
eif-3.B	NA	NA	NA	4	NA
eif-3.C	NA	NA	NA	3	NA
eif-3.D	NA	NA	NA	1	NA
eif-3.E	NA	NA	NA	1	NA
eif-3.F	NA	NA	NA	4	NA
eif-3.G	NA	NA	NA	4	NA
eif-3.H	NA	NA	NA	1	NA
eif-3.I	NA	NA	NA	1	NA
eif-3.J	NA	NA	NA	4	NA
eif-3.K	NA	NA	NA	5	NA
eif-6	NA	NA	NA	4	NA
ekl-1	NA	NA	NA	1	NA
ekl-4	NA	NA	NA	3	NA
ekl-5	NA	NA	NA	5	NA
ekl-6	NA	NA	NA	3	NA
elb-1	NA	NA	NA	1	NA
elc-1	NA	NA	NA	1	NA
elc-2	NA	NA	NA	2	NA
elks-1	NA	NA	NA	3	NA
ell-1	NA	NA	NA	2	NA
elo-1	NA	NA	NA	2	NA
elo-2	NA	NA	NA	5	NA
elo-3	NA	NA	NA	3	NA
elo-6	NA	NA	NA	3	NA
elo-9	NA	NA	NA	2	NA
elpc-1	NA	NA	NA	3	NA
elpc-2	NA	NA	NA	5	NA
elpc-3	NA	NA	NA	1	NA
elpc-4	NA	NA	NA	3	NA
elt-1	NA	NA	NA	5	NA
elt-3	NA	NA	NA	2	NA
elt-6	NA	NA	NA	2	NA
elt-7	NA	NA	NA	2	NA
emb-27	NA	NA	NA	4	NA
emb-30	NA	NA	NA	5	NA
emb-4	NA	NA	NA	1	NA
emb-5	NA	NA	NA	4	NA
emb-8	NA	NA	NA	3	NA
emo-1	NA	NA	NA	5	NA
emr-1	NA	NA	NA	4	NA
end-1	NA	NA	NA	2	NA
end-3	NA	NA	NA	2	NA
eng-1	NA	NA	NA	3	NA
enol-1	NA	NA	NA	3	NA
ent-1	NA	NA	NA	3	NA
ent-2	NA	NA	NA	3	NA
eor-1	NA	NA	NA	1	NA
eor-2	NA	NA	NA	3	NA
epc-1	NA	NA	NA	4	NA
epg-2	NA	NA	NA	4	NA
epg-3	NA	NA	NA	2	NA
epg-4	NA	NA	NA	2	NA
epg-5	NA	NA	NA	2	NA
epi-1	NA	NA	NA	4	NA
epn-1	NA	NA	NA	3	NA
eps-8	NA	NA	NA	1	NA
ercc-1	NA	NA	NA	3	NA
erd-2	NA	NA	NA	4	NA
ergo-1	NA	NA	NA	1	NA
eri-1	NA	NA	NA	3	NA
eri-3	NA	NA	NA	5	NA
eri-5	NA	NA	NA	1	NA
eri-6	NA	NA	NA	1	NA
eri-7	NA	NA	NA	1	NA
eri-9	NA	NA	NA	3	NA
erl-1	NA	NA	NA	3	NA
erm-1	NA	NA	NA	1	NA
ero-1	NA	NA	NA	3	NA
erp-1	NA	NA	NA	3	NA
erv-46	NA	NA	NA	2	NA
ess-2	NA	NA	NA	3	NA
esyt-2	NA	NA	NA	3	NA
etr-1	NA	NA	NA	3	NA
ets-4	NA	NA	NA	2	NA
eva-1	NA	NA	NA	2	NA
evl-14	NA	NA	NA	1	NA
evl-20	NA	NA	NA	2	NA
exc-4	NA	NA	NA	5	NA
exc-5	NA	NA	NA	2	NA
exc-7	NA	NA	NA	2	NA
exc-9	NA	NA	NA	2	NA
exl-1	NA	NA	NA	3	NA
exo-1	NA	NA	NA	3	NA
exo-3	NA	NA	NA	3	NA
exoc-7	NA	NA	NA	3	NA
exoc-8	NA	NA	NA	3	NA
exos-1	NA	NA	NA	2	NA
exos-2	NA	NA	NA	3	NA
exos-3	NA	NA	NA	3	NA
exos-4.1	NA	NA	NA	2	NA
exos-4.2	NA	NA	NA	1	NA
exos-7	NA	NA	NA	4	NA
exos-8	NA	NA	NA	3	NA
exos-9	NA	NA	NA	1	NA
eya-1	NA	NA	NA	1	NA
faah-1	NA	NA	NA	4	NA
faah-2	NA	NA	NA	2	NA
faah-4	NA	NA	NA	3	NA
faah-5	NA	NA	NA	2	NA
fah-1	NA	NA	NA	1	NA
fan-1	NA	NA	NA	3	NA
far-1	NA	NA	NA	2	NA
far-2	NA	NA	NA	2	NA
far-5	NA	NA	NA	2	NA
far-8	NA	NA	NA	2	NA
farl-11	NA	NA	NA	3	NA
fars-1	NA	NA	NA	3	NA
fars-2	NA	NA	NA	3	NA
fars-3	NA	NA	NA	5	NA
fasn-1	NA	NA	NA	2	NA
fat-1	NA	NA	NA	4	NA
fat-2	NA	NA	NA	2	NA
fat-3	NA	NA	NA	2	NA
fat-4	NA	NA	NA	1	NA
fat-7	NA	NA	NA	2	NA
fax-1	NA	NA	NA	4	NA
fbf-1	NA	NA	NA	3	NA
fbf-2	NA	NA	NA	2	NA
fbl-1	NA	NA	NA	2	NA
fbn-1	NA	NA	NA	1	NA
fbp-1	NA	NA	NA	5	NA
fbxa-10	NA	NA	NA	2	NA
fbxa-101	NA	NA	NA	5	NA
fbxa-103	NA	NA	NA	2	NA
fbxa-104	NA	NA	NA	4	NA
fbxa-106	NA	NA	NA	2	NA
fbxa-107	NA	NA	NA	4	NA
fbxa-108	NA	NA	NA	1	NA
fbxa-11	NA	NA	NA	2	NA
fbxa-113	NA	NA	NA	2	NA
fbxa-114	NA	NA	NA	3	NA
fbxa-115	NA	NA	NA	1	NA
fbxa-116	NA	NA	NA	2	NA
fbxa-120	NA	NA	NA	3	NA
fbxa-122	NA	NA	NA	2	NA
fbxa-123	NA	NA	NA	5	NA
fbxa-124	NA	NA	NA	2	NA
fbxa-126	NA	NA	NA	2	NA
fbxa-128	NA	NA	NA	2	NA
fbxa-129	NA	NA	NA	2	NA
fbxa-13	NA	NA	NA	2	NA
fbxa-130	NA	NA	NA	2	NA
fbxa-131	NA	NA	NA	2	NA
fbxa-134	NA	NA	NA	2	NA
fbxa-135	NA	NA	NA	2	NA
fbxa-138	NA	NA	NA	2	NA
fbxa-139	NA	NA	NA	2	NA
fbxa-140	NA	NA	NA	2	NA
fbxa-141	NA	NA	NA	2	NA
fbxa-143	NA	NA	NA	2	NA
fbxa-145	NA	NA	NA	3	NA
fbxa-146	NA	NA	NA	2	NA
fbxa-149	NA	NA	NA	2	NA
fbxa-150	NA	NA	NA	2	NA
fbxa-153	NA	NA	NA	3	NA
fbxa-161	NA	NA	NA	2	NA
fbxa-163	NA	NA	NA	2	NA
fbxa-166	NA	NA	NA	2	NA
fbxa-167	NA	NA	NA	2	NA
fbxa-168	NA	NA	NA	2	NA
fbxa-169	NA	NA	NA	2	NA
fbxa-170	NA	NA	NA	5	NA
fbxa-171	NA	NA	NA	2	NA
fbxa-172	NA	NA	NA	2	NA
fbxa-173	NA	NA	NA	2	NA
fbxa-174	NA	NA	NA	2	NA
fbxa-175	NA	NA	NA	1	NA
fbxa-178	NA	NA	NA	2	NA
fbxa-179	NA	NA	NA	2	NA
fbxa-180	NA	NA	NA	2	NA
fbxa-181	NA	NA	NA	3	NA
fbxa-182	NA	NA	NA	2	NA
fbxa-184	NA	NA	NA	2	NA
fbxa-189	NA	NA	NA	2	NA
fbxa-19	NA	NA	NA	2	NA
fbxa-190	NA	NA	NA	2	NA
fbxa-192	NA	NA	NA	3	NA
fbxa-193	NA	NA	NA	2	NA
fbxa-196	NA	NA	NA	2	NA
fbxa-197	NA	NA	NA	2	NA
fbxa-198	NA	NA	NA	2	NA
fbxa-2	NA	NA	NA	2	NA
fbxa-200	NA	NA	NA	4	NA
fbxa-206	NA	NA	NA	3	NA
fbxa-209	NA	NA	NA	2	NA
fbxa-21	NA	NA	NA	2	NA
fbxa-210	NA	NA	NA	3	NA
fbxa-211	NA	NA	NA	2	NA
fbxa-215	NA	NA	NA	5	NA
fbxa-216	NA	NA	NA	2	NA
fbxa-217	NA	NA	NA	1	NA
fbxa-218	NA	NA	NA	2	NA
fbxa-220	NA	NA	NA	2	NA
fbxa-23	NA	NA	NA	2	NA
fbxa-27	NA	NA	NA	2	NA
fbxa-3	NA	NA	NA	2	NA
fbxa-31	NA	NA	NA	2	NA
fbxa-4	NA	NA	NA	2	NA
fbxa-42	NA	NA	NA	4	NA
fbxa-43	NA	NA	NA	2	NA
fbxa-46	NA	NA	NA	2	NA
fbxa-47	NA	NA	NA	2	NA
fbxa-49	NA	NA	NA	2	NA
fbxa-52	NA	NA	NA	2	NA
fbxa-53	NA	NA	NA	2	NA
fbxa-54	NA	NA	NA	2	NA
fbxa-59	NA	NA	NA	2	NA
fbxa-63	NA	NA	NA	2	NA
fbxa-64	NA	NA	NA	3	NA
fbxa-65	NA	NA	NA	5	NA
fbxa-67	NA	NA	NA	4	NA
fbxa-7	NA	NA	NA	2	NA
fbxa-71	NA	NA	NA	2	NA
fbxa-74	NA	NA	NA	2	NA
fbxa-76	NA	NA	NA	2	NA
fbxa-80	NA	NA	NA	2	NA
fbxa-82	NA	NA	NA	2	NA
fbxa-83	NA	NA	NA	1	NA
fbxa-84	NA	NA	NA	2	NA
fbxa-85	NA	NA	NA	2	NA
fbxa-90	NA	NA	NA	2	NA
fbxa-93	NA	NA	NA	2	NA
fbxa-94	NA	NA	NA	2	NA
fbxa-95	NA	NA	NA	3	NA
fbxa-97	NA	NA	NA	2	NA
fbxa-99	NA	NA	NA	2	NA
fbxb-1	NA	NA	NA	4	NA
fbxb-10	NA	NA	NA	1	NA
fbxb-100	NA	NA	NA	1	NA
fbxb-101	NA	NA	NA	1	NA
fbxb-102	NA	NA	NA	4	NA
fbxb-103	NA	NA	NA	4	NA
fbxb-104	NA	NA	NA	4	NA
fbxb-105	NA	NA	NA	4	NA
fbxb-106	NA	NA	NA	4	NA
fbxb-107	NA	NA	NA	4	NA
fbxb-108	NA	NA	NA	1	NA
fbxb-11	NA	NA	NA	4	NA
fbxb-111	NA	NA	NA	1	NA
fbxb-112	NA	NA	NA	1	NA
fbxb-115	NA	NA	NA	1	NA
fbxb-116	NA	NA	NA	1	NA
fbxb-117	NA	NA	NA	4	NA
fbxb-118	NA	NA	NA	4	NA
fbxb-119	NA	NA	NA	4	NA
fbxb-12	NA	NA	NA	4	NA
fbxb-13	NA	NA	NA	1	NA
fbxb-14	NA	NA	NA	2	NA
fbxb-15	NA	NA	NA	4	NA
fbxb-16	NA	NA	NA	4	NA
fbxb-17	NA	NA	NA	4	NA
fbxb-18	NA	NA	NA	4	NA
fbxb-19	NA	NA	NA	4	NA
fbxb-2	NA	NA	NA	4	NA
fbxb-20	NA	NA	NA	4	NA
fbxb-21	NA	NA	NA	1	NA
fbxb-22	NA	NA	NA	4	NA
fbxb-24	NA	NA	NA	4	NA
fbxb-25	NA	NA	NA	4	NA
fbxb-26	NA	NA	NA	4	NA
fbxb-27	NA	NA	NA	1	NA
fbxb-29	NA	NA	NA	2	NA
fbxb-3	NA	NA	NA	4	NA
fbxb-30	NA	NA	NA	4	NA
fbxb-31	NA	NA	NA	4	NA
fbxb-32	NA	NA	NA	4	NA
fbxb-33	NA	NA	NA	4	NA
fbxb-34	NA	NA	NA	1	NA
fbxb-35	NA	NA	NA	1	NA
fbxb-36	NA	NA	NA	1	NA
fbxb-37	NA	NA	NA	4	NA
fbxb-38	NA	NA	NA	1	NA
fbxb-39	NA	NA	NA	2	NA
fbxb-4	NA	NA	NA	4	NA
fbxb-40	NA	NA	NA	4	NA
fbxb-41	NA	NA	NA	4	NA
fbxb-42	NA	NA	NA	4	NA
fbxb-43	NA	NA	NA	4	NA
fbxb-44	NA	NA	NA	4	NA
fbxb-45	NA	NA	NA	4	NA
fbxb-46	NA	NA	NA	4	NA
fbxb-47	NA	NA	NA	4	NA
fbxb-48	NA	NA	NA	4	NA
fbxb-49	NA	NA	NA	1	NA
fbxb-5	NA	NA	NA	1	NA
fbxb-50	NA	NA	NA	4	NA
fbxb-51	NA	NA	NA	4	NA
fbxb-52	NA	NA	NA	4	NA
fbxb-53	NA	NA	NA	4	NA
fbxb-54	NA	NA	NA	1	NA
fbxb-55	NA	NA	NA	4	NA
fbxb-56	NA	NA	NA	4	NA
fbxb-57	NA	NA	NA	4	NA
fbxb-59	NA	NA	NA	4	NA
fbxb-6	NA	NA	NA	2	NA
fbxb-60	NA	NA	NA	4	NA
fbxb-61	NA	NA	NA	4	NA
fbxb-62	NA	NA	NA	4	NA
fbxb-63	NA	NA	NA	4	NA
fbxb-64	NA	NA	NA	2	NA
fbxb-65	NA	NA	NA	1	NA
fbxb-66	NA	NA	NA	4	NA
fbxb-67	NA	NA	NA	4	NA
fbxb-68	NA	NA	NA	4	NA
fbxb-69	NA	NA	NA	2	NA
fbxb-7	NA	NA	NA	4	NA
fbxb-70	NA	NA	NA	2	NA
fbxb-71	NA	NA	NA	4	NA
fbxb-72	NA	NA	NA	4	NA
fbxb-74	NA	NA	NA	4	NA
fbxb-75	NA	NA	NA	4	NA
fbxb-76	NA	NA	NA	2	NA
fbxb-77	NA	NA	NA	2	NA
fbxb-78	NA	NA	NA	2	NA
fbxb-79	NA	NA	NA	2	NA
fbxb-8	NA	NA	NA	2	NA
fbxb-80	NA	NA	NA	4	NA
fbxb-81	NA	NA	NA	2	NA
fbxb-82	NA	NA	NA	4	NA
fbxb-83	NA	NA	NA	4	NA
fbxb-84	NA	NA	NA	4	NA
fbxb-85	NA	NA	NA	4	NA
fbxb-86	NA	NA	NA	4	NA
fbxb-87	NA	NA	NA	2	NA
fbxb-88	NA	NA	NA	4	NA
fbxb-9	NA	NA	NA	1	NA
fbxb-90	NA	NA	NA	4	NA
fbxb-91	NA	NA	NA	4	NA
fbxb-92	NA	NA	NA	4	NA
fbxb-93	NA	NA	NA	4	NA
fbxb-94	NA	NA	NA	4	NA
fbxb-95	NA	NA	NA	1	NA
fbxb-96	NA	NA	NA	2	NA
fbxb-97	NA	NA	NA	4	NA
fbxb-98	NA	NA	NA	4	NA
fbxb-99	NA	NA	NA	4	NA
fbxc-14	NA	NA	NA	4	NA
fbxc-15	NA	NA	NA	2	NA
fbxc-16	NA	NA	NA	2	NA
fbxc-17	NA	NA	NA	2	NA
fbxc-18	NA	NA	NA	4	NA
fbxc-19	NA	NA	NA	1	NA
fbxc-20	NA	NA	NA	2	NA
fbxc-21	NA	NA	NA	4	NA
fbxc-22	NA	NA	NA	4	NA
fbxc-23	NA	NA	NA	2	NA
fbxc-24	NA	NA	NA	1	NA
fbxc-25	NA	NA	NA	4	NA
fbxc-26	NA	NA	NA	1	NA
fbxc-27	NA	NA	NA	1	NA
fbxc-28	NA	NA	NA	4	NA
fbxc-29	NA	NA	NA	4	NA
fbxc-30	NA	NA	NA	2	NA
fbxc-31	NA	NA	NA	4	NA
fbxc-32	NA	NA	NA	4	NA
fbxc-33	NA	NA	NA	4	NA
fbxc-34	NA	NA	NA	1	NA
fbxc-35	NA	NA	NA	2	NA
fbxc-36	NA	NA	NA	1	NA
fbxc-37	NA	NA	NA	4	NA
fbxc-39	NA	NA	NA	1	NA
fbxc-40	NA	NA	NA	2	NA
fbxc-41	NA	NA	NA	2	NA
fbxc-42	NA	NA	NA	5	NA
fbxc-44	NA	NA	NA	5	NA
fbxc-45	NA	NA	NA	2	NA
fbxc-48	NA	NA	NA	2	NA
fbxc-50	NA	NA	NA	5	NA
fbxc-51	NA	NA	NA	1	NA
fbxc-52	NA	NA	NA	2	NA
fbxc-54	NA	NA	NA	3	NA
fbxc-57	NA	NA	NA	1	NA
fbxc-6	NA	NA	NA	2	NA
fcd-2	NA	NA	NA	3	NA
fce-1	NA	NA	NA	5	NA
fce-2	NA	NA	NA	3	NA
fcp-1	NA	NA	NA	3	NA
fdps-1	NA	NA	NA	3	NA
feh-1	NA	NA	NA	2	NA
fem-1	NA	NA	NA	3	NA
fem-2	NA	NA	NA	3	NA
fem-3	NA	NA	NA	3	NA
fhod-1	NA	NA	NA	1	NA
fib-1	NA	NA	NA	4	NA
fic-1	NA	NA	NA	3	NA
figl-1	NA	NA	NA	2	NA
fip-4	NA	NA	NA	2	NA
fip-6	NA	NA	NA	2	NA
fipp-1	NA	NA	NA	1	NA
fipr-15	NA	NA	NA	2	NA
fipr-17	NA	NA	NA	2	NA
fipr-2	NA	NA	NA	4	NA
fipr-26	NA	NA	NA	2	NA
fis-2	NA	NA	NA	3	NA
fkb-1	NA	NA	NA	4	NA
fkb-2	NA	NA	NA	1	NA
fkb-3	NA	NA	NA	2	NA
fkb-4	NA	NA	NA	2	NA
fkb-5	NA	NA	NA	3	NA
fkb-6	NA	NA	NA	3	NA
fkb-7	NA	NA	NA	4	NA
fkb-8	NA	NA	NA	2	NA
fkh-3	NA	NA	NA	4	NA
fkh-4	NA	NA	NA	4	NA
fkh-5	NA	NA	NA	4	NA
fkh-7	NA	NA	NA	4	NA
fkh-8	NA	NA	NA	1	NA
fkh-9	NA	NA	NA	2	NA
flap-1	NA	NA	NA	3	NA
flh-1	NA	NA	NA	1	NA
flh-2	NA	NA	NA	3	NA
flh-3	NA	NA	NA	1	NA
fli-1	NA	NA	NA	2	NA
fln-1	NA	NA	NA	3	NA
fln-2	NA	NA	NA	2	NA
flp-1	NA	NA	NA	2	NA
flp-10	NA	NA	NA	1	NA
flp-16	NA	NA	NA	2	NA
flp-18	NA	NA	NA	1	NA
flp-24	NA	NA	NA	2	NA
flp-25	NA	NA	NA	2	NA
flp-27	NA	NA	NA	4	NA
flp-5	NA	NA	NA	2	NA
flp-9	NA	NA	NA	2	NA
flr-2	NA	NA	NA	2	NA
flr-4	NA	NA	NA	4	NA
flt-1	NA	NA	NA	3	NA
fmo-1	NA	NA	NA	2	NA
fmo-3	NA	NA	NA	2	NA
fmo-5	NA	NA	NA	2	NA
fnci-1	NA	NA	NA	1	NA
fncm-1	NA	NA	NA	1	NA
fnta-1	NA	NA	NA	3	NA
fntb-1	NA	NA	NA	3	NA
fog-1	NA	NA	NA	3	NA
fog-2	NA	NA	NA	3	NA
folt-1	NA	NA	NA	3	NA
fos-1	NA	NA	NA	2	NA
fox-1	NA	NA	NA	4	NA
fozi-1	NA	NA	NA	2	NA
fpn-1.1	NA	NA	NA	2	NA
fre-1	NA	NA	NA	1	NA
frg-1	NA	NA	NA	4	NA
frh-1	NA	NA	NA	3	NA
frm-10	NA	NA	NA	3	NA
frm-2	NA	NA	NA	3	NA
frm-4	NA	NA	NA	3	NA
frm-5	NA	NA	NA	2	NA
frm-7	NA	NA	NA	5	NA
frm-8	NA	NA	NA	1	NA
frm-9	NA	NA	NA	4	NA
fsn-1	NA	NA	NA	3	NA
ftn-2	NA	NA	NA	2	NA
ftr-1	NA	NA	NA	4	NA
ftt-2	NA	NA	NA	4	NA
fum-1	NA	NA	NA	5	NA
fust-1	NA	NA	NA	1	NA
fut-3	NA	NA	NA	5	NA
fut-8	NA	NA	NA	2	NA
fzo-1	NA	NA	NA	3	NA
fzr-1	NA	NA	NA	3	NA
fzy-1	NA	NA	NA	4	NA
gad-1	NA	NA	NA	1	NA
gale-1	NA	NA	NA	3	NA
gana-1	NA	NA	NA	2	NA
gap-1	NA	NA	NA	2	NA
gap-2	NA	NA	NA	3	NA
gap-3	NA	NA	NA	2	NA
gars-1	NA	NA	NA	5	NA
gas-1	NA	NA	NA	5	NA
gbb-1	NA	NA	NA	2	NA
gbb-2	NA	NA	NA	2	NA
gbf-1	NA	NA	NA	5	NA
gbh-1	NA	NA	NA	1	NA
gbh-2	NA	NA	NA	4	NA
gck-1	NA	NA	NA	1	NA
gck-2	NA	NA	NA	5	NA
gck-3	NA	NA	NA	2	NA
gck-4	NA	NA	NA	5	NA
gcl-1	NA	NA	NA	2	NA
gcn-2	NA	NA	NA	1	NA
gcs-1	NA	NA	NA	1	NA
gcy-11	NA	NA	NA	4	NA
gcy-15	NA	NA	NA	2	NA
gcy-18	NA	NA	NA	2	NA
gcy-21	NA	NA	NA	2	NA
gcy-23	NA	NA	NA	2	NA
gcy-25	NA	NA	NA	2	NA
gcy-28	NA	NA	NA	3	NA
gcy-33	NA	NA	NA	2	NA
gcy-35	NA	NA	NA	2	NA
gdi-1	NA	NA	NA	4	NA
gei-1	NA	NA	NA	2	NA
gei-11	NA	NA	NA	1	NA
gei-12	NA	NA	NA	3	NA
gei-13	NA	NA	NA	2	NA
gei-14	NA	NA	NA	3	NA
gei-17	NA	NA	NA	3	NA
gei-3	NA	NA	NA	2	NA
gei-4	NA	NA	NA	1	NA
gei-6	NA	NA	NA	2	NA
gei-7	NA	NA	NA	2	NA
gei-8	NA	NA	NA	3	NA
gem-4	NA	NA	NA	3	NA
gen-1	NA	NA	NA	3	NA
ger-1	NA	NA	NA	2	NA
gex-2	NA	NA	NA	3	NA
gex-3	NA	NA	NA	3	NA
gfi-1	NA	NA	NA	1	NA
gfi-2	NA	NA	NA	3	NA
gfi-3	NA	NA	NA	1	NA
gfi-4	NA	NA	NA	4	NA
gfl-1	NA	NA	NA	1	NA
gfrp-1	NA	NA	NA	2	NA
ggr-3	NA	NA	NA	2	NA
ggtb-1	NA	NA	NA	3	NA
ghi-1	NA	NA	NA	5	NA
gip-1	NA	NA	NA	1	NA
gip-2	NA	NA	NA	3	NA
git-1	NA	NA	NA	5	NA
gla-3	NA	NA	NA	3	NA
glb-1	NA	NA	NA	4	NA
glb-10	NA	NA	NA	2	NA
glb-11	NA	NA	NA	2	NA
glb-13	NA	NA	NA	2	NA
glb-14	NA	NA	NA	2	NA
glb-18	NA	NA	NA	2	NA
glb-2	NA	NA	NA	2	NA
glb-20	NA	NA	NA	2	NA
glb-23	NA	NA	NA	2	NA
glb-27	NA	NA	NA	2	NA
glb-29	NA	NA	NA	2	NA
glb-31	NA	NA	NA	2	NA
glb-33	NA	NA	NA	1	NA
glb-4	NA	NA	NA	2	NA
glb-5	NA	NA	NA	2	NA
glb-6	NA	NA	NA	2	NA
glb-8	NA	NA	NA	2	NA
glb-9	NA	NA	NA	2	NA
glc-1	NA	NA	NA	2	NA
glc-4	NA	NA	NA	2	NA
glct-4	NA	NA	NA	2	NA
glct-6	NA	NA	NA	2	NA
gld-1	NA	NA	NA	3	NA
gld-2	NA	NA	NA	5	NA
gld-3	NA	NA	NA	3	NA
gld-4	NA	NA	NA	3	NA
glf-1	NA	NA	NA	2	NA
glh-1	NA	NA	NA	3	NA
glh-2	NA	NA	NA	3	NA
glh-3	NA	NA	NA	1	NA
glh-4	NA	NA	NA	5	NA
glit-1	NA	NA	NA	1	NA
gln-1	NA	NA	NA	4	NA
gln-3	NA	NA	NA	2	NA
gln-5	NA	NA	NA	5	NA
gln-6	NA	NA	NA	3	NA
glna-2	NA	NA	NA	2	NA
glna-3	NA	NA	NA	5	NA
glo-1	NA	NA	NA	2	NA
glo-3	NA	NA	NA	2	NA
glo-4	NA	NA	NA	3	NA
glod-4	NA	NA	NA	1	NA
glp-1	NA	NA	NA	5	NA
glr-2	NA	NA	NA	1	NA
glr-4	NA	NA	NA	1	NA
glr-7	NA	NA	NA	2	NA
glr-8	NA	NA	NA	2	NA
glrx-10	NA	NA	NA	4	NA
glrx-21	NA	NA	NA	2	NA
glrx-22	NA	NA	NA	1	NA
glrx-5	NA	NA	NA	3	NA
gls-1	NA	NA	NA	3	NA
glt-3	NA	NA	NA	2	NA
glt-4	NA	NA	NA	2	NA
glt-5	NA	NA	NA	2	NA
gly-10	NA	NA	NA	5	NA
gly-11	NA	NA	NA	2	NA
gly-12	NA	NA	NA	2	NA
gly-13	NA	NA	NA	3	NA
gly-14	NA	NA	NA	2	NA
gly-19	NA	NA	NA	2	NA
gly-20	NA	NA	NA	3	NA
gly-3	NA	NA	NA	3	NA
gly-4	NA	NA	NA	1	NA
gly-5	NA	NA	NA	5	NA
gly-6	NA	NA	NA	2	NA
gly-7	NA	NA	NA	3	NA
gly-8	NA	NA	NA	2	NA
gly-9	NA	NA	NA	3	NA
gmn-1	NA	NA	NA	3	NA
gna-1	NA	NA	NA	2	NA
gna-2	NA	NA	NA	5	NA
gnrr-1	NA	NA	NA	2	NA
gnrr-2	NA	NA	NA	1	NA
gnrr-3	NA	NA	NA	2	NA
gnrr-5	NA	NA	NA	2	NA
gnrr-8	NA	NA	NA	2	NA
goa-1	NA	NA	NA	1	NA
gob-1	NA	NA	NA	5	NA
gon-1	NA	NA	NA	2	NA
gon-14	NA	NA	NA	5	NA
gon-2	NA	NA	NA	3	NA
gon-4	NA	NA	NA	3	NA
gop-1	NA	NA	NA	5	NA
gop-2	NA	NA	NA	3	NA
gop-3	NA	NA	NA	5	NA
gos-28	NA	NA	NA	1	NA
gpa-1	NA	NA	NA	4	NA
gpa-15	NA	NA	NA	1	NA
gpa-16	NA	NA	NA	4	NA
gpa-17	NA	NA	NA	2	NA
gpa-4	NA	NA	NA	2	NA
gpb-1	NA	NA	NA	4	NA
gpb-2	NA	NA	NA	2	NA
gpc-2	NA	NA	NA	4	NA
gpd-1	NA	NA	NA	3	NA
gpd-2	NA	NA	NA	3	NA
gpd-3	NA	NA	NA	1	NA
gpd-4	NA	NA	NA	3	NA
gpdh-1	NA	NA	NA	2	NA
gpdh-2	NA	NA	NA	3	NA
gpi-1	NA	NA	NA	3	NA
gpn-1	NA	NA	NA	2	NA
gpr-1	NA	NA	NA	1	NA
gpr-2	NA	NA	NA	1	NA
grd-11	NA	NA	NA	2	NA
grd-4	NA	NA	NA	2	NA
grd-5	NA	NA	NA	2	NA
grd-6	NA	NA	NA	2	NA
grk-1	NA	NA	NA	3	NA
grk-2	NA	NA	NA	2	NA
grl-1	NA	NA	NA	2	NA
grl-10	NA	NA	NA	2	NA
grl-11	NA	NA	NA	2	NA
grl-17	NA	NA	NA	2	NA
grl-18	NA	NA	NA	2	NA
grl-21	NA	NA	NA	2	NA
grl-26	NA	NA	NA	2	NA
grl-27	NA	NA	NA	2	NA
grl-6	NA	NA	NA	2	NA
gro-1	NA	NA	NA	3	NA
grp-1	NA	NA	NA	1	NA
grsp-1	NA	NA	NA	2	NA
grsp-2	NA	NA	NA	2	NA
gsk-3	NA	NA	NA	5	NA
gska-3	NA	NA	NA	2	NA
gsp-1	NA	NA	NA	3	NA
gsp-2	NA	NA	NA	4	NA
gspd-1	NA	NA	NA	5	NA
gsr-1	NA	NA	NA	4	NA
gst-1	NA	NA	NA	3	NA
gst-10	NA	NA	NA	2	NA
gst-11	NA	NA	NA	2	NA
gst-12	NA	NA	NA	2	NA
gst-13	NA	NA	NA	2	NA
gst-16	NA	NA	NA	3	NA
gst-20	NA	NA	NA	4	NA
gst-21	NA	NA	NA	2	NA
gst-24	NA	NA	NA	2	NA
gst-25	NA	NA	NA	2	NA
gst-30	NA	NA	NA	4	NA
gst-31	NA	NA	NA	2	NA
gst-32	NA	NA	NA	2	NA
gst-35	NA	NA	NA	2	NA
gst-39	NA	NA	NA	2	NA
gst-4	NA	NA	NA	2	NA
gst-42	NA	NA	NA	2	NA
gst-43	NA	NA	NA	2	NA
gst-44	NA	NA	NA	3	NA
gst-5	NA	NA	NA	2	NA
gst-7	NA	NA	NA	5	NA
gst-8	NA	NA	NA	2	NA
gst-9	NA	NA	NA	2	NA
