"subdirectory","shapiro_p"
"2-cell_wDMP91_bright",0.344774213823092
"2-cell_DG5965_bright",0.732328787080913
"2-cell_wDMP91_dark",0.84004918803829
"2-cell_DG5965_dark",0.152191282894211
"4-cell_wDMP91_bright",0.585058186490923
"4-cell_DG5965_bright",0.639071372834544
"4-cell_wDMP91_dark",0.30826426995581
"4-cell_DG5965_dark",0.699000868347311
