gene_ID	name	SPN4	OMA1	LIN41	spn4_enrichment	oma1_enrichment	lin41_enrichment	Log2_SPN-4_LYSATE_FPKM	Log2_SPN-4_IP_FPKM	Log2_OMA-1_LYSATE_FPKM	Log2_OMA-1_IP_FPKM	Log2_LIN-41_LYSATE_FPKM	Log2_LIN-41_IP_FPKM	Kimble_Log2FC	Kimble_Adjusted_p-value	Kimble_Sperm_FPKM	Kimble_Oocyte_FPKM	Stoeckius_Sperm_RPKM	Stoeckius_Oocyte_RPKM	Stoeckius_oneCell_RPKM	Stoeckius_twoCell_RPKM
WBGene00197333	cTel3X.2	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00198386	cTel3X.3	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00015153	B0348.5	FALSE	FALSE	FALSE	0.520867711	2.594571076	0.906731614	-0.574	-0.137	-0.91	1.434	-0.479	0.235	0.713849833	0.10561718	0.389	0.236	0.381	0.231	0.135	0.102
WBGene00002061	ife-3	FALSE	FALSE	FALSE	-0.231805537	-0.825169806	-0.943308534	7.031	6.816	6.754	5.929	6.779	5.842	-0.211201362	0.075125281	429.342	497.038	235.799	413.816	213.331	201.785
WBGene00255704	B0348.10	FALSE	FALSE	FALSE	0.789840386	-2.325181071	0.366967399	-1.943	-3.322	-0.958	-3.322	-1.012	-1.238	-1.01950511	0.738425312	0.046	0.118				
WBGene00235314	B0348.9	FALSE	FALSE	FALSE		-0.11963462	1.556556151	-3.322	-3.322	-2.634	-3.322	-2.622	-2.409	0.601238799		0.032	0.015				
WBGene00001177	egl-8	FALSE	FALSE	FALSE	-0.070009208	-0.668369906	-0.702724534	3.755	3.705	3.478	2.817	3.746	3.037	-0.044965632	0.868275163	4.316	4.453	5.341	2.561	0.425	0.516
WBGene00169236	21ur-15398	FALSE	FALSE	FALSE	2.162489896	-0.245080522	1.556656506	-3.322	-3.322	2.471	2.4	-1.23	-1.35	-0.480770659		0	0.251				
WBGene00219784	B0348.8	FALSE	FALSE	FALSE	0.654434685	-0.272305134	0.923491651	0.229	-1.676	0.858	0.789	0.754	1.556	1.792300871	0.539171591	0.212	0.043				
WBGene00015152	B0348.2	FALSE	FALSE	FALSE	-0.298357168	-0.859776074	-0.779673843	-1.707	-3.322	-1.45	-2.534	-1.38	-2.484	1.320589017	0.444092815	0.135	0.054	0.295	0.023	0	0.006
WBGene00015151	B0348.1	FALSE	FALSE	FALSE		1.390802126	2.032558416	-3.322	-3.322	-3.322	-3.322	-3.322	-3.322	-0.120101966		0	0.013	0	0.085	0	0
WBGene00021413	srt-52	FALSE	FALSE	FALSE	-0.060389344	-1.667136118	1.437940923	-2.547	-3.322	-2.738	-3.322	-2.694	-2.176	-2.880041799	0.364278043	0	0.043	0	0.055	0	0.024
WBGene00021412	cyp-29A3	FALSE	FALSE	FALSE	-1.314500179	-0.831040662	-0.752672193	-1.39	-2.595	-1.39	-1.963	-0.459	-1.26	-0.35631526	0.618666948	0.138	0.177	0.085	0.107	0.022	0.014
WBGene00021414	Y38C9B.3	FALSE	FALSE	FALSE		-0.024812051	-0.410066176	-3.322	-3.322	-2.894	-3.322	-2.353	-3.322	0.961907492		0.025	0				
WBGene00018976	daam-1	FALSE	FALSE	FALSE	0.709275864	0.219904186	2.194692468	0.263	0.93	0.278	0.454	0.551	2.672	0.815163721	0.074906333	0.326	0.184				
WBGene00199654	F56E10.6	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00200227	F56E10.7	FALSE	FALSE	FALSE		1.390802126		-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00169451	21ur-15058	FALSE	FALSE	FALSE		-0.119710646		-3.322	-3.322	-1.249	-3.322	-3.322	-3.322			0	0				
WBGene00004496	rps-27	FALSE	FALSE	FALSE	-1.169211735	-1.414100774	-1.569619854	8.903	7.721	7.712	6.301	8.211	6.65	0.725432039	2.00298E-07	2534.726	1533.06	1526.176	114.186	335.074	301.204
WBGene00018975	F56E10.1	FALSE	FALSE	FALSE	-0.748504541	-0.91333008	-0.901195751	4.6	3.829	4.47	3.56	4.597	3.707	-0.454619355	0.122146369	16.489	22.597	15.487	11.789	6.259	7.955
WBGene00000480	cgp-1	FALSE	FALSE	FALSE	-0.118045893	0.050391877	0.269170854	5.712	5.606	5.393	5.442	5.538	5.807	-1.437983041	4.71343E-18	35.357	95.79	38.576	178.412	57.605	61.708
WBGene00020999	W03F9.1	FALSE	FALSE	FALSE	-0.277155618	-0.882712043	-0.709444817	5.869	5.61	5.672	4.793	5.685	4.985	-0.449801775	0.04384283	90.414	123.488	32.895	107.731	61.119	64.341
WBGene00021000	W03F9.2	FALSE	FALSE	FALSE	0.128731419	-0.411287457	-0.593381689	4.005	4.126	3.635	3.217	3.816	3.226	-0.801661464	5.1507E-16	13.419	23.35	9.483	20.582	50.946	51.703
WBGene00021004	sftb-2	FALSE	FALSE	FALSE	0.021162669	0.495834904	-0.525177661	6.25	6.273	5.909	6.404	6.09	5.572	-0.248726922	0.147578416	91.001	108.122	59.169	117.54	101.739	127.889
WBGene00021001	W03F9.3	FALSE	FALSE	FALSE	1.698226675	-0.651927289	-1.028529519	-2.787	-2.584	-2.688	-3.017	-2.168	-2.892	8.099641904	1.6888E-151	29.263	0.105				
WBGene00044512	W03F9.11	FALSE	FALSE	FALSE	1.45036985	0.758710452	-0.772499502	-2.764	-2.691	-2.327	-1.947	-2.489	-2.971	-0.120101966		0	0.002	25.805	0.045	0.019	0.008
WBGene00021003	W03F9.9	FALSE	FALSE	FALSE	2.162361925	-0.156156315	-0.348546895	-3.322	-3.322	-1.822	-1.904	-1.393	-2.058	-2.943392659	0.006680914	0.01	0.089	0.059	0.122	0.096	0.087
WBGene00023356	W03F9.8	FALSE	FALSE	FALSE		0.842104447	2.032558416	-3.322	-3.322	-2.822	-2.746	-3.322	-3.322			0	0				
WBGene00005302	srh-81	FALSE	FALSE	FALSE	3.206614515	0.935113844	2.032527303	-3.322	-2.232	-3.046	-2.937	-3.322	-3.322			0	0				
WBGene00170056	21ur-13870	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00005303	srh-82	FALSE	FALSE	FALSE	0.789813324	-1.092496007	0.580240756	-2.867	-3.322	-2.637	-3.053	-3.11	-3.322			0	0	0.003	0.011	0	0
WBGene00021002	W03F9.4	FALSE	FALSE	FALSE	0.089630397	0.689944674	0.661654414	-1.207	-0.962	-0.587	0.045	-0.368	0.083	-4.366204767	9.15637E-06	0.004	0.083	1.701	0.448	2.055	2.67
WBGene00006648	ttb-1	FALSE	FALSE	FALSE	0.790803613	1.767887451	1.569304003	4.765	5.554	4.632	6.397	4.505	6.073	-0.274095755	0.129550642	59.016	71.356	34.447	140.199	140.164	162.329
WBGene00022435	cfap-36	FALSE	FALSE	FALSE	-0.275109679	-0.767691225	-0.868228223	0.498	0.219	-0.165	-0.85	0.244	-0.562	0.176769523	0.667488717	0.364	0.321	0.649	0.392	0.109	0.305
WBGene00022434	Y108G3AL.2	FALSE	FALSE	FALSE	0.131366012	0.586924757	1.015136527	3.893	3.965	3.733	4.316	3.943	4.955	-0.443693591	0.000137806	35.825	48.713	11.671	21.979	86.473	88.59
WBGene00235163	Y108G3AL.10	FALSE	FALSE	FALSE	1.720685068	2.922047342	2.241550538	-0.41	-0.084	0.851	3.732	0.717	2.899	-1.081705161	0.029346317	1.349	2.865				
WBGene00201724	Y108G3AL.8	FALSE	FALSE	FALSE			1.5391593	-3.322	-3.322	-3.322	-3.322	-2.046	-1.928			0	0				
WBGene00202280	Y108G3AL.9	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00000838	cul-3	FALSE	FALSE	FALSE	1.66457469	-0.902788866	-0.248967088	5.881	7.552	5.776	4.875	5.763	5.509	0.519209528	0.000930987	164.084	114.489	169.928	224.603	34.028	36.613
WBGene00044689	arid-1	FALSE	FALSE	FALSE	-0.240818485	1.272443203	-0.053998972	6.163	5.932	5.935	7.206	6.005	5.95	-1.067213555	5.65735E-05	19.626	41.122	25.622	49.334	15.994	21.343
WBGene00077643	trpp-1	FALSE	FALSE	FALSE	1.477855966	0.408874934	1.19293817	1.973	3.331	1.96	2.334	1.784	2.933	-0.316227728	0.037473158	14.523	18.065	6.897	17.088	30.086	29.56
WBGene00017080	lec-12	FALSE	FALSE	FALSE	0.129863688	-0.38896766	0.208081926	3.501	3.643	3.14	2.757	3.262	3.467	-0.095417575	0.55593378	27.984	29.898	24.056	53.655	42.06	43.877
WBGene00017082	DC2.5	FALSE	FALSE	FALSE	0.520694087	-1.725987258	0.010094975	-0.757	-0.323	0.539	-0.99	0.197	0.222	1.957888022	3.82169E-13	0.9	0.238	2.436	0.221	0.542	0.652
WBGene00005299	srh-78	FALSE	FALSE	FALSE		4.538286462	2.03262546	-3.322	-3.322	-3.322	-2.12	-3.322	-3.322	0.240568417		0.004	0.003	0	0.01	0	0.027
WBGene00005301	srh-80	FALSE	FALSE	FALSE		2.352607855	2.032554839	-3.322	-3.322	-3.322	-3.016	-3.322	-3.322	-0.120101966		0	0.002	0	0.016	0	0
WBGene00005298	srh-77	FALSE	FALSE	FALSE		2.610208561	0.060094042	-3.322	-3.322	-2.711	-1.304	-2.325	-2.477	0.240568417		0.004	0.005	0	0.014	0.098	0.019
WBGene00017083	kin-33	FALSE	FALSE	FALSE	-0.805729849	0.344525133	-0.517495503	0.275	-0.548	0.353	0.671	0.512	0.057	-7.631963731	1.44438E-23	0.002	0.685	0.137	1.26	1.428	1.325
WBGene00019814	R02C2.1	FALSE	FALSE	FALSE	0.459274036	1.339984568	-0.466993525	0.825	1.055	1.163	2.489	0.932	0.465	-1.721349086	0.394507059	0.004	0.021	0.364	0.147	1.717	2.16
WBGene00019817	R02C2.6	FALSE	FALSE	FALSE	1.00012309	-0.056119006	-0.480846436	-1.144	0.044	0.163	0.147	0.064	-0.369	-5.886983001	7.11773E-11	0	0.346	0.155	1.076	6.398	4.783
WBGene00019818	R02C2.7	FALSE	FALSE	FALSE	-1.38792197	0.501397255	-1.03064276	1.607	-0.637	0.676	1.167	1.206	0.243	4.027188308	0.00017105	0.313	0.015	0.514	0.019	0.026	0.016
WBGene00255728	R02C2.8	FALSE	FALSE	FALSE	2.162390758	-0.022196939	0.583066531	-3.322	-3.322	-2.838	-2.93	-2.995	-3.322	10.33677637	2.59296E-42	20.987	0.018				
WBGene00019815	kin-34	FALSE	TRUE	FALSE	0.720937685	4.633895711	0.616116574	1.214	1.888	0.905	5.481	0.782	1.36	-6.461617033	5.94617E-13	0	0.536				
WBGene00006419	oac-39	FALSE	FALSE	FALSE	-0.125902331	0.6529558	-0.036247533	-2.619	-2.908	-3.13	-3.039	-3.016	-3.114	0.601238799		0.004	0.002	0.276	0.378	0.932	1.325
WBGene00006172	str-121	FALSE	FALSE	FALSE	0.789813324	-2.091517129	1.555379021	-2.844	-3.322	-2.119	-2.983	-3.102	-2.79	0.961909181		0.014	0.003	0.069	0.016	0	0.02
WBGene00019816	nhr-204	FALSE	FALSE	FALSE	-0.654429286	-1.018503881	-0.427936894	0.536	-0.382	0.682	-0.376	0.834	0.441	0.711675966	0.195534464	0.49	0.305	0.824	0.311	1.135	1.513
WBGene00021981	lgc-26	FALSE	FALSE	FALSE	-1.385363822	-2.270368697	-2.266705902	-0.756	-2.343	-0.16	-1.94	-0.385	-2.321	2.218009072	0.004798873	0.756	0.164	89.919	0.234	0.021	0.008
WBGene00044513	nlp-70	FALSE	FALSE	FALSE	1.536976045	2.953724891	-1.616541709	-2.183	-2.218	-1.602	0.906	-0.826	-2.399	-0.720177089	0.816826849	0.046	0.077				
WBGene00021983	npr-5	FALSE	FALSE	FALSE	-0.152469204	-0.349463792	-1.348572991	0.487	0.249	-0.041	-0.375	0.448	-0.8	2.055803916	1.3554E-06	0.521	0.125	1.119	0.439	0.396	0.333
WBGene00018010	F33E11.2	TRUE	FALSE	FALSE	3.825653308	1.722030242	1.392504729	5.466	9.298	4.815	6.533	5.243	6.637	-0.419547969	0.006682249	55.8	74.617	56.452	204.289	100.581	113.945
WBGene00018011	F33E11.3	FALSE	FALSE	FALSE	0.569763983	-0.793708524	-0.374372822	5.284	5.875	5.191	4.4	5.142	4.768	-2.273254357	2.37663E-60	12.716	61.451	16.965	124.042	36.448	42.767
WBGene00018013	phf-10	FALSE	FALSE	FALSE	0.127085611	0.574694741	-0.480968035	5.276	5.419	5.057	5.632	5.174	4.697	-0.951199743	1.70116E-12	9.137	17.654	18.379	53.737	50.315	47.125
WBGene00219932	F33E11.7	FALSE	FALSE	FALSE	-1.574423117	0.966197651	-0.321564892	2.543	-1.353	2.055	2.963	2.08	1.462	0.785916896	0.614034365	0.452	0.256				
WBGene00003614	nhr-15	FALSE	FALSE	FALSE	0.156423398	-0.950286117	0.320485818	-0.127	-0.413	0.589	-0.316	0.472	0.784	2.068353658	5.91772E-09	1.42	0.343	4.321	0.06	0.213	0.16
WBGene00000022	abt-4	FALSE	FALSE	FALSE	-1.115030524	-1.767879535	-1.21428654	3.813	2.735	3.387	1.65	3.783	2.585	0.232014434	0.815127605	0.288	0.246	0.438	0.042	0.04	0.052
WBGene00044750	Y39D8C.2	FALSE	FALSE	FALSE	2.162383473	2.418421632	2.032558416	-3.322	-3.322	-1.596	1.527	-3.322	-3.322			0	0				
WBGene00020708	dmd-8	FALSE	FALSE	FALSE	-0.991504177	0.423179401	-1.559461029	-1.019	-2.246	-1.694	-1.439	-1.011	-2.08	2.946376165	0.005131727	0.059	0.007	0.108	0.057	0.018	0.042
WBGene00020707	wago-10	FALSE	FALSE	FALSE	-1.878638834	1.576151278	0.326356083	-2.271	-3.322	-2.825	-2.21	-2.311	-2.402	9.158234497	0	109.57	0.195	50.796	0.031	0.012	0.019
WBGene00020706	atg-9	FALSE	FALSE	FALSE	0.810715897	-0.304126611	-0.631414245	5.698	6.514	5.495	5.193	5.573	4.946	-2.053320908	7.33579E-27	5.388	22.355	9.787	100.098	23.706	28.34
WBGene00020705	T22H9.1	FALSE	FALSE	FALSE	0.694127269	0.166726783	0.717626956	4.72	5.422	4.491	4.656	4.704	5.425	0.034005226	0.868110236	39.686	38.762	15.51	22.53	41.072	56.876
WBGene00021450	mltn-6	FALSE	TRUE	FALSE	0.787078928	4.466165918	0.478294979	-3.087	-3.322	-2.997	-0.557	-2.959	-2.828	-0.415432063	0.796775498	0.011	0.014				
WBGene00021449	mltn-7	FALSE	TRUE	FALSE	2.218878945	4.229971396	1.474106525	-1.724	0.058	-2.065	1.429	-2.403	-1.904	-4.416491893	9.76347E-07	0.003	0.092	0.022	0.284	0.036	0.064
WBGene00196358	Y39D8B.4	FALSE	FALSE	FALSE		1.390871213	0.538133814	-3.322	-3.322	-3.322	-3.322	-2.702	-2.733			0	0				
WBGene00021451	mltn-8	FALSE	FALSE	FALSE	0.157570751	1.484489807	0.60932856	-2.491	-2.672	-2.139	-1.149	-1.749	-1.381	-3.927553515	0.001782306	0	0.04	0.011	0.04	0.011	0
WBGene00201032	Y39D8B.5	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00022643	ZK6.8	FALSE	FALSE	FALSE	0.333638295	-0.387168874	-0.388125021	1.47	1.798	0.87	0.508	1.867	1.487	-0.350331754	0.732219344	0.197	0.251	0.207	0.141	0.088	0.052
WBGene00022642	lipl-5	FALSE	FALSE	FALSE	-1.107281843	-0.271959262	-1.693218221	6.976	5.888	6.788	6.517	7.083	5.399	1.001033253	0.347639093	11.69	5.842	19.621	0.321	0.021	0.007
WBGene00022641	ZK6.6	FALSE	FALSE	FALSE	-0.269263728	-0.981959678	-1.610705987	0.132	-0.202	-0.168	-1.088	0.286	-1.137	1.603936446	0.092522704	0.192	0.064	0.226	0.023	0.018	0.042
WBGene00022640	nhr-254	FALSE	FALSE	FALSE	-0.297603968	-1.610529104	1.556646987	-2.264	-3.322	-2.784	-3.322	-3.11	-2.947	0.60123711		0.004	0	0	0.011	0	0
WBGene00022639	nhr-253	FALSE	FALSE	FALSE	0.531346349	-0.119605807	-0.41006282	-2.72	-3.322	-3.112	-3.322	-2.887	-3.322	-0.849541557		0	0.01	0	0.011	0.021	0.043
WBGene00022638	scl-27	FALSE	FALSE	FALSE	0.551085421	-0.262646199	1.28503474	-2.523	-3.322	-0.965	-1.181	-0.904	0.117	-6.617097418	3.52297E-15	0	0.862	0	0.231	0.606	0.889
WBGene00005284	srh-62	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0	0.007	0	0
WBGene00022637	nhr-252	FALSE	FALSE	FALSE		2.352607855		-3.322	-3.322	-3.322	-3.058	-3.322	-3.322			0	0	0.017	0.015	0	0
WBGene00022636	nhr-278	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00219773	linc-32	FALSE	FALSE	FALSE		4.478048391	1.55663974	-3.322	-3.322	-3.322	-0.67	-2.368	-2.171	1.953709839	0.132856927	0.409	0.098				
WBGene00022644	dod-19	FALSE	FALSE	FALSE	-1.516650556	-1.205714482	-2.099487374	6.082	4.543	5.639	4.44	5.852	3.76	1.824699007	0.048663601	15.923	10.985				
WBGene00022645	ZK6.11	FALSE	FALSE	FALSE	-2.03333996	-1.823380382	-1.810519469	6.495	4.441	6.23	4.414	6.47	4.67	1.335287486	0.193636117	24.179	20.25	1.964	0.063	0.025	0.026
WBGene00021448	Y39D8A.1	FALSE	FALSE	FALSE	-1.060673028	-0.056623575	-0.690747583	2.726	1.722	1.665	1.599	2.386	1.644	1.018834873	0.15976735	0.211	0.106	0.411	0.018	0.003	0
WBGene00015259	dod-20	FALSE	FALSE	FALSE	-0.903829731	-0.785726959	-0.19898629	-0.526	-2.064	-1.369	-1.9	-0.685	-1.08	0.601245814		0.01	0.007	0.059	0.013	0	0
WBGene00015258	B0554.5	FALSE	FALSE	FALSE	-2.945255738	-0.96188322	-0.354267724	-0.829	-3.322	-2.526	-2.874	-1.747	-2.027	0.574784908	0.583428819	0.116	0.079	0.024	0.016	0	0
WBGene00015257	B0554.4	FALSE	TRUE	FALSE	0.774542625	6.782573823	2.01588048	-3.018	-3.322	-3.209	0.126	-3.057	-2.542	-0.488871387		0.002	0.006	0	0.026	0.017	0.022
WBGene00015255	B0554.2	FALSE	FALSE	FALSE	2.162468618	3.912356008	0.580237696	-3.322	-3.322	-3.322	-2.795	-3.193	-3.322			0	0				
WBGene00170618	21ur-15502	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00015260	B0554.7	FALSE	FALSE	FALSE	0.531299961	-0.09197032	0.785067348	-2.839	-3.322	-3.021	-3.105	-2.859	-2.706	-2.934003405	0.010106573	0.008	0.067	0	0.063	0.005	0.052
WBGene00015254	B0554.1	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0	0.012	0	0
WBGene00005256	srh-33	FALSE	FALSE	FALSE	2.162412794	1.46669673	4.306599332	-3.322	-3.322	-2.747	-2.544	-3.096	-1.823	-3.884153911	0.028241135	0	0.086	0.003	0.062	0.028	0
WBGene00005257	srh-34	FALSE	FALSE	FALSE	0.531299961	-0.119710646		-2.705	-3.322	-3.105	-3.322	-3.322	-3.322	-1.08135786		0	0.011	0.06	0.004	0.034	0.02
WBGene00005258	srh-35	FALSE	FALSE	FALSE	2.162355023	3.179738962	0.537022806	-3.322	-3.322	-3.322	-2.86	-2.925	-2.789	-1.985201711	0.492546302	0	0.023	0.072	0.017	0.017	0.02
WBGene00019744	M02H5.8	FALSE	FALSE	FALSE	-1.310247733	1.97093318	-1.63383457	4.837	3.548	4.713	6.678	5.228	3.601	1.40886573	0.029214902	5.535	7.764	2.512	0.125	0.033	0
WBGene00003713	nhr-123	FALSE	FALSE	FALSE	0.054830505	1.136791083	1.951384567	-1.234	-1.045	-1.044	-0.043	-0.46	1.25	-0.232730428	0.788359532	0.091	0.11	0.156	0.483	0.642	0.694
WBGene00003688	nhr-98	FALSE	FALSE	FALSE	0.089654743	2.586881954	1.219381448	-0.826	-1.356	0.308	2.777	0.202	1.335	1.301888351	0.000315586	0.525	0.213	0.649	0.084	0.081	0.181
WBGene00019743	nhr-203	FALSE	FALSE	FALSE	-3.400369174	-1.697212961	-1.789728833	1.293	-1.98	1.111	-0.47	1.372	-0.441	1.298529076	0.021170844	0.159	0.164	0.956	0.025	0.069	0.078
WBGene00019742	nhr-202	FALSE	FALSE	FALSE	-0.827217011	-1.410177496	-1.255592605	2.143	1.243	2.29	0.923	2.452	1.214	-0.188841028	0.863402252	0.091	0.105	1.29	0.025	0.019	0.033
WBGene00019741	nhr-201	FALSE	FALSE	FALSE	-1.966762315	-1.022566062	-1.271271789	1.481	-0.367	0.849	-0.127	0.786	-0.404	0.164674445	0.877745457	0.077	0.071	0.378	0.036	0.117	0.245
WBGene00019745	srbc-57	FALSE	FALSE	FALSE		1.390901683	0.595154057	-3.322	-3.322	-3.322	-3.322	-3.065	-3.322			0	0	0	0.007	0	0
WBGene00019740	srt-31	FALSE	FALSE	FALSE		2.352560232	2.032558416	-3.322	-3.322	-3.322	-2.976	-3.322	-3.322			0	0	0	0.015	0	0
WBGene00003689	nhr-99	FALSE	FALSE	FALSE	-0.770673413	-1.402660316	-0.513013905	-0.453	-1.031	0.511	-0.764	0.269	-0.237	-0.368204327	0.796398587	0.079	0.104	0.32	0.006	0.063	0.065
WBGene00003645	nhr-55	FALSE	FALSE	FALSE	-0.992199553	-0.79341686	-1.305185898	2.42	1.425	2.172	1.385	2.399	1.135	1.72368311	0.024612281	0.478	0.511	0.261	0.032	0.205	0.164
WBGene00003720	nhr-130	FALSE	FALSE	FALSE	-1.676252062	1.063517192	-0.038020028	0.596	-0.861	0.522	1.533	0.911	0.807	0.725423624	0.355642075	0.208	0.128	1.115	0.168	0.687	0.608
WBGene00166752	21ur-11975	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00020153	nhr-212	FALSE	FALSE	FALSE	-1.350655185	-0.153787927	-0.783621731	0.143	-1.316	0.135	-0.09	0.29	-0.73	1.180032234	0.011776236	0.308	0.14	1.257	0.023	0.03	0.06
WBGene00020152	nhr-211	FALSE	FALSE	FALSE	0.203711444	-0.676490887	-1.248397007	-1.308	-1.416	-0.309	-0.916	-0.351	-1.649	-0.011626569	0.990766075	0.087	0.09	0.457	0.009	0.081	0.128
WBGene00003696	nhr-106	FALSE	FALSE	FALSE	-1.174944192	-1.117909514	-0.721382914	0.382	-1.409	0.469	-0.633	-0.056	-0.892	3.05983912	0.001963281	0.239	0.233	0.601	0.019	0	0.029
WBGene00006233	str-196	FALSE	FALSE	FALSE		3.073429483	2.994339384	-3.322	-3.322	-3.118	-2.129	-3.322	-2.94	0.961907492		0.007	0	0	0.014	0	0
WBGene00003721	nhr-131	FALSE	FALSE	FALSE	-0.651640758	0.066981044	-1.004882737	0.362	-0.478	0.761	0.789	0.545	-0.459	0.851209685	0.003531049	1.207	0.672	1.303	0.049	0.054	0.195
WBGene00020151	T01G6.1	FALSE	FALSE	FALSE	2.16237817	0.507172732	-1.25367417	-3.322	-3.322	-2.339	-2.088	-1.994	-2.884	0.244857393	0.940577736	0.018	0.015	0.068	0.007	0	0.009
WBGene00006282	str-256	FALSE	FALSE	FALSE		1.390803573	0.595154057	-3.322	-3.322	-3.322	-3.322	-3.111	-3.322			0	0	0.011	0.013	0	0
WBGene00020154	T01G6.10	FALSE	FALSE	FALSE		1.800918746	0.59466678	-3.322	-3.322	-3.067	-2.618	-3.061	-3.322			0	0	0	0.015	0	0
WBGene00004144	pqn-60	FALSE	FALSE	FALSE	-3.073898886	-2.266607003	-2.153074167	1.606	-2.127	1.479	-0.676	2.108	0.076	1.195198786	0.420009326	0.267	0.493	0.006	0.015	0.01	0
WBGene00020014	R11G11.6	FALSE	FALSE	FALSE	0.531342714	0.253718183	-1.62293261	-2.412	-3.322	-2.389	-2.36	-1.343	-2.728			0	0				
WBGene00005851	srw-104	FALSE	FALSE	FALSE		-0.024812051	0.595154057	-3.322	-3.322	-3.147	-3.322	-3.121	-3.322			0	0				
WBGene00005260	srh-37	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322	-0.120101966		0	0.003	0	0.011	0.023	0
WBGene00005852	srw-105	FALSE	FALSE	FALSE	3.081529255		-0.02829123	-3.322	-2.664	-3.322	-3.322	-2.738	-2.94			0	0				
WBGene00005853	srw-106	FALSE	FALSE	FALSE	1.575468704	-0.652456569	-0.767255505	-2.737	-2.438	-2.795	-3.065	-2.447	-2.953			0	0				
WBGene00020015	nhr-210	FALSE	FALSE	FALSE	-1.740770204	-1.984873624	-1.973811988	0.999	-2.074	0.413	-1.322	1.115	-0.752	0.06027795	0.96624727	0.061	0.06	0.336	0.013	0	0
WBGene00005854	srw-107	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00020016	lipl-3	FALSE	FALSE	FALSE	0.402263599	-2.067729609	-1.851702548	-0.817	-0.487	-0.453	-2.002	-0.414	-1.844	0.803706583	0.51592326	0.084	0.049	0.371	0.028	0	0
WBGene00255729	R11G11.16	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00006119	str-54	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00005855	srw-108	FALSE	FALSE	FALSE			2.032558416	-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0	0.005	0	0
WBGene00005600	srj-12	FALSE	FALSE	FALSE		1.390803573		-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00020013	R11G11.3	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322	-0.120101966		0	0.004				
WBGene00003648	nhr-58	FALSE	FALSE	FALSE	-0.307604038	-0.768595653	-0.42342469	-0.162	-0.439	-0.358	-1.028	-0.224	-0.698	1.073501974	0.009194713	0.305	0.146	1.306	0.258	0.518	0.354
WBGene00003722	nhr-132	FALSE	FALSE	TRUE	1.761196871	0.68678293	2.653959013	0.702	2.348	1.069	1.731	1.021	3.596	-0.235712294	0.561537008	0.499	0.585	0.805	0.174	1.457	1.339
WBGene00015759	C14C6.5	FALSE	FALSE	FALSE	-1.63209961	0.258619586	-1.572208595	5.595	4.008	4.749	5.003	6.042	4.489	1.282837301	0.13125494	7.708	3.172	3.33	0.374	0	0
WBGene00015758	nhr-155	FALSE	FALSE	FALSE	3.206614515	3.796522926		-3.322	-2.36	-2.975	-0.987	-3.322	-3.322	0.844527691	0.575465355	0.039	0.023	0.045	0.007	0	0
WBGene00015757	C14C6.3	FALSE	FALSE	FALSE	0.789838186		2.03262546	-2.855	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0	0.011	0	0
WBGene00015760	C14C6.6	FALSE	FALSE	FALSE		3.283070148		-3.322	-3.322	-3.322	-2.896	-3.322	-3.322			0	0	0.001	0.007	0	0
WBGene00015761	C14C6.7	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0	0	0.008	0	0
WBGene00015762	C14C6.8	FALSE	FALSE	FALSE		0.936951329	2.994404728	-3.322	-3.322	-3.187	-3.124	-3.322	-3.03	2.862032218	0.029254962	0.04	0.005	0	0.007	0	0.006
