gene_ID	name	SPN4	OMA1	LIN41	spn4_enrichment	oma1_enrichment	lin41_enrichment	Log2_SPN-4_LYSATE_FPKM	Log2_SPN-4_IP_FPKM	Log2_OMA-1_LYSATE_FPKM	Log2_OMA-1_IP_FPKM	Log2_LIN-41_LYSATE_FPKM	Log2_LIN-41_IP_FPKM	Kimble_Log2FC	Kimble_Adjusted_p-value	Kimble_Sperm_FPKM	Kimble_Oocyte_FPKM	Stoeckius_Sperm_RPKM	Stoeckius_Oocyte_RPKM	Stoeckius_oneCell_RPKM	Stoeckius_twoCell_RPKM
WBGene00022146	Y71G12B.6	FALSE	TRUE	FALSE	0.212775706	2.785040776	0.560794211	2.403	2.622	2.545	5.308	2.634	3.199	0.499947325	0.081836311	2.828	2.003	1.966	2.396	8.855	10.015
WBGene00022162	Y71G12B.27	FALSE	FALSE	FALSE	0.531299961	0.879759058	-1.455158676	-2.306	-3.322	-2.897	-2.739	-1.32	-2.658	8.387404373	2.3144E-293	193.494	0.594	618.618	0.112	0.1	0.072
WBGene00022145	Y71G12B.5	FALSE	FALSE	FALSE	-0.633029267	-0.829189321	0.284180866	-2.526	-3.03	-2.257	-2.646	-2.059	-1.868	0.946499268	0.089354998	0.164	0.085	0.428	0.026	0.019	0.097
WBGene00022144	pghm-1	FALSE	FALSE	FALSE	-0.533058808	-0.73980064	-0.865773244	3.314	2.79	2.508	1.762	3.12	2.288	-0.11075425	0.905494489	0.47	0.509	2.096	0.3	0.263	0.43
WBGene00022143	Y71G12B.3	FALSE	FALSE	FALSE	2.162466124	-0.978261952	-1.989891536	-3.322	-3.322	-2.765	-3.322	-1.744	-3.322	9.764834436	1.1108E-201	151.402	0.173	151.526	0.147	1.403	2.23
WBGene00044349	Y71G12B.32	FALSE	FALSE	FALSE	-0.970885277	-0.380441971	-0.054193204	-0.398	-2.305	-0.8	-1.103	-0.777	-0.796	2.773739389	0.003308636	0.22	0.034	0.516	0.035	0.045	0.019
WBGene00022142	Y71G12B.2	FALSE	FALSE	FALSE	-2.946250191	-1.934556192	-1.669938062	0.621	-2.625	0.897	-1.073	1.12	-0.382	2.963375207	0.004016044	0.132	0.127	0.388	0.019	0.029	0.002
WBGene00044347	Y71G12B.30	FALSE	FALSE	FALSE	0.74086836	-0.50678859	0.29898639	-1.145	-0.468	-1.072	-1.443	-0.86	-0.698	6.475890074	0	86.237	0.965	137.506	2.408	8.506	8.303
WBGene00219766	anr-42	FALSE	FALSE	FALSE	0.279153259	-2.773002487	-2.031188751	-2.101	-2.469	-1.236	-2.945	-1.195	-2.803	0.534728635	0.590574257	0.098	0.069				
WBGene00022141	chaf-2	FALSE	FALSE	FALSE	0.376590467	0.280450403	0.234388783	5.996	6.374	5.708	5.986	5.821	6.058	-0.560430531	1.30466E-05	62.471	92.115	59.649	200.124	59.589	74.692
WBGene00022163	Y71G12B.28	FALSE	FALSE	FALSE	0.121020401	-1.197357764	-0.552317765	-1.556	-2.486	-1.056	-1.921	-1.675	-2.13	0.570032212	0.427019496	0.407	0.277	0.876	0.12	0.135	0.016
WBGene00044746	C53H9.3	FALSE	FALSE	FALSE	-0.088911729	-0.893474253	-1.567584675	4.098	4.007	3.48	2.564	4.124	2.458	0.160086718	0.49736045	35.628	31.866	20.884	75.821	410.202	305.817
WBGene00016907	C53H9.2	FALSE	FALSE	FALSE	-1.262151489	-1.531045085	-1.160407998	6.639	5.375	6.102	4.575	6.486	5.332	0.28254757	0.226226651	136.934	112.594	54.42	5.261	3.258	3.762
WBGene00004441	rpl-27	FALSE	FALSE	FALSE	-2.448084935	-2.710883353	-2.276148428	9.807	7.345	8.921	6.212	9.214	6.946	0.659986381	0.001222195	3923.647	2483.226	1385.834	142.585	626.52	545.716
WBGene00001196	egl-30	FALSE	FALSE	FALSE	1.698716592	0.933110013	1.24474489	5.251	6.951	5.065	5.994	5.059	6.292	-0.898593714	0.00017598	14.344	26.739	12.641	20.906	6.159	8.932
WBGene00202110	M01D7.10	FALSE	FALSE	FALSE	0.789840386	0.733536854	0.580056193	-1.359	-3.322	0.113	-0.37	-1.97	-3.322	-0.120100277		0.057	0.125				
WBGene00220027	M01D7.11	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00001309	emr-1	FALSE	FALSE	TRUE	0.86555695	0.595137347	3.246351101	6.826	7.697	6.369	6.965	6.409	9.654	-0.219795392	0.125557639	116.189	135.27	57.263	341.126	546.989	530.688
WBGene00003750	nlp-12	FALSE	FALSE	FALSE	-1.252347347	-0.43968313	-0.542458832	1.956	0.836	1.897	1.416	1.984	1.418	0.533205614	0.233080314	0.708	0.498	1.439	0.457	0.725	0.556
WBGene00006461	tag-96	FALSE	FALSE	FALSE	-0.120533885	0.42346185	0.083565894	0.991	0.792	0.875	1.28	1.393	1.433	-0.576272086	1.98144E-05	3.022	4.495	3.459	15.969	12.814	15.107
WBGene00044897	M01D7.9	FALSE	FALSE	FALSE	-0.813254947	2.623580548	-0.218332643	-0.854	-3.322	-1.087	1.237	-0.495	-1.404	-0.120100277		0.01	0.014	0.055	0.026	0.292	1.626
WBGene00019706	M01D7.1	FALSE	FALSE	FALSE	0.789840386	0.322158556	-0.452635601	-2.85	-3.322	-1.373	-1.138	-2.577	-2.928	0.191308528	0.911515474	0.025	0.02	0.003	0.013	0.099	0
WBGene00004743	scm-1	FALSE	FALSE	FALSE	0.243706035	0.31471161	0.029412703	3.843	4.079	3.834	4.15	3.858	3.892	-1.074259918	3.33526E-08	24.206	50.961	39.252	131.354	67.21	81.515
WBGene00022139	tub-2	FALSE	FALSE	FALSE	1.914986651	-0.558972097	-0.401304585	4.292	6.212	3.976	3.423	4.129	3.732	-1.209867	7.60716E-05	3.543	8.195	8.274	24.077	3.717	3.531
WBGene00022140	Y71G12A.4	FALSE	FALSE	FALSE	-0.353656573	-1.085136216	-0.275734134	-0.104	-1.066	-0.84	-1.721	-0.443	-0.756	6.138711449	0	69.126	0.979	102.966	3.977	4.327	3.994
WBGene00022138	trpp-10	FALSE	FALSE	FALSE	0.308776252	0.394988107	0.223688466	3.075	3.376	3.265	3.655	3.301	3.514	-1.472301415	2.84213E-15	4.522	12.545				
WBGene00021768	Y51F10.7	FALSE	FALSE	FALSE	-0.965648673	1.584502528	-0.637336248	5.706	4.742	5.515	7.098	5.794	5.169	1.772185407	0.063188621	17.875	5.236	5.055	0.194	0.611	0.419
WBGene00219760	anr-19	FALSE	FALSE	FALSE	2.162422574	0.197967669	-2.149588322	-3.322	-3.322	0.374	0.464	1.017	-2.163	0.240568417		0.028	0.028				
WBGene00021766	hex-4	FALSE	TRUE	TRUE	0.606391474	2.523626853	2.558142117	3.391	3.986	4.18	6.696	3.33	5.861	-0.511993118	0.000138372	29.381	41.898	22.2	33.448	58.66	85.853
WBGene00021765	Y51F10.4	FALSE	TRUE	TRUE	1.428690104	2.850003524	2.961119297	3.642	5.059	3.828	6.668	3.858	6.807	-0.0273125	0.870945413	26.909	27.416	20.741	24.489	40.725	49.856
WBGene00255420	Y51F10.15	FALSE	FALSE	FALSE		1.736673332	1.554844273	-3.322	-3.322	-2.914	-2.283	-2.863	-2.646	0.033245897	0.988519034	0.041	0.041				
WBGene00021771	spe-48	FALSE	FALSE	FALSE	1.035622892	0.881272708	0.386194576	2.972	4.03	3.317	4.193	2.983	3.364	-0.151614128	0.144181413	29.711	32.979	22.864	23.106	50.766	48.131
WBGene00044438	Y51F10.11	FALSE	FALSE	TRUE	1.10883703	1.702048769	2.470247198	3.02	4.141	3.112	4.804	3.021	5.483	-0.802437768	3.74143E-07	8.22	14.334	7.867	22.238	33.554	33.979
WBGene00021764	Y51F10.3	FALSE	FALSE	FALSE	1.450950504	-0.071007856	1.106049855	4.693	6.169	4.583	4.506	4.625	5.732	-1.060138436	1.66518E-10	26.779	55.823	26.184	126.492	17.79	26.787
WBGene00201351	Y51F10.13	FALSE	FALSE	FALSE	3.081529255	1.390871213	2.03262546	-3.322	-1.996	-3.322	-3.322	-3.322	-3.322	-1.245620449		0	0.071				
WBGene00196465	Y51F10.12	FALSE	FALSE	FALSE	-1.479965928	-0.126881528	-1.317526389	2.381	-0.199	1.242	1.049	1.125	-0.043			0	0				
WBGene00021763	Y51F10.2	TRUE	FALSE	FALSE	4.28508773	1.677185254	1.591075341	6.693	10.987	6.513	8.188	6.556	8.147	-2.980862899	1.4421E-49	32.088	253.192	20.463	1144.072	727.944	684.518
WBGene00021238	gap-3	TRUE	FALSE	TRUE	3.891735359	1.037376799	2.644066	3.446	7.333	3.448	4.479	3.312	5.943	0.440427641	0.109790216	19.022	14.016	10.783	23.563	3.69	3.967
WBGene00220136	Y20F4.11	FALSE	FALSE	FALSE		1.390802126	2.994362103	-3.322	-3.322	-3.322	-3.322	-3.322	-1.809			0	0				
WBGene00021237	crtc-1	FALSE	FALSE	FALSE	-0.471149931	-0.319188559	-0.248069326	1.919	1.421	1.647	1.333	1.578	1.338	-0.495587977	0.061560263	1.334	1.88	5.098	7.043	2.801	3.093
WBGene00021239	Y20F4.4	FALSE	FALSE	FALSE	1.138881623	1.470336921	0.497721498	3.893	5.021	3.576	5.038	3.51	4.001	0.066067037	0.798760895	9.726	9.29	11.837	9.892	17.338	19.734
WBGene00219749	linc-30	FALSE	FALSE	FALSE	1.124487981	1.358722408	0.121725491	-2.36	-1.972	-2.82	-2.309	-2.702	-2.763	0.975170732	0.062781523	0.152	0.078				
WBGene00044435	Y20F4.8	FALSE	FALSE	FALSE	0.10699069	-0.497030374	-0.291086812	1.548	1.878	1.91	1.426	2.224	1.916	1.397421815	0.027669339	0.492	0.185	1.042	0.017	0	0.055
WBGene00021346	Y37E3.1	FALSE	FALSE	FALSE	-0.270393705	-1.337472704	-1.214095695	4.959	4.679	4.733	3.399	4.902	3.707	-0.555702286	0.000213622	27.308	40.13	25.116	42.965	24.594	31.135
WBGene00021347	rpb-10	FALSE	FALSE	FALSE	-0.551207357	-0.621999638	0.165903793	6.21	5.639	5.738	5.117	5.764	5.931	0.018812872	0.931795519	121.466	119.856	29.245	185.766	642.508	547.099
WBGene00021348	moag-4	FALSE	FALSE	FALSE	0.194943138	-0.856686757	0.06419136	6.361	6.571	5.696	4.845	6.301	6.373	0.448575567	0.004266691	230.56	168.946	58.95	265.214	1061.511	1272.384
WBGene00021349	arl-13	FALSE	FALSE	FALSE	0.359543369	-1.01351978	-0.510596503	-0.61	-0.967	-0.499	-1.329	-0.388	-0.809	1.841649917	2.05196E-09	1.58	0.441	5.857	0.251	0.338	0.727
WBGene00195672	Y37E3.26	FALSE	FALSE	FALSE	-0.298507678	0.804148328	-0.075311063	-0.077	-3.322	-0.506	0.175	0.081	-1.683			0	0				
WBGene00004409	rla-1	FALSE	FALSE	FALSE	-1.613681209	-1.938106504	-1.703702226	10.028	8.417	8.867	6.933	9.376	7.674	0.422352919	0.000854212	2896.74	2161.604	1077.177	219.095	299.84	315.992
WBGene00021350	Y37E3.8	FALSE	FALSE	FALSE	-1.663385586	-2.142910951	-1.82146531	9.757	8.094	8.735	6.595	9.135	7.318	0.504199516	0.046515108	3913.376	2759.144	1150.32	119.839	419.979	376.634
WBGene00044932	Y37E3.22	FALSE	FALSE	FALSE	-4.645179153	-1.783471396	-4.373946776	6.416	1.901	5.98	4.198	5.85	1.481	2.045074861	0.000142475	3.963	0.993				
WBGene00197277	Y37E3.28	FALSE	FALSE	FALSE	-1.298932953	-1.663785908	2.032490687	0.755	-3.322	-1.212	-3.322	-3.322	-3.322			0	0				
WBGene00044931	Y37E3.21	FALSE	FALSE	FALSE	-4.935735056	-1.206580289	-2.955332657	5.22	-1.801	5.961	4.749	5.903	2.753			0	0				
WBGene00196428	Y37E3.27	FALSE	FALSE	FALSE		2.352607855	-0.410066176	-3.322	-3.322	-3.322	-2.6	-1.907	-3.322	0.165806575	0.936644135	0.119	0.114				
WBGene00004014	phb-1	FALSE	FALSE	FALSE	-0.296610534	-0.786595317	-0.579838778	7.574	7.283	7.071	6.286	7.082	6.508	0.157761674	0.156336536	343.578	307.994	148.721	333.376	229.083	175.324
WBGene00021351	eif-2alpha	FALSE	FALSE	FALSE	0.153097382	-0.870441655	-0.779901347	5.933	6.088	6.03	5.163	5.623	4.852	0.407314495	2.82204E-05	272.251	205.29	79.391	267.911	222.858	221.792
WBGene00021352	pcyt-2.1	FALSE	TRUE	TRUE	0.515627954	2.797444258	4.090766709	4.812	5.316	4.645	7.437	4.764	8.849	0.457555854	0.001858892	34.845	25.363	36.636	64.427	216.219	169.239
WBGene00200606	Y37E3.29	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322	1.651784038	0.501539824	0.09	0.019				
WBGene00044925	Y37E3.20	FALSE	FALSE	FALSE	-2.236915712	-0.044258253	-2.128906161	6.249	4.073	5.506	5.465	5.698	3.582	-0.026458711	0.979916835	0.409	0.404				
WBGene00021353	iglr-3	FALSE	FALSE	TRUE	1.726173143	1.946115467	4.343341751	0.368	2.137	0.231	2.087	0.492	4.74	-1.858678879	6.83503E-12	0.532	1.924	2.233	3.713	1.332	1.764
WBGene00003799	npp-13	FALSE	FALSE	FALSE	-0.669389823	-1.49159229	-1.132012332	4.217	3.58	4.225	2.748	4.24	3.128	-0.606540912	3.70364E-05	37.249	56.712	30.371	113.996	48.074	51.797
WBGene00044810	Y37E3.19	FALSE	FALSE	FALSE	-0.298507678		-1.393182026	-1.567	-3.322	-3.322	-3.322	-2.321	-3.322	10.26328035	6.37338E-97	84.682	0.072	70.748	0.013	0.246	0.325
WBGene00021354	fpn-1.1	FALSE	FALSE	FALSE	-1.197442516	-0.832514779	-0.894106063	2.16	0.944	1.665	0.866	1.849	0.996	0.715438507	0.341138295	1.006	0.615	3.437	0.358	0.544	0.699
WBGene00021355	Y37E3.17	FALSE	FALSE	FALSE	1.352157829	-0.058904757	-0.424858639	5.282	6.633	4.996	4.937	5.118	4.702	0.029448892	0.916416175	130.124	127.495	78.295	142.129	35.834	43.581
WBGene00235158	Y37E3.30	FALSE	FALSE	FALSE	-0.699977912	-1.171470569	-1.222056753	1.768	0.939	1.171	0.026	1.584	-0.019	-1.769632354	2.12443E-06	0.167	0.566				
WBGene00195033	Y37E3.25	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00195032	Y37E3.24	FALSE	FALSE	FALSE			2.032554839	-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00195031	Y37E3.23	FALSE	FALSE	FALSE		2.352560232		-3.322	-3.322	-3.322	-1.438	-3.322	-3.322			0	0				
WBGene00021009	afd-1	FALSE	FALSE	FALSE	0.864746522	-0.399072314	0.404202869	4.285	5.154	3.999	3.602	4.192	4.598	-1.318173157	3.01415E-09	5.741	14.313	13.095	32.14	13.741	10.584
WBGene00021008	W03F11.5	FALSE	FALSE	FALSE	1.073240963	-0.241159491	0.284035678	-0.55	0.111	-0.817	-0.98	0.157	0.42	0.490568137	0.215658307	1.086	0.778	0.341	0.291	0.982	0.623
WBGene00021005	ule-1	FALSE	FALSE	FALSE	-1.377723947	-1.931806851	-1.865776596	3.972	2.552	3.633	1.727	3.349	1.52	-2.722998054	0.003137132	0.151	1.012	1.157	0.155	0.11	0.11
WBGene00001542	gcy-17	FALSE	FALSE	FALSE	-0.287686118	4.21688203	-0.07346421	-2.893	-3.322	-3.185	-1.829	-2.798	-2.892	-1.42208291	0.190773796	0.097	0.261	0.022	0.014	0.007	0
WBGene00021006	dct-9	FALSE	FALSE	FALSE	2.162383473	1.390822449	-0.04804286	-3.322	-3.322	-3.322	-3.322	-2.635	-2.815	8.010746161	0	119.521	0.478	131.445	0.045	0.245	0.542
WBGene00021007	W03F11.4	FALSE	FALSE	FALSE	0.673517211	-1.752170097	-1.32048351	-3.122	-3.322	-2.608	-3.053	-1.747	-2.513	9.693843131	0	141.889	0.173	188.726	0.019	0.163	0.196
WBGene00017399	lgc-51	FALSE	FALSE	FALSE		-0.119762665		-3.322	-3.322	-3.156	-3.322	-3.322	-3.322	-2.751605825	0.235736699	0.006	0.048	0.025	0.009	0.022	0
WBGene00170253	21ur-15161	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00017398	slc-17.6	FALSE	FALSE	FALSE	-1.15591188	-0.981853261	-1.176272605	2.652	1.354	2.389	1.436	2.438	1.267	0.908902454	0.31605522	1.077	0.575	2.48	0.109	0.526	0.496
WBGene00000020	abt-2	FALSE	FALSE	FALSE	-0.577106901	-0.955732466	-0.786892552	1.724	1.143	1.493	0.58	1.653	0.897	5.076923677	1.6565E-149	12.144	0.359	24.244	0.642	0.18	0.18
WBGene00198059	Y39G10AL.4	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00201890	Y39G10AL.6	FALSE	FALSE	FALSE	0.789813324		0.595115533	-1.187	-3.322	-3.322	-3.322	-1.828	-3.322			0	0				
WBGene00200608	Y39G10AL.5	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00021458	Y39G10AL.1	FALSE	FALSE	FALSE	-0.861106019	-1.216833926	-1.020910463	1.889	0.96	1.929	0.767	1.614	0.654	-0.771501824	0.172885769	0.16	0.277	1.441	0.687	2.881	2.74
WBGene00000408	cdk-7	FALSE	FALSE	FALSE	-0.48924265	-0.434541318	-0.607779722	4.76	4.209	4.638	4.201	4.611	4.01	-0.328318731	0.007850571	64.854	81.417	28.327	46.765	128.855	126.755
WBGene00021469	Y39G10AR.11	FALSE	FALSE	FALSE	-0.656900251	-1.236380887	0.531396009	4.143	3.429	4.19	2.962	3.936	4.472	-0.159121018	0.459112802	2.4	2.68	12.172	2.605	5.219	5.887
WBGene00021470	tpxl-1	FALSE	FALSE	FALSE	0.158282914	-0.290812714	0.62525065	6.83	6.996	6.449	6.16	6.603	7.228	-0.353605506	0.109681725	132.883	169.787	179.112	373.658	30.789	41.826
WBGene00021468	epg-2	FALSE	FALSE	FALSE	-0.763515043	-0.90911519	-1.139550887	3.985	3.225	4.155	3.249	3.687	2.568	-0.513862216	0.076197233	0.294	0.763	5.889	0.516	9.477	9.564
WBGene00002047	icp-1	FALSE	FALSE	FALSE	-0.49740242	-0.29571355	2.162612811	6.84	6.349	6.66	6.366	6.873	9.034	-1.507326263	4.90732E-24	34.185	97.17	28.541	160.576	106.11	124.238
WBGene00021467	Y39G10AR.9	FALSE	FALSE	TRUE	0.160261543	0.050950598	2.804669458	6.136	6.306	5.754	5.805	5.9	8.703	-1.420882309	6.73356E-40	28.427	76.082	14.696	171.234	111.218	99.776
WBGene00021476	nsun-4	FALSE	FALSE	FALSE	-0.270630012	-0.058724602	-0.096193099	3.959	3.704	3.897	3.835	3.953	3.846	-0.40872266	9.40418E-06	21.392	28.392	10.693	27.21	28.949	28.348
WBGene00021475	tbca-1	TRUE	FALSE	FALSE	3.788522377	1.447585496	1.140210943	5.669	9.479	5.154	6.6	5.547	6.694	-0.28118068	0.002151529	91.54	111.234	44.271	251.502	547.006	402.121
WBGene00021466	eif-2gamma	FALSE	FALSE	FALSE	-0.967362506	-1.312873493	-0.647923746	6.781	5.805	6.378	5.07	6.287	5.639	0.118114489	0.404065163	243.201	224.091	112.342	280.58	133.181	184.183
WBGene00199088	Y39G10AR.30	FALSE	FALSE	FALSE	2.162383473	0.801285518	0.577786021	-3.322	-3.322	-2.132	-1.523	-2.48	-3.322			0	0				
WBGene00021465	ekl-7	FALSE	FALSE	FALSE	1.408050387	-1.033257479	-0.586931395	5.754	7.177	5.469	4.435	5.557	4.977	-0.786906994	2.96769E-06	31.883	55	25.409	48.979	7.241	9.452
WBGene00003156	mcm-4	FALSE	FALSE	FALSE	-0.50642341	-1.176904369	-0.622774937	6.996	6.491	6.749	5.575	6.794	6.173	-2.053904702	1.56299E-32	33.596	139.499	35.808	500.833	145.207	156.546
WBGene00219275	Y39G10AR.32	FALSE	TRUE	FALSE	1.361832047	2.343739	1.199153102	5.319	6.652	4.963	7.303	5.442	6.629	-0.329201625	0.021133748	47.917	60.159				
WBGene00021471	Y39G10AR.15	FALSE	FALSE	FALSE	0.784325054	2.854438056	0.569630381	-3.05	-3.322	-3.209	-2.732	-2.898	-2.798	9.656362539	0	56.174	0.069	45.614	23.398	129.817	91.961
WBGene00021477	srbc-64	FALSE	FALSE	FALSE	2.162390758	-0.015245849	2.032578067	-3.322	-3.322	-2.938	-3.021	-3.322	-3.322	0.60123711		0.004	0	0	0.003	0.049	0.016
WBGene00021472	Y39G10AR.16	FALSE	FALSE	FALSE	-0.379423126	0.491120111	0.097840243	-1.459	-2.314	-2.316	-2.253	-0.913	-1.504	9.007841791	0	178.818	0.354	361.256	0.354	1.33	0.883
WBGene00021464	ugt-31	FALSE	FALSE	FALSE	0.84808084	-1.658792598	-1.313181817	-1.733	-1.05	-0.648	-1.886	-1.121	-2.047	1.586316871	6.89513E-06	1.544	0.518	4.074	0.044	0.188	0.158
WBGene00021463	zeel-1	FALSE	FALSE	FALSE	-0.394525906	-1.037552998	-0.239419935	-0.506	-0.908	0.825	-0.216	-0.953	-1.122	0.308478625	0.76385883	0.049	0.04	0.5	0.03	0.275	0.288
WBGene00044277	nspa-12	FALSE	FALSE	FALSE		2.352607855		-3.322	-3.322	-3.322	-2.306	-3.322	-3.322	2.762433142	0.40841826	0.321	0				
WBGene00077563	peel-1	FALSE	FALSE	FALSE		2.352607855	0.57734779	-3.322	-3.322	-3.322	-2.947	-2.996	-3.322	10.25432488	1.8055E-133	80.677	0.061				
WBGene00021461	nekl-1	FALSE	FALSE	FALSE	2.036158464	2.14831599	0.759836914	-1.876	-0.139	-1.912	-0.289	-0.806	-0.154	1.928997803	7.31367E-14	0.832	0.217	3.273	0.279	0.387	0.381
WBGene00199635	Y39G10AR.31	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00196479	Y39G10AR.28	FALSE	FALSE	FALSE			2.032554839	-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00197084	Y39G10AR.29	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00196296	Y39G10AR.27	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00021473	sydn-1	FALSE	FALSE	FALSE	1.71052664	0.924528727	1.112624725	4.263	5.967	3.698	4.615	3.891	4.999	-1.357488877	8.55836E-06	1.504	3.852	5.514	5.23	0.706	1.324
WBGene00021474	dot-1.1	FALSE	FALSE	FALSE	-0.382632012	-0.697589995	-0.594180195	4.573	4.216	4.33	3.639	4.437	3.851	-1.265119295	1.23056E-10	15.373	36.948	13.047	61.033	13.902	17.844
WBGene00021460	zwl-1	FALSE	FALSE	FALSE	-0.692104539	-1.396113586	-0.991403618	4.913	4.225	4.852	3.467	4.823	3.836	-0.029586203	0.80357263	82.114	83.808	66.265	248.218	105.62	84.4
WBGene00044926	Y39G10AR.24	FALSE	FALSE	FALSE	2.162383473	-1.610474999	-2.58172138	-3.322	-3.322	-0.288	-3.322	1.385	-3.322			0	0				
WBGene00195289	Y39G10AR.26	FALSE	FALSE	FALSE		1.390803573		-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00017741	F23C8.13	FALSE	FALSE	FALSE	1.060816551	3.030579488	0.181923642	-0.302	-0.353	-0.934	1.855	-0.442	-0.26	0.45171502	0.169456106	0.847	0.609	0.99	1.852	7.284	6.276
WBGene00017734	F23C8.5	FALSE	FALSE	FALSE	0.358590008	-0.621788333	1.435123536	5.929	6.319	5.464	4.844	5.69	7.12	0.69741267	1.74338E-06	166.562	102.708	134.922	456.797	368.798	389.247
WBGene00017735	did-2	FALSE	FALSE	FALSE	0.205877818	-0.335821271	-0.155630244	6.349	6.565	5.929	5.596	6.171	6.024	-0.160135009	0.141827981	91.806	102.565	58.256	95.354	219.169	217.734
WBGene00017736	F23C8.7	FALSE	FALSE	FALSE	-1.57458298	-0.270219341	-0.71550649	-1.107	-2.55	-1.289	-1.5	-1.239	-1.782	8.397099669	0	84.016	0.248	59.541	0.068	0.233	0.311
WBGene00017737	F23C8.8	FALSE	FALSE	FALSE	-1.101767491	-0.364295032	-1.346415834	-0.204	-2.012	-1.324	-1.634	-0.27	-1.345	5.909992782	0	101.182	1.685	74.573	0.751	2.131	1.99
WBGene00017738	tipn-1	FALSE	FALSE	FALSE	1.512071921	1.135856274	1.19235294	5.075	6.584	4.629	5.758	5.024	6.208	0.21444552	0.370598501	58.995	50.841	25.536	26.993	85.897	95.273
WBGene00017733	ubxn-1	FALSE	FALSE	TRUE	1.137197007	0.339282933	2.278433231	6.59	7.735	6.204	6.543	6.411	8.689	-0.205288626	0.132991475	139.024	160.266	98.259	408.826	90.909	82.344
WBGene00255457	F23C8.14	FALSE	FALSE	FALSE	0.327982181	-0.060013649	-1.795447708	-1.097	-0.458	0.239	-0.013	0.695	-1.318	2.097064881	0.35867067	0.198	0.044				
WBGene00017732	F23C8.3	FALSE	FALSE	FALSE	-0.994132111	1.159295549	0.750505062	-0.975	-2.558	-0.589	0.444	-1.404	-1.245	-0.341533771	0.605840979	0.305	0.388	0.535	0.351	1.162	1.106
WBGene00023274	F23C8.10	FALSE	FALSE	FALSE				-3.322	-3.322	-3.322	-3.322	-3.322	-3.322			0	0				
WBGene00023273	F23C8.2	FALSE	FALSE	FALSE	0.531299961	1.801190774	2.032598011	-2.381	-3.322	-2.048	-0.656	-3.322	-3.322			0	0				
WBGene00017731	F23C8.1	FALSE	FALSE	FALSE	-1.66827287	-0.554787718	-1.819533126	-1.618	-3.322	-1.282	-1.84	-1.44	-2.526	7.522159554	2.0591E-101	9.603	0.051	11.999	0.011	0.031	0.148
WBGene00017739	F23C8.11	FALSE	FALSE	FALSE	-0.297603968	1.786027769	0.444399816	-2.529	-3.322	-2.841	-2.103	-2.571	-2.345	4.362173405	0.000274443	0.064	0	0	0.019	0.071	0.017
WBGene00002141	inx-19	FALSE	FALSE	FALSE	-0.402590789	-0.588532397	0.265802349	-1.176	-2.399	-1.33	-1.718	-0.971	-0.698	-0.234171072	0.616490333	0.247	0.289	0.198	0.884	0.941	1.144
WBGene00022280	Y74C10AL.2	FALSE	FALSE	FALSE	-0.16458665	0.357572009	0.301096349	4.481	4.31	3.92	4.272	4.129	4.433	-0.534115929	6.49702E-05	31.657	45.812	23.798	118.634	241.448	207.037
WBGene00022281	abtm-1	FALSE	FALSE	FALSE	0.962899128	0.303151845	1.553814432	3.6	4.544	4.006	4.306	3.808	5.349	0.016290166	0.938647502	8.258	8.163	6.238	9.404	10.58	10.909
WBGene00022282	Y74C10AR.2	FALSE	FALSE	FALSE	3.190204729	2.033006133	-1.722042553	-3.322	-2.112	-2.363	-1.019	-1.949	-3.322	-1.52959841	0.341562234	0.024	0.071	19.675	0.019	0.119	0.228
WBGene00001232	eif-3.I	FALSE	FALSE	FALSE	-1.256853267	-0.602483597	-0.70747228	5.252	4.014	4.906	4.307	4.914	4.223	0.276701501	0.086734793	183.08	151.135	83.838	93.89	73.05	92.624
WBGene00021277	Y23H5B.6	FALSE	FALSE	FALSE	0.352870746	0.91036283	-0.157947319	5.399	5.761	5.162	6.07	5.418	5.265	-0.260628354	0.3241764	48.591	58.213	20.109	44.528	20.131	23.083
WBGene00021276	Y23H5B.5	FALSE	FALSE	FALSE	-0.831604639	-0.637004145	0.81062466	4.338	3.533	4.386	3.755	4.338	5.146	-0.856454938	1.02567E-12	29.621	53.639	8.586	26.988	20.59	23.954
